brief_id,industry,brand_name,prompt_text,prompt_text_en,required_objects,colour_attributes,spatial_constraints,required_text,style_descriptors,back_translated,cc_score,status,language,cometkiwi_score
MB013,tech_product,NEURO,"Produktfoto von weißen kabellosen Ohrhörern, die auf einer dunklen Oberfläche über einem schwarzen Smartphone platziert sind; NEURO-Logo auf dem Etui der Ohrhörer; Studiobeleuchtung","Product photography of white wireless earbuds placed above a black smartphone on a dark surface, NEURO logo on earbuds case, studio lighting","[""wireless earbuds"", ""smartphone""]","{""wireless earbuds"": ""white"", ""smartphone"": ""black""}","[""wireless earbuds above smartphone""]","[""NEURO""]","[""product photography"", ""dark background"", ""studio lighting""]",Product photo of white wireless earbuds placed on a dark surface above a black smartphone; NEURO logo on the earbud case; studio lighting,0.989,PASS,de,0.8555997610092163
MB014,tech_product,OPUS,"Studio-Produktfoto einer schwarzen Webcam, die über einem weißen Monitor auf einem Schreibtisch angebracht ist; OPUS-Logo auf dem Gehäuse der Webcam; aufgeräumte Büroeinrichtung","Studio product shot of a black webcam mounted above a white monitor on a desk, OPUS logo on webcam body, clean office setup","[""webcam"", ""monitor""]","{""webcam"": ""black"", ""monitor"": ""white""}","[""webcam above monitor""]","[""OPUS""]","[""product photography"", ""office setting"", ""clean composition""]",Studio product photo of a black webcam mounted on a desk above a white monitor; OPUS logo on the webcam's housing; tidy office furnishings,0.9807,PASS,de,0.8492135405540466
MB015,tech_product,PHASE,"Action-Produktfoto einer orangefarbenen Action-Kamera, die links neben einem weißen Fahrradhelm auf einem felsigen Untergrund platziert ist; Aufschrift „PHASE“ auf dem Kameragehäuse; Außenbeleuchtung","Action product shot of an orange action camera placed to the left of a white cycling helmet on a rocky surface, PHASE on camera body, outdoor lighting","[""action camera"", ""cycling helmet""]","{""action camera"": ""orange"", ""cycling helmet"": ""white""}","[""action camera left of cycling helmet""]","[""PHASE""]","[""product photography"", ""outdoor setting"", ""natural lighting""]",Action product photo of an orange action camera placed to the left of a white bicycle helmet on a rocky surface; “PHASE” written on the camera body; outdoor lighting,0.9456,PASS,de,0.8341754078865051
MB016,tech_product,QUBIT,"Lifestyle-Aufnahme eines weißen, zylinderförmigen Smart-Lautsprechers, der links neben einer schwarzen Digitaluhr auf einem weißen Nachttisch steht; QUBIT-Logo auf der Oberseite des Lautsprechers; sanfte Umgebungsbeleuchtung","Lifestyle shot of a white cylindrical smart speaker placed to the left of a black digital clock on a white nightstand, QUBIT logo on speaker top, soft ambient lighting","[""smart speaker"", ""digital clock""]","{""smart speaker"": ""white"", ""digital clock"": ""black""}","[""smart speaker left of digital clock""]","[""QUBIT""]","[""lifestyle photography"", ""soft lighting"", ""white background""]","Lifestyle shot of a white, cylindrical smart speaker sitting on a white nightstand to the left of a black digital clock; QUBIT logo on the top of the speaker; soft ambient lighting",0.9761,PASS,de,0.8301963210105896
MB017,tech_product,RADIUS,"Produktfoto eines weißen VR-Headsets, das über zwei schwarzen Motion-Controllern auf einer dunklen Oberfläche platziert ist; RADIUS-Logo auf dem Visier des Headsets; dramatische Studiobeleuchtung","Product photography of a white VR headset placed above two black motion controllers on a dark surface, RADIUS logo on headset visor, dramatic studio lighting","[""VR headset"", ""motion controllers""]","{""VR headset"": ""white"", ""motion controllers"": ""black""}","[""VR headset above motion controllers""]","[""RADIUS""]","[""product photography"", ""dark background"", ""dramatic lighting""]",Product photo of a white VR headset placed on a dark surface alongside two black motion controllers; RADIUS logo on the headset's visor; dramatic studio lighting,0.9922,PASS,de,0.8467464447021484
MB018,tech_product,SPARK,"Studio-Produktfoto eines schwarzen, gebogenen Monitors, unter dem auf einem Glastisch eine silberne Tastatur platziert ist; SPARK-Logo auf dem Monitorrahmen, blaue Umgebungsbeleuchtung","Studio product shot of a black curved monitor with a silver keyboard placed below it on a glass desk, SPARK logo on monitor bezel, blue ambient lighting","[""curved monitor"", ""keyboard""]","{""curved monitor"": ""black"", ""keyboard"": ""silver""}","[""keyboard below curved monitor""]","[""SPARK""]","[""product photography"", ""glass surface"", ""blue lighting""]","Studio product photo of a black, curved monitor with a silver keyboard placed beneath it on a glass table; SPARK logo on the monitor bezel, blue ambient lighting",0.9896,PASS,de,0.8427625894546509
MB019,tech_product,VORTA,"Produktfoto einer schwarzen Quadcopter-Drohne, die links neben einer grauen Fernbedienung auf einer weißen Unterlage platziert ist; VORTA-Logo auf dem Drohnenkörper; klares Studiofoto","Product photography of a black quadcopter drone placed to the left of a gray remote control on a white surface, VORTA logo on drone body, clean studio shot","[""drone"", ""remote control""]","{""drone"": ""black"", ""remote control"": ""gray""}","[""drone left of remote control""]","[""VORTA""]","[""product photography"", ""white background"", ""studio lighting""]",Product photo of a black quadcopter drone placed to the left of a gray remote control on a white background; VORTA logo on the drone's body; clear studio photo,0.98,PASS,de,0.846788763999939
MB020,tech_product,RIVOX,"Flat-Lay-Produktfoto eines weißen E-Readers, der links neben einer schwarzen Lesebrille auf einer beigen Leinenunterlage platziert ist; auf dem Bildschirm des E-Readers ist „RIVOX“ zu sehen; natürliches Licht","Flat lay product shot of a white e-reader placed to the left of black reading glasses on a beige linen surface, RIVOX on e-reader screen, natural light","[""e-reader"", ""reading glasses""]","{""e-reader"": ""white"", ""reading glasses"": ""black""}","[""e-reader left of reading glasses""]","[""RIVOX""]","[""flat lay"", ""linen surface"", ""natural lighting""]",Flat-lay product photo of a white e-reader placed to the left of a pair of black reading glasses on a beige linen background; “RIVOX” is visible on the e-reader’s screen; natural light,0.937,PASS,de,0.8141117691993713
MB021,tech_product,WAVE,"Produktfoto eines grauen USB-Hubs, der links neben einem silbernen Laptop auf einer weißen Schreibtischoberfläche platziert ist; auf dem Hub ist „WAVE“ eingraviert; klares, minimalistisches Arrangement","Product photography of a gray USB hub placed to the left of a silver laptop on a white desk surface, WAVE engraved on hub, clean minimalist setup","[""USB hub"", ""laptop""]","{""USB hub"": ""gray"", ""laptop"": ""silver""}","[""USB hub left of laptop""]","[""WAVE""]","[""product photography"", ""white background"", ""minimalist""]","Product photo of a gray USB hub placed to the left of a silver laptop on a white desk surface; the hub is engraved with “WAVE”; a clean, minimalist arrangement",0.9857,PASS,de,0.8510954976081848
MB022,tech_product,XENON,"Produktfoto eines schwarzen Gaming-Headsets, das auf einem weißen Kopfhörerständer auf einer dunklen Oberfläche platziert ist; XENON-Logo auf der Ohrmuschel, dramatische Seitenbeleuchtung","Product shot of a black gaming headset placed on a white headphone stand on a dark surface, XENON logo on ear cup, dramatic side lighting","[""gaming headset"", ""headphone stand""]","{""gaming headset"": ""black"", ""headphone stand"": ""white""}","[""gaming headset above headphone stand""]","[""XENON""]","[""product photography"", ""dark background"", ""side lighting""]","Product photo of a black gaming headset placed on a white headset stand on a dark surface; XENON logo on the ear cup, dramatic side lighting",0.9924,PASS,de,0.8446677923202515
MB023,tech_product,ZETA,"Lifestyle-Produktfoto eines schwarzen Fitness-Trackers, der links neben einem weißen Smartphone auf einer Marmoroberfläche platziert ist; ZETA-Logo auf dem Display des Trackers; Deckenbeleuchtung","Lifestyle product shot of a black fitness tracker placed to the left of a white smartphone on a marble surface, ZETA logo on tracker display, overhead lighting","[""fitness tracker"", ""smartphone""]","{""fitness tracker"": ""black"", ""smartphone"": ""white""}","[""fitness tracker left of smartphone""]","[""ZETA""]","[""lifestyle photography"", ""marble surface"", ""overhead lighting""]",Lifestyle product photo of a black fitness tracker placed to the left of a white smartphone on a marble surface; ZETA logo on the tracker's display; overhead lighting,0.9915,PASS,de,0.8435587882995605
MB024,tech_product,AXON,"Produktfoto eines weißen tragbaren Projektors, der über einer schwarzen Fernbedienung auf einer dunklen Holzoberfläche platziert ist; AXON-Logo auf dem Projektorgehäuse; Studiobeleuchtung","Product photography of a white portable projector placed above a black remote control on a dark wood surface, AXON logo on projector body, studio lighting","[""portable projector"", ""remote control""]","{""portable projector"": ""white"", ""remote control"": ""black""}","[""portable projector above remote control""]","[""AXON""]","[""product photography"", ""dark wood surface"", ""studio lighting""]",Product photo of a white portable projector placed on a dark wooden surface above a black remote control; AXON logo on the projector housing; studio lighting,0.9827,PASS,de,0.8497197031974792
MB025,tech_product,BREEZE,"Produktfoto einer roségoldenen Smart-Brille, die auf einer weißen Fläche über einem schwarzen Brillenetui platziert ist; BREEZE-Logo auf dem Etui-Deckel; sanftes, natürliches Licht","Product shot of rose gold smart glasses placed above a black glasses case on a white surface, BREEZE logo on case lid, soft natural lighting","[""smart glasses"", ""glasses case""]","{""smart glasses"": ""rose gold"", ""glasses case"": ""black""}","[""smart glasses above glasses case""]","[""BREEZE""]","[""product photography"", ""white background"", ""soft lighting""]","Product photo of a pair of rose gold smart glasses placed on a white surface above a black glasses case; BREEZE logo on the case lid; soft, natural light",0.9683,PASS,de,0.8418323993682861
MB026,tech_product,CREST,"Klare Produktfotografie einer silbernen tragbaren SSD mit einem blauen USB-Kabel, das rechts davon auf einer weißen Fläche platziert ist; „CREST“ auf dem SSD-Gehäuse; minimalistischer Stil","Clean product photography of a silver portable SSD with a blue USB cable placed to its right on a white surface, CREST on SSD body, minimalist style","[""portable SSD"", ""USB cable""]","{""portable SSD"": ""silver"", ""USB cable"": ""blue""}","[""USB cable right of portable SSD""]","[""CREST""]","[""product photography"", ""white background"", ""minimalist""]",Clear product photography of a silver portable SSD with a blue USB cable placed to the right of it on a white surface; “CREST” on the SSD casing; minimalist style,0.9843,PASS,de,0.8432609438896179
MB027,tech_product,DAWN,"Produktfoto eines weißen kabellosen Ladepads, auf dem ein schwarzes Smartphone auf einem Nachttisch aus Holz liegt; „DAWN“ auf dem Ladepad; warmes Morgenlicht","Product photography of a white wireless charging pad with a black smartphone placed on top of it on a wooden nightstand, DAWN on charging pad, warm morning light","[""wireless charging pad"", ""smartphone""]","{""wireless charging pad"": ""white"", ""smartphone"": ""black""}","[""smartphone above wireless charging pad""]","[""DAWN""]","[""lifestyle photography"", ""wooden surface"", ""warm lighting""]",Product photo of a white wireless charging pad with a black smartphone resting on a wooden nightstand; “DAWN” on the charging pad; warm morning light,0.968,PASS,de,0.8176895380020142
MB028,tech_product,NYRIC,"Produktfoto eines schwarzen Smart-Lock-Geräts, das über einem silbernen Türgriff an einer weißen Tür angebracht ist; NYRIC-Logo auf dem Display des Schlosses; klares, redaktionelles Foto","Product photography of a black smart lock device mounted above a silver door handle on a white door, NYRIC logo on lock display, clean editorial shot","[""smart lock"", ""door handle""]","{""smart lock"": ""black"", ""door handle"": ""silver""}","[""smart lock above door handle""]","[""NYRIC""]","[""product photography"", ""white door"", ""editorial""]","Product photo of a black smart lock mounted on a white door above a silver doorknob; NYRIC logo on the lock's display; clear, editorial photo",0.9705,PASS,de,0.8359640836715698
MB029,tech_product,FUSE,"Produktfoto eines weißen WLAN-Routers mit einem gelben Ethernet-Kabel, das darunter auf einer grauen Unterlage liegt; „FUSE“ auf der Oberseite des Routers; klares Studiofoto","Product photography of a white WiFi router with a yellow ethernet cable placed below it on a gray surface, FUSE on router top, clean studio shot","[""WiFi router"", ""ethernet cable""]","{""WiFi router"": ""white"", ""ethernet cable"": ""yellow""}","[""ethernet cable below WiFi router""]","[""FUSE""]","[""product photography"", ""gray background"", ""studio lighting""]",Product photo of a white Wi-Fi router with a yellow Ethernet cable lying beneath it on a gray background; “FUSE” on the top of the router; clear studio photo,0.9715,PASS,de,0.8389571905136108
MB030,tech_product,GRID,"Produktfoto einer schwarzen Gaming-Maus mit RGB-Beleuchtung auf einem roten Mauspad, GRID-Logo auf der Maus, dunkles Gaming-Schreibtisch-Design","Product photography of a black gaming mouse with RGB lighting placed on a red mousepad, GRID logo on mouse, dark gaming desk aesthetic","[""gaming mouse"", ""mousepad""]","{""gaming mouse"": ""black"", ""mousepad"": ""red""}","[""gaming mouse above mousepad""]","[""GRID""]","[""product photography"", ""dark background"", ""gaming aesthetic""]",Product photo of a black gaming mouse with RGB lighting on a red mouse pad; the GRID logo is on the mouse; dark gaming desk design,0.9825,PASS,de,0.8391370177268982
MB031,food_beverage,ZEST,"Produktfoto einer orangefarbenen Saftflasche aus Glas, die links neben einer weißen Keramiktasse auf einer Marmorfläche platziert ist; „ZEST“-Etikett auf der Flasche; helles Tageslicht","Product photography of an orange glass juice bottle placed to the left of a white ceramic cup on a marble surface, ZEST label on bottle, bright natural lighting","[""juice bottle"", ""ceramic cup""]","{""juice bottle"": ""orange"", ""ceramic cup"": ""white""}","[""juice bottle left of ceramic cup""]","[""ZEST""]","[""product photography"", ""marble surface"", ""natural lighting""]",Product photo of an orange glass juice bottle placed to the left of a white ceramic mug on a marble surface; “ZEST” label on the bottle; bright daylight,0.9634,PASS,de,0.8482170104980469
MB032,food_beverage,PURE,"Flat-Lay-Aufnahme eines braunen Kraftpapier-Kaffeebeutels, der über einer schwarzen Espressotasse auf einem Holztisch liegt; auf der Vorderseite des Beutels steht „PURE“; warme Café-Beleuchtung","Flat lay of a brown kraft coffee bag placed above a black espresso cup on a wooden table, PURE on bag front, warm cafe lighting","[""coffee bag"", ""espresso cup""]","{""coffee bag"": ""brown"", ""espresso cup"": ""black""}","[""coffee bag above espresso cup""]","[""PURE""]","[""flat lay"", ""wooden surface"", ""warm lighting""]",A flat-lay photo of a brown kraft paper coffee bag resting on a wooden table above a black espresso cup; the front of the bag reads “PURE”; warm café lighting,0.9455,PASS,de,0.7749683856964111
MB033,food_beverage,BLOOM,"Produktfoto einer gelben Müslipackung, die links neben einem weißen Milchkarton auf einer hellen Küchenarbeitsplatte steht; auf der Vorderseite der Packung steht „BLOOM“; Morgenlicht","Product photography of a yellow cereal box placed to the left of a white milk carton on a bright kitchen counter, BLOOM on box front, morning light","[""cereal box"", ""milk carton""]","{""cereal box"": ""yellow"", ""milk carton"": ""white""}","[""cereal box left of milk carton""]","[""BLOOM""]","[""product photography"", ""kitchen setting"", ""morning light""]",Product photo of a yellow cereal box sitting to the left of a white milk carton on a light-colored kitchen countertop; the front of the box reads “BLOOM”; morning light,0.9722,PASS,de,0.8148125410079956
MB034,food_beverage,GROVE,"Produktfoto einer Flasche mit roter scharfer Soße, die rechts neben einem braunen Holzschneidebrett auf einem rustikalen Tisch steht; auf der Flasche ist das GROVE-Etikett zu sehen; warmes, natürliches Licht","Product shot of a red hot sauce bottle placed to the right of a brown wooden cutting board on a rustic table, GROVE label on bottle, warm natural lighting","[""hot sauce bottle"", ""cutting board""]","{""hot sauce bottle"": ""red"", ""cutting board"": ""brown""}","[""cutting board left of hot sauce bottle""]","[""GROVE""]","[""product photography"", ""rustic style"", ""warm lighting""]","Product photo of a bottle of red hot sauce sitting to the right of a brown wooden cutting board on a rustic table; the GROVE label is visible on the bottle; warm, natural light",0.9712,PASS,de,0.8276581168174744
MB035,food_beverage,FRESH,"Produktfoto einer grünen Weinflasche, die rechts neben einer Traube aus violetten Trauben auf weißem Marmor platziert ist; „FRESH“-Etikett auf der Flasche; elegante natürliche Beleuchtung","Product photography of a green wine bottle placed to the right of a bunch of purple grapes on white marble, FRESH label on bottle, elegant natural lighting","[""wine bottle"", ""grapes""]","{""wine bottle"": ""green"", ""grapes"": ""purple""}","[""wine bottle right of grapes""]","[""FRESH""]","[""product photography"", ""marble surface"", ""elegant lighting""]",Product photo of a green wine bottle placed to the right of a cluster of purple grapes on white marble; “FRESH” label on the bottle; elegant natural lighting,0.9773,PASS,de,0.7701082229614258
MB036,food_beverage,CRISP,"Flat-Lay-Aufnahme einer blaugrünen Teedose, die auf einer hellgrauen Unterlage über einer weißen Keramik-Teetasse mit Untertasse platziert ist; Aufschrift „CRISP“ auf dem Deckel der Dose; sanftes, natürliches Licht","Flat lay of a teal tea box placed above a white ceramic teacup and saucer on a light gray surface, CRISP on box lid, soft natural lighting","[""tea box"", ""teacup""]","{""tea box"": ""teal"", ""teacup"": ""white""}","[""tea box above teacup""]","[""CRISP""]","[""flat lay"", ""gray background"", ""soft lighting""]","Flat-lay photograph of a blue-green tea canister placed on a light gray surface above a white ceramic teacup and saucer; the word “CRISP” is written on the lid of the canister; soft, natural light",0.813,REVIEW,de,0.7735706567764282
MB037,food_beverage,BOLD,"Produktfoto einer schwarzen Aluminiumdose für einen Energy-Drink, die links neben einer silbernen Hantel auf einem dunklen Fitnessstudio-Untergrund platziert ist; Schriftzug „BOLD“ auf der Vorderseite der Dose, dramatische Beleuchtung","Product shot of a black aluminum energy drink can placed to the left of a silver dumbbell on a dark gym surface, BOLD on can front, dramatic lighting","[""energy drink can"", ""dumbbell""]","{""energy drink can"": ""black"", ""dumbbell"": ""silver""}","[""energy drink can left of dumbbell""]","[""BOLD""]","[""product photography"", ""gym setting"", ""dramatic lighting""]","Product photo of a black aluminum can of an energy drink, placed to the left of a silver dumbbell on a dark gym floor; the word “BOLD” is printed on the front of the can, with dramatic lighting",0.9299,PASS,de,0.8028156757354736
MB038,food_beverage,MIST,"Produktfoto einer blauen Aluminium-Trinkflasche, die auf einer weißen Marmorfläche über gelben Zitronenscheiben platziert ist; MIST-Etikett auf der Flasche; helles Tageslicht","Product photography of a blue aluminum water bottle placed above yellow lemon slices on a white marble surface, MIST label on bottle, bright natural lighting","[""water bottle"", ""lemon""]","{""water bottle"": ""blue"", ""lemon"": ""yellow""}","[""water bottle above lemon""]","[""MIST""]","[""product photography"", ""marble surface"", ""bright lighting""]",Product photo of a blue aluminum water bottle placed on a white marble surface atop yellow lemon slices; MIST label on the bottle; bright natural light,0.9898,PASS,de,0.8497808575630188
MB039,food_beverage,GLOW,"Produkt-Flatlay eines weißen Joghurtbechers, der links neben roten Erdbeeren auf einer pastellrosa Unterlage platziert ist; die Aufschrift „GLOW“ auf dem Becher; sanftes Morgenlicht","Product flat lay of a white yogurt container placed to the left of red strawberries on a pink pastel surface, GLOW on container, soft morning light","[""yogurt container"", ""strawberries""]","{""yogurt container"": ""white"", ""strawberries"": ""red""}","[""yogurt container left of strawberries""]","[""GLOW""]","[""flat lay"", ""pink background"", ""soft lighting""]",Product flat lay of a white yogurt cup placed to the left of red strawberries on a pastel pink background; the word “GLOW” on the cup; soft morning light,0.9486,PASS,de,0.7980146408081055
MB040,food_beverage,PETAL,"Produktfoto einer roten, runden Keksdose, die rechts neben einem weißen Glas Milch auf einer Küchenarbeitsplatte aus Holz steht; auf dem Deckel steht „PETAL“; warme Küchenbeleuchtung","Product photography of a red round cookie tin placed to the right of a white glass of milk on a wooden kitchen surface, PETAL on tin lid, warm kitchen lighting","[""cookie tin"", ""glass of milk""]","{""cookie tin"": ""red"", ""glass of milk"": ""white""}","[""glass of milk left of cookie tin""]","[""PETAL""]","[""product photography"", ""kitchen setting"", ""warm lighting""]","Product photo of a red, round cookie jar sitting to the right of a white glass of milk on a wooden kitchen countertop; the lid reads “PETAL”; warm kitchen lighting",0.9515,PASS,de,0.8252873420715332
MB041,food_beverage,QUENCH,"Produktfoto einer blauen Getränkedose, die links neben einem silbernen Eiskübel auf einer dunklen Thekenoberfläche platziert ist; QUENCH-Logo auf der Vorderseite der Dose; coole, stimmungsvolle Beleuchtung","Product photography of a blue soda can placed to the left of a silver ice bucket on a dark bar surface, QUENCH logo on can front, cool atmospheric lighting","[""soda can"", ""ice bucket""]","{""soda can"": ""blue"", ""ice bucket"": ""silver""}","[""soda can left of ice bucket""]","[""QUENCH""]","[""product photography"", ""dark background"", ""cool lighting""]","Product photo of a blue beverage can placed to the left of a silver ice bucket on a dark countertop; QUENCH logo on the front of the can; cool, atmospheric lighting",0.9662,PASS,de,0.8237085342407227
