brief_id,industry,brand_name,prompt_text,prompt_text_en,required_objects,colour_attributes,spatial_constraints,required_text,style_descriptors,back_translated,cc_score,status,language,cometkiwi_score
MB011,tech_product,LUMIX,صورة منتج بتصميم بسيط لشاحن محمول أبيض مستطيل الشكل مع كابل USB أحمر ملفوف أسفله على سطح رمادي فاتح، وكلمة «LUMIX» مكتوبة على الشاحن، وتركيب بسيط,"Minimalist product photography of a white rectangular power bank with a red USB cable coiled below it on a light gray surface, LUMIX on power bank, clean composition","[""power bank"", ""USB cable""]","{""power bank"": ""white"", ""USB cable"": ""red""}","[""USB cable below power bank""]","[""LUMIX""]","[""minimalist"", ""gray background"", ""clean composition""]","A product photo showing a simple design of a white, rectangular portable charger with a red USB cable coiled beneath it on a light gray surface; the word “LUMIX” is written on the charger, and the composition is simple.",0.934,PASS,ar,0.7897314429283142
MB012,tech_product,MIRAX,صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر جهاز كمبيوتر محمول فضي مفتوح، بجانبه الأيمن كوب قهوة خزفي أبيض على مكتب خشبي داكن، مع ظهور شعار «MIRAX» على شاشة الكمبيوتر المحمول، في ضوء الصباح,"Lifestyle product shot of an open silver laptop with a white ceramic coffee mug to its right on a dark wood desk, MIRAX logo on laptop screen, morning light","[""laptop"", ""coffee mug""]","{""laptop"": ""silver"", ""coffee mug"": ""white""}","[""coffee mug right of laptop""]","[""MIRAX""]","[""lifestyle photography"", ""dark wood surface"", ""morning light""]","A promotional image for a lifestyle product showing a silver laptop open, with a white ceramic coffee cup to its right on a dark wooden desk, and the ""MIRAX"" logo visible on the laptop screen, bathed in morning light",0.8631,PASS,ar,0.7659791707992554
MB013,tech_product,NEURO,صورة ترويجية لمنتج عبارة عن سماعات أذن لاسلكية بيضاء موضوعة فوق هاتف ذكي أسود على سطح داكن، مع شعار NEURO على علبة السماعات، وإضاءة الاستوديو,"Product photography of white wireless earbuds placed above a black smartphone on a dark surface, NEURO logo on earbuds case, studio lighting","[""wireless earbuds"", ""smartphone""]","{""wireless earbuds"": ""white"", ""smartphone"": ""black""}","[""wireless earbuds above smartphone""]","[""NEURO""]","[""product photography"", ""dark background"", ""studio lighting""]","A promotional image of a product—white wireless earbuds placed on top of a black smartphone on a dark surface, with the NEURO logo on the earbud case, and studio lighting",0.9388,PASS,ar,0.8076838254928589
MB014,tech_product,OPUS,صورة منتج تم التقاطها في الاستوديو لكاميرا ويب سوداء مثبتة فوق شاشة بيضاء على مكتب، مع شعار OPUS على هيكل الكاميرا، في بيئة مكتبية مرتبة,"Studio product shot of a black webcam mounted above a white monitor on a desk, OPUS logo on webcam body, clean office setup","[""webcam"", ""monitor""]","{""webcam"": ""black"", ""monitor"": ""white""}","[""webcam above monitor""]","[""OPUS""]","[""product photography"", ""office setting"", ""clean composition""]","A product photo taken in a studio of a black webcam mounted above a white monitor on a desk, with the OPUS logo on the camera body, in a tidy office setting",0.9581,PASS,ar,0.737644612789154
MB015,tech_product,PHASE,صورة منتج لكاميرا مغامرات برتقالية اللون موضوعة على يسار خوذة دراجات بيضاء فوق سطح صخري، مع ظهور كلمة «PHASE» على هيكل الكاميرا، وإضاءة خارجية,"Action product shot of an orange action camera placed to the left of a white cycling helmet on a rocky surface, PHASE on camera body, outdoor lighting","[""action camera"", ""cycling helmet""]","{""action camera"": ""orange"", ""cycling helmet"": ""white""}","[""action camera left of cycling helmet""]","[""PHASE""]","[""product photography"", ""outdoor setting"", ""natural lighting""]","A product photo of an orange adventure camera placed to the left of a white bicycle helmet on a rocky surface, with the word “PHASE” visible on the camera body and external lighting",0.9099,PASS,ar,0.6713672876358032
MB016,tech_product,QUBIT,صورة تعكس نمط الحياة تُظهر مكبر صوت ذكي أسطواني أبيض اللون موضوعًا على يسار ساعة رقمية سوداء فوق منضدة سرير بيضاء، مع شعار «QUBIT» على الجزء العلوي من مكبر الصوت، وإضاءة محيطة خافتة,"Lifestyle shot of a white cylindrical smart speaker placed to the left of a black digital clock on a white nightstand, QUBIT logo on speaker top, soft ambient lighting","[""smart speaker"", ""digital clock""]","{""smart speaker"": ""white"", ""digital clock"": ""black""}","[""smart speaker left of digital clock""]","[""QUBIT""]","[""lifestyle photography"", ""soft lighting"", ""white background""]","A lifestyle photo showing a white cylindrical smart speaker placed to the left of a black digital clock on a white bedside table, with the “QUBIT” logo on the top of the speaker and soft ambient lighting",0.9089,PASS,ar,0.819404125213623
MB017,tech_product,RADIUS,صورة منتج تُظهر سماعة رأس الواقع الافتراضي بيضاء اللون موضوعة فوق جهازي تحكم بالحركة أسودين على سطح داكن، مع شعار RADIUS على حاجب السماعة، وإضاءة استوديو درامية,"Product photography of a white VR headset placed above two black motion controllers on a dark surface, RADIUS logo on headset visor, dramatic studio lighting","[""VR headset"", ""motion controllers""]","{""VR headset"": ""white"", ""motion controllers"": ""black""}","[""VR headset above motion controllers""]","[""RADIUS""]","[""product photography"", ""dark background"", ""dramatic lighting""]","A product photo showing a white virtual reality headset placed on top of two black motion controllers on a dark surface, with the RADIUS logo on the headset’s headband and dramatic studio lighting",0.8735,PASS,ar,0.7738618850708008
MB018,tech_product,SPARK,صورة منتج تم التقاطها في الاستوديو لشاشة منحنية سوداء مع لوحة مفاتيح فضية موضوعة أسفلها على مكتب زجاجي، وشعار SPARK على إطار الشاشة، وإضاءة محيطة زرقاء,"Studio product shot of a black curved monitor with a silver keyboard placed below it on a glass desk, SPARK logo on monitor bezel, blue ambient lighting","[""curved monitor"", ""keyboard""]","{""curved monitor"": ""black"", ""keyboard"": ""silver""}","[""keyboard below curved monitor""]","[""SPARK""]","[""product photography"", ""glass surface"", ""blue lighting""]","A product photo taken in a studio showing a black curved monitor with a silver keyboard placed beneath it on a glass desk, the SPARK logo on the monitor's bezel, and blue ambient lighting",0.8992,PASS,ar,0.7868039608001709
MB019,tech_product,VORTA,صورة منتج لطائرة بدون طيار رباعية المراوح سوداء اللون موضوعة على يسار جهاز تحكم عن بعد رمادي اللون فوق سطح أبيض، مع شعار VORTA على هيكل الطائرة، لقطة استوديو واضحة,"Product photography of a black quadcopter drone placed to the left of a gray remote control on a white surface, VORTA logo on drone body, clean studio shot","[""drone"", ""remote control""]","{""drone"": ""black"", ""remote control"": ""gray""}","[""drone left of remote control""]","[""VORTA""]","[""product photography"", ""white background"", ""studio lighting""]","Product photo of a black quadcopter drone placed to the left of a gray remote control on a white surface, with the VORTA logo on the drone’s body; a clear studio shot",0.9791,PASS,ar,0.7479379177093506
MB020,tech_product,RIVOX,صورة منتج مأخوذة بتقنية «فلات لاي» لقارئ إلكتروني أبيض موضوع على يسار نظارات قراءة سوداء فوق سطح من الكتان البيج، مع ظهور كلمة «RIVOX» على شاشة القارئ الإلكتروني، في ضوء طبيعي,"Flat lay product shot of a white e-reader placed to the left of black reading glasses on a beige linen surface, RIVOX on e-reader screen, natural light","[""e-reader"", ""reading glasses""]","{""e-reader"": ""white"", ""reading glasses"": ""black""}","[""e-reader left of reading glasses""]","[""RIVOX""]","[""flat lay"", ""linen surface"", ""natural lighting""]","A product photo taken using the “flat lay” technique, showing a white e-reader placed to the left of a pair of black reading glasses on a beige linen surface, with the word “RIVOX” visible on the e-reader’s screen, in natural light",0.7643,REVIEW,ar,0.7371365427970886
MB021,tech_product,WAVE,صورة منتج لموزع USB رمادي اللون موضوع على يسار حاسوب محمول فضي اللون فوق سطح مكتب أبيض، مع نقش «WAVE» على الموزع، في إطار بسيط وأنيق,"Product photography of a gray USB hub placed to the left of a silver laptop on a white desk surface, WAVE engraved on hub, clean minimalist setup","[""USB hub"", ""laptop""]","{""USB hub"": ""gray"", ""laptop"": ""silver""}","[""USB hub left of laptop""]","[""WAVE""]","[""product photography"", ""white background"", ""minimalist""]","A product photo of a gray USB hub placed to the left of a silver laptop on a white desk, with “WAVE” engraved on the hub, in a simple and elegant frame",0.9683,PASS,ar,0.7517856359481812
MB022,tech_product,XENON,صورة منتج لسماعة رأس ألعاب سوداء موضوعة على حامل سماعات أبيض فوق سطح داكن، مع شعار XENON على كأس الأذن، وإضاءة جانبية مثيرة,"Product shot of a black gaming headset placed on a white headphone stand on a dark surface, XENON logo on ear cup, dramatic side lighting","[""gaming headset"", ""headphone stand""]","{""gaming headset"": ""black"", ""headphone stand"": ""white""}","[""gaming headset above headphone stand""]","[""XENON""]","[""product photography"", ""dark background"", ""side lighting""]","A product photo of black gaming headphones placed on a white headphone stand against a dark background, featuring the XENON logo on the ear cups and striking side lighting",0.9277,PASS,ar,0.6339558959007263
MB023,tech_product,ZETA,صورة ترويجية لمنتج من فئة أسلوب الحياة تُظهر جهاز تتبع اللياقة البدنية الأسود موضوعًا على يسار هاتف ذكي أبيض على سطح رخامي، مع ظهور شعار ZETA على شاشة الجهاز، وتحت إضاءة علوية,"Lifestyle product shot of a black fitness tracker placed to the left of a white smartphone on a marble surface, ZETA logo on tracker display, overhead lighting","[""fitness tracker"", ""smartphone""]","{""fitness tracker"": ""black"", ""smartphone"": ""white""}","[""fitness tracker left of smartphone""]","[""ZETA""]","[""lifestyle photography"", ""marble surface"", ""overhead lighting""]","A promotional image for a lifestyle product showing a black fitness tracker placed to the left of a white smartphone on a marble surface, with the ZETA logo visible on the device's screen, under overhead lighting",0.8417,REVIEW,ar,0.8071765899658203
MB024,tech_product,AXON,صورة منتج لجهاز عرض محمول أبيض اللون موضوع فوق جهاز تحكم عن بُعد أسود على سطح خشبي داكن، مع شعار AXON على هيكل جهاز العرض، وإضاءة استوديو,"Product photography of a white portable projector placed above a black remote control on a dark wood surface, AXON logo on projector body, studio lighting","[""portable projector"", ""remote control""]","{""portable projector"": ""white"", ""remote control"": ""black""}","[""portable projector above remote control""]","[""AXON""]","[""product photography"", ""dark wood surface"", ""studio lighting""]","Product photo of a white portable projector placed on top of a black remote control on a dark wooden surface, with the AXON logo on the projector's body, and studio lighting",0.9743,PASS,ar,0.7849129438400269
MB025,tech_product,BREEZE,صورة منتج لنظارات ذكية بلون الذهب الوردي موضوعة فوق حافظة نظارات سوداء على سطح أبيض، مع شعار BREEZE على غطاء الحافظة، وإضاءة طبيعية خافتة,"Product shot of rose gold smart glasses placed above a black glasses case on a white surface, BREEZE logo on case lid, soft natural lighting","[""smart glasses"", ""glasses case""]","{""smart glasses"": ""rose gold"", ""glasses case"": ""black""}","[""smart glasses above glasses case""]","[""BREEZE""]","[""product photography"", ""white background"", ""soft lighting""]","A product photo of rose gold smart glasses placed on top of a black glasses case on a white surface, with the BREEZE logo on the case lid, and soft natural lighting",0.9665,PASS,ar,0.7649414539337158
MB026,tech_product,CREST,صورة منتج واضحة لقرص SSD محمول فضي اللون مع كابل USB أزرق موضوع على يمينه على سطح أبيض، مع وجود شعار «CREST» على هيكل القرص، بأسلوب بسيط,"Clean product photography of a silver portable SSD with a blue USB cable placed to its right on a white surface, CREST on SSD body, minimalist style","[""portable SSD"", ""USB cable""]","{""portable SSD"": ""silver"", ""USB cable"": ""blue""}","[""USB cable right of portable SSD""]","[""CREST""]","[""product photography"", ""white background"", ""minimalist""]","A clear product photo of a silver-colored portable SSD drive with a blue USB cable placed to its right on a white surface, featuring the “CREST” logo on the drive’s casing in a simple style",0.944,PASS,ar,0.7882676124572754
MB027,tech_product,DAWN,صورة منتج تُظهر قاعدة شحن لاسلكية بيضاء اللون، مع هاتف ذكي أسود موضوع فوقها على منضدة نوم خشبية، وكلمة «DAWN» مكتوبة على قاعدة الشحن، وضوء الصباح الدافئ,"Product photography of a white wireless charging pad with a black smartphone placed on top of it on a wooden nightstand, DAWN on charging pad, warm morning light","[""wireless charging pad"", ""smartphone""]","{""wireless charging pad"": ""white"", ""smartphone"": ""black""}","[""smartphone above wireless charging pad""]","[""DAWN""]","[""lifestyle photography"", ""wooden surface"", ""warm lighting""]","A product photo showing a white wireless charging pad with a black smartphone placed on top of it on a wooden nightstand; the word “DAWN” is written on the charging pad, and there is a warm morning light",0.8719,PASS,ar,0.8007549047470093
MB028,tech_product,NYRIC,صورة منتج لجهاز قفل ذكي أسود مثبت فوق مقبض باب فضي على باب أبيض، مع ظهور شعار NYRIC على شاشة القفل، لقطة تحريرية واضحة,"Product photography of a black smart lock device mounted above a silver door handle on a white door, NYRIC logo on lock display, clean editorial shot","[""smart lock"", ""door handle""]","{""smart lock"": ""black"", ""door handle"": ""silver""}","[""smart lock above door handle""]","[""NYRIC""]","[""product photography"", ""white door"", ""editorial""]","Product photo of a black smart lock mounted above a silver door handle on a white door, with the NYRIC logo visible on the lock's screen; a clear editorial shot",0.9831,PASS,ar,0.742121696472168
MB029,tech_product,FUSE,صورة منتج لجهاز توجيه واي فاي أبيض اللون مع كابل إيثرنت أصفر موضوع أسفله على سطح رمادي، وكلمة «FUSE» مكتوبة على الجزء العلوي من جهاز التوجيه، لقطة استوديو واضحة,"Product photography of a white WiFi router with a yellow ethernet cable placed below it on a gray surface, FUSE on router top, clean studio shot","[""WiFi router"", ""ethernet cable""]","{""WiFi router"": ""white"", ""ethernet cable"": ""yellow""}","[""ethernet cable below WiFi router""]","[""FUSE""]","[""product photography"", ""gray background"", ""studio lighting""]",Product photo of a white Wi-Fi router with a yellow Ethernet cable placed underneath it on a gray surface; the word “FUSE” is written on the top of the router; a clear studio shot,0.9536,PASS,ar,0.761986494064331
MB030,tech_product,GRID,صورة منتج لفأرة ألعاب سوداء مزودة بإضاءة RGB موضوعة على لوحة فأرة حمراء، مع شعار GRID على الفأرة، وديكور مكتبي داكن مخصص للألعاب,"Product photography of a black gaming mouse with RGB lighting placed on a red mousepad, GRID logo on mouse, dark gaming desk aesthetic","[""gaming mouse"", ""mousepad""]","{""gaming mouse"": ""black"", ""mousepad"": ""red""}","[""gaming mouse above mousepad""]","[""GRID""]","[""product photography"", ""dark background"", ""gaming aesthetic""]","Product photo of a black gaming mouse with RGB lighting placed on a red mouse pad, featuring the GRID logo on the mouse, against a dark gaming-themed desk setup",0.9684,PASS,ar,0.7183248996734619
MB031,food_beverage,ZEST,صورة منتج لزجاجة عصير زجاجية برتقالية اللون موضوعة على يسار كوب خزفي أبيض فوق سطح رخامي، مع وجود ملصق «ZEST» على الزجاجة، في إضاءة طبيعية ساطعة,"Product photography of an orange glass juice bottle placed to the left of a white ceramic cup on a marble surface, ZEST label on bottle, bright natural lighting","[""juice bottle"", ""ceramic cup""]","{""juice bottle"": ""orange"", ""ceramic cup"": ""white""}","[""juice bottle left of ceramic cup""]","[""ZEST""]","[""product photography"", ""marble surface"", ""natural lighting""]","Product photo of an orange-colored glass juice bottle placed to the left of a white ceramic cup on a marble surface, with a “ZEST” label on the bottle, in bright natural light",0.9703,PASS,ar,0.8198282718658447
MB032,food_beverage,PURE,صورة مأخوذة من زاوية علوية لكيس قهوة بني من ورق الكرافت موضوع فوق فنجان إسبريسو أسود على طاولة خشبية، مع كلمة «PURE» على واجهة الكيس، وإضاءة دافئة على غرار المقاهي,"Flat lay of a brown kraft coffee bag placed above a black espresso cup on a wooden table, PURE on bag front, warm cafe lighting","[""coffee bag"", ""espresso cup""]","{""coffee bag"": ""brown"", ""espresso cup"": ""black""}","[""coffee bag above espresso cup""]","[""PURE""]","[""flat lay"", ""wooden surface"", ""warm lighting""]","A top-down view of a brown kraft paper coffee bag placed over a black espresso cup on a wooden table, with the word “PURE” on the front of the bag, and warm, café-style lighting",0.8709,PASS,ar,0.6020891666412354
MB033,food_beverage,BLOOM,صورة منتج لعلبة حبوب إفطار صفراء موضوعة على يسار كرتونة حليب بيضاء على منضدة مطبخ مشرقة، وكلمة «BLOOM» مكتوبة على واجهة العلبة، في ضوء الصباح,"Product photography of a yellow cereal box placed to the left of a white milk carton on a bright kitchen counter, BLOOM on box front, morning light","[""cereal box"", ""milk carton""]","{""cereal box"": ""yellow"", ""milk carton"": ""white""}","[""cereal box left of milk carton""]","[""BLOOM""]","[""product photography"", ""kitchen setting"", ""morning light""]","A product photo of a yellow box of breakfast cereal placed to the left of a white carton of milk on a bright kitchen counter; the word “BLOOM” is written on the front of the box, in the morning light",0.8581,PASS,ar,0.6640524864196777
MB034,food_beverage,GROVE,صورة منتج لزجاجة صلصة حارة حمراء موضوعة على يمين لوح تقطيع خشبي بني فوق طاولة ذات طابع ريفي، مع وجود ملصق «GROVE» على الزجاجة، وإضاءة طبيعية دافئة,"Product shot of a red hot sauce bottle placed to the right of a brown wooden cutting board on a rustic table, GROVE label on bottle, warm natural lighting","[""hot sauce bottle"", ""cutting board""]","{""hot sauce bottle"": ""red"", ""cutting board"": ""brown""}","[""cutting board left of hot sauce bottle""]","[""GROVE""]","[""product photography"", ""rustic style"", ""warm lighting""]","Product photo of a bottle of red hot sauce placed to the right of a brown wooden cutting board on a rustic-style table, with a “GROVE” label on the bottle and warm natural lighting",0.9523,PASS,ar,0.7749691009521484
MB035,food_beverage,FRESH,صورة ترويجية لمنتج تُظهر زجاجة نبيذ خضراء موضوعة على يمين عنقود عنب أرجواني فوق رخام أبيض، مع وجود ملصق «FRESH» على الزجاجة، وإضاءة طبيعية أنيقة,"Product photography of a green wine bottle placed to the right of a bunch of purple grapes on white marble, FRESH label on bottle, elegant natural lighting","[""wine bottle"", ""grapes""]","{""wine bottle"": ""green"", ""grapes"": ""purple""}","[""wine bottle right of grapes""]","[""FRESH""]","[""product photography"", ""marble surface"", ""elegant lighting""]","A promotional product image showing a green wine bottle placed to the right of a cluster of purple grapes on white marble, with a “FRESH” label on the bottle and elegant natural lighting",0.9287,PASS,ar,0.8108624219894409
MB036,food_beverage,CRISP,صورة مأخوذة من زاوية علوية لعلبة شاي بلون أزرق مخضر موضوعة فوق فنجان شاي خزفي أبيض وصحن صغير على سطح رمادي فاتح، وكلمة «CRISP» مكتوبة على غطاء العلبة، وإضاءة طبيعية ناعمة,"Flat lay of a teal tea box placed above a white ceramic teacup and saucer on a light gray surface, CRISP on box lid, soft natural lighting","[""tea box"", ""teacup""]","{""tea box"": ""teal"", ""teacup"": ""white""}","[""tea box above teacup""]","[""CRISP""]","[""flat lay"", ""gray background"", ""soft lighting""]","A top-down view of a blue-green tea canister placed on top of a white porcelain teacup and a small saucer on a light gray surface, with the word “CRISP” written on the lid of the box, and soft natural lighting",0.7613,REVIEW,ar,0.6210713386535645
MB037,food_beverage,BOLD,صورة منتج لعلبة مشروب طاقة من الألومنيوم الأسود موضوعة على يسار دمبل فضي فوق أرضية صالة رياضية داكنة، وكلمة «BOLD» مكتوبة على واجهة العلبة، مع إضاءة درامية,"Product shot of a black aluminum energy drink can placed to the left of a silver dumbbell on a dark gym surface, BOLD on can front, dramatic lighting","[""energy drink can"", ""dumbbell""]","{""energy drink can"": ""black"", ""dumbbell"": ""silver""}","[""energy drink can left of dumbbell""]","[""BOLD""]","[""product photography"", ""gym setting"", ""dramatic lighting""]","A product photo of a black aluminum energy drink can placed to the left of a silver dumbbell on a dark gym floor; the word “BOLD” is written on the front of the can, with dramatic lighting",0.9272,PASS,ar,0.6933687329292297
MB038,food_beverage,MIST,صورة منتج لزجاجة مياه زرقاء مصنوعة من الألومنيوم موضوعة فوق شرائح ليمون صفراء على سطح رخامي أبيض، مع وجود ملصق «MIST» على الزجاجة، وإضاءة طبيعية ساطعة,"Product photography of a blue aluminum water bottle placed above yellow lemon slices on a white marble surface, MIST label on bottle, bright natural lighting","[""water bottle"", ""lemon""]","{""water bottle"": ""blue"", ""lemon"": ""yellow""}","[""water bottle above lemon""]","[""MIST""]","[""product photography"", ""marble surface"", ""bright lighting""]","A product photo of a blue aluminum water bottle placed on top of yellow lemon slices on a white marble surface, with a “MIST” label on the bottle and bright natural lighting",0.9677,PASS,ar,0.8319326639175415
MB039,food_beverage,GLOW,صورة منتج مأخوذة من زاوية مسطحة لوعاء زبادي أبيض موضوع على يسار حبات فراولة حمراء فوق سطح وردي فاتح، مع كلمة «GLOW» مكتوبة على الوعاء، في ضوء الصباح الناعم,"Product flat lay of a white yogurt container placed to the left of red strawberries on a pink pastel surface, GLOW on container, soft morning light","[""yogurt container"", ""strawberries""]","{""yogurt container"": ""white"", ""strawberries"": ""red""}","[""yogurt container left of strawberries""]","[""GLOW""]","[""flat lay"", ""pink background"", ""soft lighting""]","A flat-lay product photo of a white yogurt cup placed to the left of red strawberries on a light pink surface, with the word “GLOW” written on the cup, in soft morning light",0.9305,PASS,ar,0.5644732713699341
