brief_id,industry,brand_name,prompt_text,prompt_text_en,required_objects,colour_attributes,spatial_constraints,required_text,style_descriptors,back_translated,cc_score,status,language,cometkiwi_score
MB011,tech_product,LUMIX,"Photographie minimaliste d'une batterie externe rectangulaire blanche, avec un câble USB rouge enroulé en dessous, posée sur une surface gris clair ; inscription « LUMIX » sur la batterie externe ; composition épurée","Minimalist product photography of a white rectangular power bank with a red USB cable coiled below it on a light gray surface, LUMIX on power bank, clean composition","[""power bank"", ""USB cable""]","{""power bank"": ""white"", ""USB cable"": ""red""}","[""USB cable below power bank""]","[""LUMIX""]","[""minimalist"", ""gray background"", ""clean composition""]","Minimalist photograph of a white rectangular power bank, with a red USB cable coiled beneath it, resting on a light gray surface; “LUMIX” inscription on the power bank; clean composition",0.9342,PASS,fr,0.821104884147644
MB012,tech_product,MIRAX,"Photo de produit lifestyle représentant un ordinateur portable argenté ouvert, avec à sa droite une tasse à café en céramique blanche posée sur un bureau en bois foncé ; le logo MIRAX apparaît sur l'écran de l'ordinateur portable, dans la lumière du matin","Lifestyle product shot of an open silver laptop with a white ceramic coffee mug to its right on a dark wood desk, MIRAX logo on laptop screen, morning light","[""laptop"", ""coffee mug""]","{""laptop"": ""silver"", ""coffee mug"": ""white""}","[""coffee mug right of laptop""]","[""MIRAX""]","[""lifestyle photography"", ""dark wood surface"", ""morning light""]","Lifestyle product photo showing a silver laptop with its lid open, with a white ceramic coffee mug to its right on a dark wooden desk; the MIRAX logo appears on the laptop screen, bathed in morning light",0.9136,PASS,fr,0.841614842414856
MB013,tech_product,NEURO,"Photographie de produit représentant des écouteurs sans fil blancs posés au-dessus d'un smartphone noir sur une surface sombre, avec le logo NEURO sur le boîtier des écouteurs, éclairage de studio","Product photography of white wireless earbuds placed above a black smartphone on a dark surface, NEURO logo on earbuds case, studio lighting","[""wireless earbuds"", ""smartphone""]","{""wireless earbuds"": ""white"", ""smartphone"": ""black""}","[""wireless earbuds above smartphone""]","[""NEURO""]","[""product photography"", ""dark background"", ""studio lighting""]","Product photograph showing white wireless earbuds placed on top of a black smartphone on a dark surface, with the NEURO logo on the earbud case; studio lighting",0.9634,PASS,fr,0.8654547929763794
MB014,tech_product,OPUS,Photo de produit prise en studio montrant une webcam noire fixée au-dessus d'un écran blanc sur un bureau ; le logo OPUS figure sur le boîtier de la webcam ; décor de bureau épuré,"Studio product shot of a black webcam mounted above a white monitor on a desk, OPUS logo on webcam body, clean office setup","[""webcam"", ""monitor""]","{""webcam"": ""black"", ""monitor"": ""white""}","[""webcam above monitor""]","[""OPUS""]","[""product photography"", ""office setting"", ""clean composition""]",Studio product photo showing a black webcam mounted above a white screen on a desk; the OPUS logo appears on the webcam's casing; minimalist desk setting,0.96,PASS,fr,0.8660154342651367
MB015,tech_product,PHASE,"Photo de produit en action montrant une caméra d'action orange placée à gauche d'un casque de vélo blanc sur une surface rocheuse, avec l'inscription « PHASE » sur le boîtier de la caméra, éclairage extérieur","Action product shot of an orange action camera placed to the left of a white cycling helmet on a rocky surface, PHASE on camera body, outdoor lighting","[""action camera"", ""cycling helmet""]","{""action camera"": ""orange"", ""cycling helmet"": ""white""}","[""action camera left of cycling helmet""]","[""PHASE""]","[""product photography"", ""outdoor setting"", ""natural lighting""]","Product photo showing an orange action camera positioned to the left of a white bike helmet on a rocky surface, with the word “PHASE” on the camera housing; outdoor lighting",0.9393,PASS,fr,0.8470402956008911
MB016,tech_product,QUBIT,"Photo d'ambiance montrant une enceinte connectée cylindrique blanche placée à gauche d'un réveil numérique noir sur une table de chevet blanche, avec le logo QUBIT sur le dessus de l'enceinte, dans une lumière d'ambiance tamisée","Lifestyle shot of a white cylindrical smart speaker placed to the left of a black digital clock on a white nightstand, QUBIT logo on speaker top, soft ambient lighting","[""smart speaker"", ""digital clock""]","{""smart speaker"": ""white"", ""digital clock"": ""black""}","[""smart speaker left of digital clock""]","[""QUBIT""]","[""lifestyle photography"", ""soft lighting"", ""white background""]","Mood shot showing a white cylindrical smart speaker placed to the left of a black digital alarm clock on a white nightstand, with the QUBIT logo on top of the speaker, in soft ambient lighting",0.9472,PASS,fr,0.8165603280067444
MB017,tech_product,RADIUS,"Photo de produit représentant un casque de réalité virtuelle blanc posé au-dessus de deux manettes de mouvement noires sur une surface sombre, avec le logo RADIUS sur la visière du casque, sous un éclairage de studio spectaculaire","Product photography of a white VR headset placed above two black motion controllers on a dark surface, RADIUS logo on headset visor, dramatic studio lighting","[""VR headset"", ""motion controllers""]","{""VR headset"": ""white"", ""motion controllers"": ""black""}","[""VR headset above motion controllers""]","[""RADIUS""]","[""product photography"", ""dark background"", ""dramatic lighting""]","Product photo showing a white virtual reality headset placed on top of two black motion controllers on a dark surface, with the RADIUS logo on the headset's visor, under dramatic studio lighting",0.9018,PASS,fr,0.8567765951156616
MB018,tech_product,SPARK,Photo de produit prise en studio montrant un écran incurvé noir avec un clavier argenté posé en dessous sur un bureau en verre ; logo SPARK sur le cadre de l'écran ; éclairage d'ambiance bleu,"Studio product shot of a black curved monitor with a silver keyboard placed below it on a glass desk, SPARK logo on monitor bezel, blue ambient lighting","[""curved monitor"", ""keyboard""]","{""curved monitor"": ""black"", ""keyboard"": ""silver""}","[""keyboard below curved monitor""]","[""SPARK""]","[""product photography"", ""glass surface"", ""blue lighting""]",Studio product photo showing a black curved monitor with a silver keyboard placed beneath it on a glass desk; SPARK logo on the monitor frame; blue ambient lighting,0.9806,PASS,fr,0.8644369840621948
MB019,tech_product,VORTA,"Photo de produit représentant un drone quadricoptère noir placé à gauche d'une télécommande grise sur une surface blanche, avec le logo VORTA sur le corps du drone ; prise de vue épurée en studio","Product photography of a black quadcopter drone placed to the left of a gray remote control on a white surface, VORTA logo on drone body, clean studio shot","[""drone"", ""remote control""]","{""drone"": ""black"", ""remote control"": ""gray""}","[""drone left of remote control""]","[""VORTA""]","[""product photography"", ""white background"", ""studio lighting""]","Product photo showing a black quadcopter drone positioned to the left of a gray remote control on a white surface, with the VORTA logo on the drone's body; minimalist studio shot",0.9706,PASS,fr,0.8479037284851074
MB020,tech_product,RIVOX,Photo de produit en « flat lay » montrant une liseuse blanche placée à gauche d'une paire de lunettes de lecture noires sur une surface en lin beige ; le mot « RIVOX » apparaît sur l'écran de la liseuse ; lumière naturelle,"Flat lay product shot of a white e-reader placed to the left of black reading glasses on a beige linen surface, RIVOX on e-reader screen, natural light","[""e-reader"", ""reading glasses""]","{""e-reader"": ""white"", ""reading glasses"": ""black""}","[""e-reader left of reading glasses""]","[""RIVOX""]","[""flat lay"", ""linen surface"", ""natural lighting""]","""Flat lay"" product photo showing a white e-reader placed to the left of a pair of black reading glasses on a beige linen surface; the word ""RIVOX"" appears on the e-reader's screen; natural light",0.9545,PASS,fr,0.7751437425613403
MB021,tech_product,WAVE,Photo de produit représentant un hub USB gris placé à gauche d'un ordinateur portable argenté sur un bureau blanc ; le mot « WAVE » est gravé sur le hub ; mise en scène épurée et minimaliste,"Product photography of a gray USB hub placed to the left of a silver laptop on a white desk surface, WAVE engraved on hub, clean minimalist setup","[""USB hub"", ""laptop""]","{""USB hub"": ""gray"", ""laptop"": ""silver""}","[""USB hub left of laptop""]","[""WAVE""]","[""product photography"", ""white background"", ""minimalist""]","Product photo showing a gray USB hub placed to the left of a silver laptop on a white desk; the word “WAVE” is engraved on the hub; clean, minimalist setting",0.9662,PASS,fr,0.8650632500648499
MB022,tech_product,XENON,"Photo de produit représentant un casque de gaming noir posé sur un support blanc, sur une surface sombre ; logo XENON sur l'oreillette ; éclairage latéral spectaculaire","Product shot of a black gaming headset placed on a white headphone stand on a dark surface, XENON logo on ear cup, dramatic side lighting","[""gaming headset"", ""headphone stand""]","{""gaming headset"": ""black"", ""headphone stand"": ""white""}","[""gaming headset above headphone stand""]","[""XENON""]","[""product photography"", ""dark background"", ""side lighting""]","Product photo showing a black gaming headset resting on a white stand, on a dark surface; XENON logo on the ear cup; spectacular side lighting",0.972,PASS,fr,0.841453492641449
MB023,tech_product,ZETA,"Photo de produit lifestyle représentant un bracelet connecté noir placé à gauche d'un smartphone blanc sur une surface en marbre, avec le logo ZETA affiché sur l'écran du bracelet, éclairage par le haut","Lifestyle product shot of a black fitness tracker placed to the left of a white smartphone on a marble surface, ZETA logo on tracker display, overhead lighting","[""fitness tracker"", ""smartphone""]","{""fitness tracker"": ""black"", ""smartphone"": ""white""}","[""fitness tracker left of smartphone""]","[""ZETA""]","[""lifestyle photography"", ""marble surface"", ""overhead lighting""]","Lifestyle product photo showing a black smartwatch placed to the left of a white smartphone on a marble surface, with the ZETA logo displayed on the watch’s screen; lit from above",0.8993,PASS,fr,0.8082181215286255
MB024,tech_product,AXON,"Photographie de produit représentant un projecteur portable blanc posé au-dessus d'une télécommande noire sur une surface en bois foncé, avec le logo AXON sur le boîtier du projecteur, éclairage de studio","Product photography of a white portable projector placed above a black remote control on a dark wood surface, AXON logo on projector body, studio lighting","[""portable projector"", ""remote control""]","{""portable projector"": ""white"", ""remote control"": ""black""}","[""portable projector above remote control""]","[""AXON""]","[""product photography"", ""dark wood surface"", ""studio lighting""]","Product photograph showing a white portable projector placed on top of a black remote control on a dark wooden surface, with the AXON logo on the projector's casing; studio lighting",0.9585,PASS,fr,0.8646811246871948
MB025,tech_product,BREEZE,"Photo de produit montrant des lunettes connectées couleur or rose posées au-dessus d'un étui à lunettes noir sur une surface blanche, avec le logo BREEZE sur le couvercle de l'étui, sous un éclairage naturel et tamisé","Product shot of rose gold smart glasses placed above a black glasses case on a white surface, BREEZE logo on case lid, soft natural lighting","[""smart glasses"", ""glasses case""]","{""smart glasses"": ""rose gold"", ""glasses case"": ""black""}","[""smart glasses above glasses case""]","[""BREEZE""]","[""product photography"", ""white background"", ""soft lighting""]","Product photo showing rose gold smart glasses resting on top of a black glasses case on a white surface, with the BREEZE logo on the case lid, under soft, natural lighting",0.9428,PASS,fr,0.8467541933059692
MB026,tech_product,CREST,"Photo de produit épurée représentant un SSD portable argenté, avec un câble USB bleu placé à sa droite sur une surface blanche ; inscription « CREST » sur le boîtier du SSD, style minimaliste","Clean product photography of a silver portable SSD with a blue USB cable placed to its right on a white surface, CREST on SSD body, minimalist style","[""portable SSD"", ""USB cable""]","{""portable SSD"": ""silver"", ""USB cable"": ""blue""}","[""USB cable right of portable SSD""]","[""CREST""]","[""product photography"", ""white background"", ""minimalist""]",A clean product photo showing a silver portable SSD with a blue USB cable to its right on a white surface; the word “CREST” is printed on the SSD case in a minimalist style,0.9667,PASS,fr,0.8560397624969482
MB027,tech_product,DAWN,"Photographie de produit représentant un socle de recharge sans fil blanc sur lequel est posé un smartphone noir, le tout sur une table de chevet en bois ; l'inscription « DAWN » figure sur le socle ; lumière chaude du matin","Product photography of a white wireless charging pad with a black smartphone placed on top of it on a wooden nightstand, DAWN on charging pad, warm morning light","[""wireless charging pad"", ""smartphone""]","{""wireless charging pad"": ""white"", ""smartphone"": ""black""}","[""smartphone above wireless charging pad""]","[""DAWN""]","[""lifestyle photography"", ""wooden surface"", ""warm lighting""]","Product photograph showing a white wireless charging stand with a black smartphone resting on it, all set on a wooden nightstand; the word “DAWN” is displayed on the stand; warm morning light",0.8809,PASS,fr,0.8398236036300659
MB028,tech_product,NYRIC,"Photographie de produit représentant une serrure intelligente noire fixée au-dessus d'une poignée de porte argentée sur une porte blanche, avec le logo NYRIC visible sur la serrure ; cliché épuré de style éditorial","Product photography of a black smart lock device mounted above a silver door handle on a white door, NYRIC logo on lock display, clean editorial shot","[""smart lock"", ""door handle""]","{""smart lock"": ""black"", ""door handle"": ""silver""}","[""smart lock above door handle""]","[""NYRIC""]","[""product photography"", ""white door"", ""editorial""]","Product photograph showing a black smart lock mounted above a silver door handle on a white door, with the NYRIC logo visible on the lock; a clean, editorial-style shot",0.9701,PASS,fr,0.8235918283462524
MB029,tech_product,FUSE,"Photo de produit représentant un routeur Wi-Fi blanc avec un câble Ethernet jaune posé en dessous, sur une surface grise ; l'inscription « FUSE » figure sur le dessus du routeur ; prise de vue épurée en studio","Product photography of a white WiFi router with a yellow ethernet cable placed below it on a gray surface, FUSE on router top, clean studio shot","[""WiFi router"", ""ethernet cable""]","{""WiFi router"": ""white"", ""ethernet cable"": ""yellow""}","[""ethernet cable below WiFi router""]","[""FUSE""]","[""product photography"", ""gray background"", ""studio lighting""]",Product photo showing a white Wi-Fi router with a yellow Ethernet cable placed underneath it on a gray surface; the word “FUSE” appears on the top of the router; minimalist studio shot,0.9321,PASS,fr,0.8526450395584106
MB030,tech_product,GRID,"Photo de produit représentant une souris de jeu noire dotée d'un éclairage RVB, posée sur un tapis de souris rouge ; logo GRID sur la souris ; esthétique sombre d'un bureau de jeu","Product photography of a black gaming mouse with RGB lighting placed on a red mousepad, GRID logo on mouse, dark gaming desk aesthetic","[""gaming mouse"", ""mousepad""]","{""gaming mouse"": ""black"", ""mousepad"": ""red""}","[""gaming mouse above mousepad""]","[""GRID""]","[""product photography"", ""dark background"", ""gaming aesthetic""]","Product photo showing a black gaming mouse with RGB lighting, resting on a red mouse pad; the GRID logo on the mouse; the dark aesthetic of a gaming desk",0.9741,PASS,fr,0.8547912836074829
MB031,food_beverage,ZEST,Photographie de produit représentant une bouteille de jus en verre orange placée à gauche d'une tasse en céramique blanche sur une surface en marbre ; étiquette « ZEST » sur la bouteille ; éclairage naturel et lumineux,"Product photography of an orange glass juice bottle placed to the left of a white ceramic cup on a marble surface, ZEST label on bottle, bright natural lighting","[""juice bottle"", ""ceramic cup""]","{""juice bottle"": ""orange"", ""ceramic cup"": ""white""}","[""juice bottle left of ceramic cup""]","[""ZEST""]","[""product photography"", ""marble surface"", ""natural lighting""]","Product photograph showing an orange glass juice bottle placed to the left of a white ceramic cup on a marble surface; ""ZEST"" label on the bottle; natural, bright lighting",0.9776,PASS,fr,0.8725701570510864
MB032,food_beverage,PURE,Photo en « flat lay » d'un sachet de café en papier kraft marron posé au-dessus d'une tasse à expresso noire sur une table en bois ; l'inscription « PURE » figure sur le devant du sachet ; éclairage chaleureux de café.,"Flat lay of a brown kraft coffee bag placed above a black espresso cup on a wooden table, PURE on bag front, warm cafe lighting","[""coffee bag"", ""espresso cup""]","{""coffee bag"": ""brown"", ""espresso cup"": ""black""}","[""coffee bag above espresso cup""]","[""PURE""]","[""flat lay"", ""wooden surface"", ""warm lighting""]","A ""flat lay"" photo of a brown kraft paper coffee bag placed on top of a black espresso cup on a wooden table; the word ""PURE"" appears on the front of the bag; warm, coffee-colored lighting.",0.9127,PASS,fr,0.7751298546791077
MB033,food_beverage,BLOOM,"Photo de produit représentant une boîte de céréales jaune posée à gauche d'un carton de lait blanc sur un plan de travail de cuisine clair, avec l'inscription « BLOOM » sur le devant de la boîte, à la lumière du matin","Product photography of a yellow cereal box placed to the left of a white milk carton on a bright kitchen counter, BLOOM on box front, morning light","[""cereal box"", ""milk carton""]","{""cereal box"": ""yellow"", ""milk carton"": ""white""}","[""cereal box left of milk carton""]","[""BLOOM""]","[""product photography"", ""kitchen setting"", ""morning light""]","Product photo showing a yellow cereal box placed to the left of a white carton of milk on a light-colored kitchen countertop, with the word “BLOOM” on the front of the box, in the morning light",0.9063,PASS,fr,0.8314206600189209
MB034,food_beverage,GROVE,Photo de produit représentant un flacon de sauce piquante rouge posé à droite d'une planche à découper en bois brun sur une table rustique ; l'étiquette « GROVE » figure sur le flacon ; éclairage naturel et chaleureux,"Product shot of a red hot sauce bottle placed to the right of a brown wooden cutting board on a rustic table, GROVE label on bottle, warm natural lighting","[""hot sauce bottle"", ""cutting board""]","{""hot sauce bottle"": ""red"", ""cutting board"": ""brown""}","[""cutting board left of hot sauce bottle""]","[""GROVE""]","[""product photography"", ""rustic style"", ""warm lighting""]","Product photo showing a bottle of red hot sauce placed to the right of a brown wooden cutting board on a rustic table; the bottle bears the ""GROVE"" label; warm, natural lighting",0.9594,PASS,fr,0.8561795353889465
MB035,food_beverage,FRESH,"Photographie de produit représentant une bouteille de vin verte placée à droite d'une grappe de raisin violet sur du marbre blanc, avec l'étiquette « FRESH » sur la bouteille, sous un éclairage naturel et élégant","Product photography of a green wine bottle placed to the right of a bunch of purple grapes on white marble, FRESH label on bottle, elegant natural lighting","[""wine bottle"", ""grapes""]","{""wine bottle"": ""green"", ""grapes"": ""purple""}","[""wine bottle right of grapes""]","[""FRESH""]","[""product photography"", ""marble surface"", ""elegant lighting""]","Product photograph showing a green wine bottle placed to the right of a bunch of purple grapes on white marble, with the ""FRESH"" label on the bottle, under natural and elegant lighting",0.958,PASS,fr,0.8657803535461426
MB036,food_beverage,CRISP,Photo en « flat lay » d'une boîte à thé bleu sarcelle posée au-dessus d'une tasse à thé et d'une soucoupe en céramique blanche sur une surface gris clair ; inscription « CRISP » sur le couvercle de la boîte ; éclairage naturel et tamisé,"Flat lay of a teal tea box placed above a white ceramic teacup and saucer on a light gray surface, CRISP on box lid, soft natural lighting","[""tea box"", ""teacup""]","{""tea box"": ""teal"", ""teacup"": ""white""}","[""tea box above teacup""]","[""CRISP""]","[""flat lay"", ""gray background"", ""soft lighting""]","A ""flat lay"" photo of a teal-blue tea box placed on top of a white ceramic teacup and saucer on a light gray surface; the word ""CRISP"" is written on the lid of the box; natural, soft lighting",0.9056,PASS,fr,0.6743695735931396
MB037,food_beverage,BOLD,"Photo de produit montrant une canette en aluminium noir contenant une boisson énergisante, placée à gauche d'un haltère argenté sur le sol sombre d'une salle de sport ; le mot « BOLD » figure sur le devant de la canette, dans un éclairage spectaculaire","Product shot of a black aluminum energy drink can placed to the left of a silver dumbbell on a dark gym surface, BOLD on can front, dramatic lighting","[""energy drink can"", ""dumbbell""]","{""energy drink can"": ""black"", ""dumbbell"": ""silver""}","[""energy drink can left of dumbbell""]","[""BOLD""]","[""product photography"", ""gym setting"", ""dramatic lighting""]","Product photo showing a black aluminum can containing an energy drink, placed to the left of a silver dumbbell on the dark floor of a gym; the word “BOLD” appears on the front of the can, illuminated in a dramatic light",0.8857,PASS,fr,0.8223981857299805
MB038,food_beverage,MIST,"Photographie de produit représentant une gourde en aluminium bleue posée sur des tranches de citron jaunes, sur une surface en marbre blanc ; étiquette « MIST » sur la gourde ; éclairage naturel et lumineux","Product photography of a blue aluminum water bottle placed above yellow lemon slices on a white marble surface, MIST label on bottle, bright natural lighting","[""water bottle"", ""lemon""]","{""water bottle"": ""blue"", ""lemon"": ""yellow""}","[""water bottle above lemon""]","[""MIST""]","[""product photography"", ""marble surface"", ""bright lighting""]","Product photograph showing a blue aluminum water bottle resting on yellow lemon slices on a white marble surface; “MIST” label on the bottle; natural, bright lighting",0.9806,PASS,fr,0.8233407735824585
MB039,food_beverage,GLOW,"Photo de produit en « flat lay » montrant un pot de yaourt blanc posé à gauche de fraises rouges sur un fond rose pastel, avec l'inscription « GLOW » sur le pot, sous une douce lumière matinale","Product flat lay of a white yogurt container placed to the left of red strawberries on a pink pastel surface, GLOW on container, soft morning light","[""yogurt container"", ""strawberries""]","{""yogurt container"": ""white"", ""strawberries"": ""red""}","[""yogurt container left of strawberries""]","[""GLOW""]","[""flat lay"", ""pink background"", ""soft lighting""]","A ""flat lay"" product photo showing a white yogurt container placed to the left of red strawberries on a pastel pink background, with the word ""GLOW"" on the container, bathed in soft morning light",0.9473,PASS,fr,0.758676290512085
MB040,food_beverage,PETAL,"Photo de produit représentant une boîte à biscuits ronde et rouge, placée à droite d'un verre de lait blanc sur un plan de travail en bois, avec l'inscription « PETAL » sur le couvercle de la boîte, sous un éclairage chaleureux de cuisine","Product photography of a red round cookie tin placed to the right of a white glass of milk on a wooden kitchen surface, PETAL on tin lid, warm kitchen lighting","[""cookie tin"", ""glass of milk""]","{""cookie tin"": ""red"", ""glass of milk"": ""white""}","[""glass of milk left of cookie tin""]","[""PETAL""]","[""product photography"", ""kitchen setting"", ""warm lighting""]","Product photo showing a round, red cookie jar placed to the right of a glass of white milk on a wooden countertop, with the word “PETAL” written on the lid of the jar, under warm kitchen lighting",0.8651,PASS,fr,0.8268077373504639
MB041,food_beverage,QUENCH,"Photo de produit représentant une canette de soda bleue posée à gauche d'un seau à glace argenté sur le comptoir sombre d'un bar, avec le logo QUENCH sur le devant de la canette, dans une ambiance lumineuse et feutrée","Product photography of a blue soda can placed to the left of a silver ice bucket on a dark bar surface, QUENCH logo on can front, cool atmospheric lighting","[""soda can"", ""ice bucket""]","{""soda can"": ""blue"", ""ice bucket"": ""silver""}","[""soda can left of ice bucket""]","[""QUENCH""]","[""product photography"", ""dark background"", ""cool lighting""]","Product photo showing a blue soda can placed to the left of a silver ice bucket on a dark bar counter, with the QUENCH logo on the front of the can, in a bright yet subdued setting",0.9519,PASS,fr,0.8304919600486755
