brief_id,model,language,n_questions,n_yes,tifa_score,per_object_json,per_colour_json,per_text_json
MB026,flux,de,5,4,0.8,"{""portable SSD"": true, ""USB cable"": true}","{""portable SSD=silver"": false, ""USB cable=blue"": true}","{""CREST"": true}"
MB027,sd15,de,5,0,0.0,"{""wireless charging pad"": false, ""smartphone"": false}","{""wireless charging pad=white"": false, ""smartphone=black"": false}","{""DAWN"": false}"
MB027,flux,de,5,5,1.0,"{""wireless charging pad"": true, ""smartphone"": true}","{""wireless charging pad=white"": true, ""smartphone=black"": true}","{""DAWN"": true}"
MB028,sd15,de,5,2,0.4,"{""smart lock"": true, ""door handle"": false}","{""smart lock=black"": false, ""door handle=silver"": true}","{""NYRIC"": false}"
MB028,flux,de,5,3,0.6,"{""smart lock"": true, ""door handle"": false}","{""smart lock=black"": true, ""door handle=silver"": false}","{""NYRIC"": true}"
MB029,sd15,de,5,3,0.6,"{""WiFi router"": true, ""ethernet cable"": true}","{""WiFi router=white"": true, ""ethernet cable=yellow"": false}","{""FUSE"": false}"
MB029,flux,de,5,3,0.6,"{""WiFi router"": false, ""ethernet cable"": true}","{""WiFi router=white"": true, ""ethernet cable=yellow"": false}","{""FUSE"": true}"
MB030,sd15,de,5,2,0.4,"{""gaming mouse"": true, ""mousepad"": true}","{""gaming mouse=black"": false, ""mousepad=red"": false}","{""GRID"": false}"
MB030,flux,de,5,4,0.8,"{""gaming mouse"": true, ""mousepad"": true}","{""gaming mouse=black"": true, ""mousepad=red"": true}","{""GRID"": false}"
MB031,sd15,de,5,1,0.2,"{""juice bottle"": true, ""ceramic cup"": false}","{""juice bottle=orange"": false, ""ceramic cup=white"": false}","{""ZEST"": false}"
MB031,flux,de,5,2,0.4,"{""juice bottle"": false, ""ceramic cup"": true}","{""juice bottle=orange"": false, ""ceramic cup=white"": true}","{""ZEST"": false}"
MB032,sd15,de,5,1,0.2,"{""coffee bag"": false, ""espresso cup"": true}","{""coffee bag=brown"": false, ""espresso cup=black"": false}","{""PURE"": false}"
MB032,flux,de,5,5,1.0,"{""coffee bag"": true, ""espresso cup"": true}","{""coffee bag=brown"": true, ""espresso cup=black"": true}","{""PURE"": true}"
MB033,sd15,de,5,1,0.2,"{""cereal box"": false, ""milk carton"": false}","{""cereal box=yellow"": true, ""milk carton=white"": false}","{""BLOOM"": false}"
MB033,flux,de,5,1,0.2,"{""cereal box"": false, ""milk carton"": true}","{""cereal box=yellow"": false, ""milk carton=white"": false}","{""BLOOM"": false}"
MB034,sd15,de,5,1,0.2,"{""hot sauce bottle"": true, ""cutting board"": false}","{""hot sauce bottle=red"": false, ""cutting board=brown"": false}","{""GROVE"": false}"
MB034,flux,de,5,3,0.6,"{""hot sauce bottle"": false, ""cutting board"": true}","{""hot sauce bottle=red"": false, ""cutting board=brown"": true}","{""GROVE"": true}"
MB035,sd15,de,5,4,0.8,"{""wine bottle"": true, ""grapes"": true}","{""wine bottle=green"": true, ""grapes=purple"": true}","{""FRESH"": false}"
MB035,flux,de,5,5,1.0,"{""wine bottle"": true, ""grapes"": true}","{""wine bottle=green"": true, ""grapes=purple"": true}","{""FRESH"": true}"
MB036,sd15,de,5,2,0.4,"{""tea box"": false, ""teacup"": true}","{""tea box=teal"": false, ""teacup=white"": true}","{""CRISP"": false}"
MB036,flux,de,5,2,0.4,"{""tea box"": false, ""teacup"": true}","{""tea box=teal"": false, ""teacup=white"": false}","{""CRISP"": true}"
MB037,sd15,de,5,1,0.2,"{""energy drink can"": false, ""dumbbell"": false}","{""energy drink can=black"": true, ""dumbbell=silver"": false}","{""BOLD"": false}"
MB037,flux,de,5,1,0.2,"{""energy drink can"": false, ""dumbbell"": false}","{""energy drink can=black"": true, ""dumbbell=silver"": false}","{""BOLD"": false}"
MB038,sd15,de,5,4,0.8,"{""water bottle"": true, ""lemon"": true}","{""water bottle=blue"": true, ""lemon=yellow"": true}","{""MIST"": false}"
MB038,flux,de,5,2,0.4,"{""water bottle"": true, ""lemon"": false}","{""water bottle=blue"": true, ""lemon=yellow"": false}","{""MIST"": false}"
MB039,sd15,de,5,3,0.6,"{""yogurt container"": true, ""strawberries"": true}","{""yogurt container=white"": false, ""strawberries=red"": true}","{""GLOW"": false}"
MB039,flux,de,5,3,0.6,"{""yogurt container"": true, ""strawberries"": false}","{""yogurt container=white"": true, ""strawberries=red"": false}","{""GLOW"": true}"
MB040,sd15,de,5,2,0.4,"{""cookie tin"": false, ""glass of milk"": false}","{""cookie tin=red"": true, ""glass of milk=white"": true}","{""PETAL"": false}"
MB040,flux,de,5,3,0.6,"{""cookie tin"": false, ""glass of milk"": true}","{""cookie tin=red"": true, ""glass of milk=white"": true}","{""PETAL"": false}"
MB041,sd15,de,5,0,0.0,"{""soda can"": false, ""ice bucket"": false}","{""soda can=blue"": false, ""ice bucket=silver"": false}","{""QUENCH"": false}"
MB041,flux,de,5,2,0.4,"{""soda can"": false, ""ice bucket"": false}","{""soda can=blue"": true, ""ice bucket=silver"": false}","{""QUENCH"": true}"
MB042,sd15,de,5,0,0.0,"{""protein powder jar"": false, ""shaker bottle"": false}","{""protein powder jar=black"": false, ""shaker bottle=white"": false}","{""RIPPLE"": false}"
MB042,flux,de,5,4,0.8,"{""protein powder jar"": true, ""shaker bottle"": true}","{""protein powder jar=black"": true, ""shaker bottle=white"": true}","{""RIPPLE"": false}"
MB043,sd15,de,5,2,0.4,"{""olive oil bottle"": true, ""garlic bulb"": false}","{""olive oil bottle=green"": true, ""garlic bulb=white"": false}","{""SWAY"": false}"
MB043,flux,de,5,2,0.4,"{""olive oil bottle"": true, ""garlic bulb"": false}","{""olive oil bottle=green"": true, ""garlic bulb=white"": false}","{""SWAY"": false}"
MB044,sd15,de,5,1,0.2,"{""granola bar"": false, ""banana"": false}","{""granola bar=brown"": true, ""banana=yellow"": false}","{""TEMPO"": false}"
MB044,flux,de,5,2,0.4,"{""granola bar"": false, ""banana"": true}","{""granola bar=brown"": false, ""banana=yellow"": true}","{""TEMPO"": false}"
MB045,sd15,de,5,1,0.2,"{""cold brew coffee bottle"": true, ""metal straw"": false}","{""cold brew coffee bottle=brown"": false, ""metal straw=silver"": false}","{""UMBER"": false}"
MB045,flux,de,5,0,0.0,"{""cold brew coffee bottle"": false, ""metal straw"": false}","{""cold brew coffee bottle=brown"": false, ""metal straw=silver"": false}","{""UMBER"": false}"
MB046,sd15,de,5,1,0.2,"{""sparkling water can"": false, ""lime"": false}","{""sparkling water can=blue"": false, ""lime=green"": true}","{""VERDE"": false}"
MB046,flux,de,5,3,0.6,"{""sparkling water can"": false, ""lime"": true}","{""sparkling water can=blue"": false, ""lime=green"": true}","{""VERDE"": true}"
MB047,sd15,de,5,0,0.0,"{""honey jar"": false, ""toast"": false}","{""honey jar=amber"": false, ""toast=brown"": false}","{""WARM"": false}"
MB047,flux,de,5,2,0.4,"{""honey jar"": false, ""toast"": true}","{""honey jar=amber"": false, ""toast=brown"": true}","{""WARM"": false}"
MB048,sd15,de,5,4,0.8,"{""smoothie bottle"": true, ""berries"": true}","{""smoothie bottle=purple"": true, ""berries=red"": true}","{""XTRA"": false}"
MB048,flux,de,5,5,1.0,"{""smoothie bottle"": true, ""berries"": true}","{""smoothie bottle=purple"": true, ""berries=red"": true}","{""XTRA"": true}"
MB049,sd15,de,5,0,0.0,"{""tea bottle"": false, ""bamboo stalk"": false}","{""tea bottle=white"": false, ""bamboo stalk=green"": false}","{""YUMA"": false}"
MB049,flux,de,5,0,0.0,"{""tea bottle"": false, ""bamboo stalk"": false}","{""tea bottle=white"": false, ""bamboo stalk=green"": false}","{""YUMA"": false}"
MB050,sd15,de,5,3,0.6,"{""chocolate bar"": false, ""wrapper"": true}","{""chocolate bar=brown"": true, ""wrapper=gold"": true}","{""ZEAL"": false}"
MB050,flux,de,5,2,0.4,"{""chocolate bar"": true, ""wrapper"": false}","{""chocolate bar=brown"": true, ""wrapper=gold"": false}","{""ZEAL"": false}"
MB051,sd15,de,5,2,0.4,"{""juice pouch"": false, ""wooden straw"": true}","{""juice pouch=orange"": false, ""wooden straw=brown"": true}","{""AMBER"": false}"
MB051,flux,de,5,1,0.2,"{""juice pouch"": false, ""wooden straw"": false}","{""juice pouch=orange"": false, ""wooden straw=brown"": true}","{""AMBER"": false}"
MB052,sd15,de,5,1,0.2,"{""almond butter jar"": false, ""bread"": true}","{""almond butter jar=brown"": false, ""bread=white"": false}","{""BRISK"": false}"
MB052,flux,de,5,0,0.0,"{""almond butter jar"": false, ""bread"": false}","{""almond butter jar=brown"": false, ""bread=white"": false}","{""BRISK"": false}"
MB053,sd15,de,5,2,0.4,"{""kombucha bottle"": true, ""ginger root"": false}","{""kombucha bottle=brown"": true, ""ginger root=yellow"": false}","{""COVE"": false}"
MB053,flux,de,5,1,0.2,"{""kombucha bottle"": true, ""ginger root"": false}","{""kombucha bottle=brown"": false, ""ginger root=yellow"": false}","{""COVE"": false}"
MB054,sd15,de,5,1,0.2,"{""water bottle"": false, ""mint sprigs"": false}","{""water bottle=blue"": true, ""mint sprigs=green"": false}","{""DRIP"": false}"
MB054,flux,de,5,4,0.8,"{""water bottle"": true, ""mint sprigs"": true}","{""water bottle=blue"": true, ""mint sprigs=green"": true}","{""DRIP"": false}"
MB055,sd15,de,5,2,0.4,"{""matcha tin"": true, ""bamboo whisk"": false}","{""matcha tin=green"": true, ""bamboo whisk=brown"": false}","{""ELIXIR"": false}"
MB055,flux,de,5,1,0.2,"{""matcha tin"": false, ""bamboo whisk"": false}","{""matcha tin=green"": false, ""bamboo whisk=brown"": false}","{""ELIXIR"": true}"
MB056,sd15,de,5,0,0.0,"{""oat milk carton"": false, ""ceramic bowl"": false}","{""oat milk carton=white"": false, ""ceramic bowl=brown"": false}","{""FERN"": false}"
MB056,flux,de,5,3,0.6,"{""oat milk carton"": false, ""ceramic bowl"": true}","{""oat milk carton=white"": false, ""ceramic bowl=brown"": true}","{""FERN"": true}"
MB057,sd15,de,5,1,0.2,"{""coconut water can"": false, ""coconut"": false}","{""coconut water can=white"": true, ""coconut=brown"": false}","{""GUSTO"": false}"
MB057,flux,de,5,1,0.2,"{""coconut water can"": false, ""coconut"": false}","{""coconut water can=white"": true, ""coconut=brown"": false}","{""GUSTO"": false}"
MB058,sd15,de,5,1,0.2,"{""shot bottle"": false, ""turmeric root"": false}","{""shot bottle=yellow"": false, ""turmeric root=orange"": true}","{""HERBA"": false}"
MB058,flux,de,5,2,0.4,"{""shot bottle"": true, ""turmeric root"": false}","{""shot bottle=yellow"": true, ""turmeric root=orange"": false}","{""HERBA"": false}"
MB059,sd15,de,5,1,0.2,"{""sparkling juice bottle"": false, ""grapes"": false}","{""sparkling juice bottle=purple"": true, ""grapes=green"": false}","{""INFUSE"": false}"
MB059,flux,de,5,2,0.4,"{""sparkling juice bottle"": false, ""grapes"": false}","{""sparkling juice bottle=purple"": true, ""grapes=green"": false}","{""INFUSE"": true}"
MB060,sd15,de,5,1,0.2,"{""juice bottle"": true, ""carrots"": false}","{""juice bottle=green"": false, ""carrots=orange"": false}","{""JUVO"": false}"
MB060,flux,de,5,2,0.4,"{""juice bottle"": true, ""carrots"": false}","{""juice bottle=green"": true, ""carrots=orange"": false}","{""JUVO"": false}"
MB061,sd15,de,5,2,0.4,"{""sneaker"": true, ""shoebox"": false}","{""sneaker=white"": true, ""shoebox=red"": false}","{""MODE"": false}"
MB061,flux,de,5,4,0.8,"{""sneaker"": true, ""shoebox"": true}","{""sneaker=white"": true, ""shoebox=red"": true}","{""MODE"": false}"
MB062,sd15,de,5,2,0.4,"{""leather jacket"": true, ""wooden hanger"": false}","{""leather jacket=black"": true, ""wooden hanger=brown"": false}","{""LUXE"": false}"
MB062,flux,de,5,3,0.6,"{""leather jacket"": true, ""wooden hanger"": true}","{""leather jacket=black"": true, ""wooden hanger=brown"": false}","{""LUXE"": false}"
MB063,sd15,de,5,1,0.2,"{""handbag"": true, ""sunglasses"": false}","{""handbag=tan"": false, ""sunglasses=black"": false}","{""FORM"": false}"
MB063,flux,de,5,5,1.0,"{""handbag"": true, ""sunglasses"": true}","{""handbag=tan"": true, ""sunglasses=black"": true}","{""FORM"": true}"
MB064,sd15,de,5,2,0.4,"{""wristwatch"": true, ""watch box"": false}","{""wristwatch=gold"": true, ""watch box=black"": false}","{""GRACE"": false}"
MB064,flux,de,5,4,0.8,"{""wristwatch"": true, ""watch box"": true}","{""wristwatch=gold"": true, ""watch box=black"": false}","{""GRACE"": true}"
MB065,sd15,de,5,1,0.2,"{""sunglasses"": false, ""glasses case"": false}","{""sunglasses=brown"": false, ""glasses case=black"": true}","{""HAVEN"": false}"
MB065,flux,de,5,4,0.8,"{""sunglasses"": true, ""glasses case"": true}","{""sunglasses=brown"": true, ""glasses case=black"": true}","{""HAVEN"": false}"
MB066,sd15,de,5,3,0.6,"{""running shoes"": true, ""athletic socks"": true}","{""running shoes=blue"": false, ""athletic socks=white"": true}","{""INKE"": false}"
MB066,flux,de,5,5,1.0,"{""running shoes"": true, ""athletic socks"": true}","{""running shoes=blue"": true, ""athletic socks=white"": true}","{""INKE"": true}"
MB067,sd15,de,5,2,0.4,"{""denim jacket"": true, ""tote bag"": false}","{""denim jacket=blue"": true, ""tote bag=white"": false}","{""JOIE"": false}"
MB067,flux,de,5,5,1.0,"{""denim jacket"": true, ""tote bag"": true}","{""denim jacket=blue"": true, ""tote bag=white"": true}","{""JOIE"": true}"
MB068,sd15,de,5,1,0.2,"{""leather tote bag"": false, ""silk scarf"": false}","{""leather tote bag=brown"": true, ""silk scarf=red"": false}","{""KEEN"": false}"
MB068,flux,de,5,1,0.2,"{""leather tote bag"": false, ""silk scarf"": false}","{""leather tote bag=brown"": true, ""silk scarf=red"": false}","{""KEEN"": false}"
MB069,sd15,de,5,2,0.4,"{""canvas sneaker"": true, ""skateboard"": false}","{""canvas sneaker=white"": true, ""skateboard=red"": false}","{""LACE"": false}"
MB069,flux,de,5,4,0.8,"{""canvas sneaker"": true, ""skateboard"": true}","{""canvas sneaker=white"": true, ""skateboard=red"": true}","{""LACE"": false}"
MB070,sd15,de,5,2,0.4,"{""sports bra"": true, ""yoga mat"": false}","{""sports bra=pink"": true, ""yoga mat=purple"": false}","{""MAUVE"": false}"
MB070,flux,de,5,3,0.6,"{""sports bra"": false, ""yoga mat"": true}","{""sports bra=pink"": false, ""yoga mat=purple"": true}","{""MAUVE"": true}"
MB071,sd15,de,5,0,0.0,"{""baseball cap"": false, ""t-shirt"": false}","{""baseball cap=black"": false, ""t-shirt=white"": false}","{""NOIR"": false}"
MB071,flux,de,5,5,1.0,"{""baseball cap"": true, ""t-shirt"": true}","{""baseball cap=black"": true, ""t-shirt=white"": true}","{""NOIR"": true}"
MB072,sd15,de,5,1,0.2,"{""Chelsea boots"": false, ""leather belt"": false}","{""Chelsea boots=black"": false, ""leather belt=brown"": true}","{""ONYX"": false}"
MB072,flux,de,5,2,0.4,"{""Chelsea boots"": true, ""leather belt"": false}","{""Chelsea boots=black"": true, ""leather belt=brown"": false}","{""ONYX"": false}"
MB073,sd15,de,5,1,0.2,"{""raincoat"": false, ""umbrella"": false}","{""raincoat=yellow"": false, ""umbrella=black"": true}","{""POISE"": false}"
MB073,flux,de,5,3,0.6,"{""raincoat"": false, ""umbrella"": true}","{""raincoat=yellow"": false, ""umbrella=black"": true}","{""POISE"": true}"
MB074,sd15,de,5,2,0.4,"{""wool sweater"": true, ""knit scarf"": false}","{""wool sweater=gray"": true, ""knit scarf=white"": false}","{""RIVE"": false}"
MB074,flux,de,5,2,0.4,"{""wool sweater"": false, ""knit scarf"": false}","{""wool sweater=gray"": true, ""knit scarf=white"": false}","{""RIVE"": true}"
MB075,sd15,de,5,2,0.4,"{""swimsuit"": false, ""sunscreen bottle"": true}","{""swimsuit=orange"": false, ""sunscreen bottle=white"": true}","{""SILK"": false}"
MB075,flux,de,5,5,1.0,"{""swimsuit"": true, ""sunscreen bottle"": true}","{""swimsuit=orange"": true, ""sunscreen bottle=white"": true}","{""SILK"": true}"
MB076,sd15,de,5,2,0.4,"{""backpack"": true, ""water bottle"": true}","{""backpack=navy"": false, ""water bottle=silver"": false}","{""TONE"": false}"
MB076,flux,de,5,2,0.4,"{""backpack"": true, ""water bottle"": true}","{""backpack=navy"": false, ""water bottle=silver"": false}","{""TONE"": false}"
MB077,sd15,de,5,4,0.8,"{""hoodie"": true, ""jogger pants"": true}","{""hoodie=gray"": true, ""jogger pants=black"": true}","{""ULAN"": false}"
MB077,flux,de,5,4,0.8,"{""hoodie"": true, ""jogger pants"": true}","{""hoodie=gray"": true, ""jogger pants=black"": true}","{""ULAN"": false}"
MB078,sd15,de,5,2,0.4,"{""dress shoes"": false, ""briefcase"": false}","{""dress shoes=brown"": true, ""briefcase=tan"": true}","{""VIBE"": false}"
MB078,flux,de,5,3,0.6,"{""dress shoes"": true, ""briefcase"": false}","{""dress shoes=brown"": true, ""briefcase=tan"": false}","{""VIBE"": true}"
MB079,sd15,de,5,2,0.4,"{""winter jacket"": true, ""leather gloves"": true}","{""winter jacket=red"": false, ""leather gloves=black"": false}","{""WOVEN"": false}"
MB079,flux,de,5,4,0.8,"{""winter jacket"": true, ""leather gloves"": true}","{""winter jacket=red"": true, ""leather gloves=black"": true}","{""WOVEN"": false}"
MB080,sd15,de,5,2,0.4,"{""athletic shorts"": true, ""sneakers"": false}","{""athletic shorts=black"": true, ""sneakers=white"": false}","{""XARA"": false}"
MB080,flux,de,5,5,1.0,"{""athletic shorts"": true, ""sneakers"": true}","{""athletic shorts=black"": true, ""sneakers=white"": true}","{""XARA"": true}"
MB081,sd15,de,5,2,0.4,"{""canvas tote bag"": false, ""paperback book"": false}","{""canvas tote bag=beige"": true, ""paperback book=white"": true}","{""YARN"": false}"
MB081,flux,de,5,4,0.8,"{""canvas tote bag"": true, ""paperback book"": true}","{""canvas tote bag=beige"": true, ""paperback book=white"": true}","{""YARN"": false}"
MB082,sd15,de,5,2,0.4,"{""trench coat"": true, ""umbrella"": false}","{""trench coat=beige"": false, ""umbrella=black"": true}","{""ZOLA"": false}"
MB082,flux,de,5,2,0.4,"{""trench coat"": true, ""umbrella"": false}","{""trench coat=beige"": true, ""umbrella=black"": false}","{""ZOLA"": false}"
MB083,sd15,de,5,0,0.0,"{""cycling shorts"": false, ""cycling helmet"": false}","{""cycling shorts=black"": false, ""cycling helmet=white"": false}","{""AEON"": false}"
MB083,flux,de,5,2,0.4,"{""cycling shorts"": false, ""cycling helmet"": true}","{""cycling shorts=black"": false, ""cycling helmet=white"": true}","{""AEON"": false}"
MB084,sd15,de,5,2,0.4,"{""leather wallet"": true, ""coins"": false}","{""leather wallet=black"": true, ""coins=silver"": false}","{""BRIM"": false}"
MB084,flux,de,5,4,0.8,"{""leather wallet"": true, ""coins"": true}","{""leather wallet=black"": true, ""coins=silver"": false}","{""BRIM"": true}"
MB085,sd15,de,5,1,0.2,"{""beanie hat"": false, ""jacket"": true}","{""beanie hat=gray"": false, ""jacket=navy"": false}","{""CORD"": false}"
MB085,flux,de,5,2,0.4,"{""beanie hat"": false, ""jacket"": true}","{""beanie hat=gray"": false, ""jacket=navy"": true}","{""CORD"": false}"
MB086,sd15,de,5,0,0.0,"{""platform heels"": false, ""clutch bag"": false}","{""platform heels=black"": false, ""clutch bag=red"": false}","{""DUSK"": false}"
MB086,flux,de,5,3,0.6,"{""platform heels"": false, ""clutch bag"": true}","{""platform heels=black"": true, ""clutch bag=red"": true}","{""DUSK"": false}"
MB087,sd15,de,5,0,0.0,"{""cargo pants"": false, ""leather boots"": false}","{""cargo pants=green"": false, ""leather boots=brown"": false}","{""ZYLO"": false}"
