brief_id,model,language,n_questions,n_yes,tifa_score,per_object_json,per_colour_json,per_text_json
MB008,flux,en,5,5,1.0,"{""camera"": true, ""camera lens"": true}","{""camera=black"": true, ""camera lens=silver"": true}","{""KOVAL"": true}"
MB009,sd15,en,5,2,0.4,"{""gaming controller"": true, ""gaming headset"": false}","{""gaming controller=white"": true, ""gaming headset=black"": false}","{""LUNEX"": false}"
MB009,flux,en,5,4,0.8,"{""gaming controller"": true, ""gaming headset"": true}","{""gaming controller=white"": true, ""gaming headset=black"": true}","{""LUNEX"": false}"
MB010,sd15,en,5,1,0.2,"{""smart display"": true, ""remote control"": false}","{""smart display=black"": false, ""remote control=silver"": false}","{""KORE"": false}"
MB010,flux,en,5,3,0.6,"{""smart display"": false, ""remote control"": true}","{""smart display=black"": true, ""remote control=silver"": false}","{""KORE"": true}"
MB011,sd15,en,5,4,0.8,"{""power bank"": true, ""USB cable"": true}","{""power bank=white"": true, ""USB cable=red"": true}","{""LUMIX"": false}"
MB011,flux,en,5,5,1.0,"{""power bank"": true, ""USB cable"": true}","{""power bank=white"": true, ""USB cable=red"": true}","{""LUMIX"": true}"
MB012,sd15,en,5,4,0.8,"{""laptop"": true, ""coffee mug"": true}","{""laptop=silver"": true, ""coffee mug=white"": true}","{""MIRAX"": false}"
MB012,flux,en,5,5,1.0,"{""laptop"": true, ""coffee mug"": true}","{""laptop=silver"": true, ""coffee mug=white"": true}","{""MIRAX"": true}"
MB013,sd15,en,5,2,0.4,"{""wireless earbuds"": false, ""smartphone"": false}","{""wireless earbuds=white"": true, ""smartphone=black"": true}","{""NEURO"": false}"
MB013,flux,en,5,4,0.8,"{""wireless earbuds"": true, ""smartphone"": true}","{""wireless earbuds=white"": true, ""smartphone=black"": true}","{""NEURO"": false}"
MB014,sd15,en,5,3,0.6,"{""webcam"": true, ""monitor"": true}","{""webcam=black"": true, ""monitor=white"": false}","{""OPUS"": false}"
MB014,flux,en,5,4,0.8,"{""webcam"": true, ""monitor"": true}","{""webcam=black"": true, ""monitor=white"": false}","{""OPUS"": true}"
MB015,sd15,en,5,2,0.4,"{""action camera"": true, ""cycling helmet"": false}","{""action camera=orange"": true, ""cycling helmet=white"": false}","{""PHASE"": false}"
MB015,flux,en,5,4,0.8,"{""action camera"": true, ""cycling helmet"": true}","{""action camera=orange"": true, ""cycling helmet=white"": true}","{""PHASE"": false}"
MB016,sd15,en,5,2,0.4,"{""smart speaker"": true, ""digital clock"": false}","{""smart speaker=white"": true, ""digital clock=black"": false}","{""QUBIT"": false}"
MB016,flux,en,5,4,0.8,"{""smart speaker"": false, ""digital clock"": true}","{""smart speaker=white"": true, ""digital clock=black"": true}","{""QUBIT"": true}"
MB017,sd15,en,5,2,0.4,"{""VR headset"": true, ""motion controllers"": false}","{""VR headset=white"": true, ""motion controllers=black"": false}","{""RADIUS"": false}"
MB017,flux,en,5,4,0.8,"{""VR headset"": true, ""motion controllers"": false}","{""VR headset=white"": true, ""motion controllers=black"": true}","{""RADIUS"": true}"
MB018,sd15,en,5,1,0.2,"{""curved monitor"": false, ""keyboard"": true}","{""curved monitor=black"": false, ""keyboard=silver"": false}","{""SPARK"": false}"
MB018,flux,en,5,4,0.8,"{""curved monitor"": true, ""keyboard"": true}","{""curved monitor=black"": true, ""keyboard=silver"": false}","{""SPARK"": true}"
MB019,sd15,en,5,1,0.2,"{""drone"": false, ""remote control"": true}","{""drone=black"": false, ""remote control=gray"": false}","{""VORTA"": false}"
MB019,flux,en,5,4,0.8,"{""drone"": true, ""remote control"": true}","{""drone=black"": true, ""remote control=gray"": true}","{""VORTA"": false}"
MB020,sd15,en,5,4,0.8,"{""e-reader"": true, ""reading glasses"": true}","{""e-reader=white"": true, ""reading glasses=black"": true}","{""RIVOX"": false}"
MB020,flux,en,5,5,1.0,"{""e-reader"": true, ""reading glasses"": true}","{""e-reader=white"": true, ""reading glasses=black"": true}","{""RIVOX"": true}"
MB021,sd15,en,5,3,0.6,"{""USB hub"": false, ""laptop"": true}","{""USB hub=gray"": true, ""laptop=silver"": true}","{""WAVE"": false}"
MB021,flux,en,5,5,1.0,"{""USB hub"": true, ""laptop"": true}","{""USB hub=gray"": true, ""laptop=silver"": true}","{""WAVE"": true}"
MB022,sd15,en,5,3,0.6,"{""gaming headset"": true, ""headphone stand"": true}","{""gaming headset=black"": true, ""headphone stand=white"": false}","{""XENON"": false}"
MB022,flux,en,5,5,1.0,"{""gaming headset"": true, ""headphone stand"": true}","{""gaming headset=black"": true, ""headphone stand=white"": true}","{""XENON"": true}"
MB023,sd15,en,5,2,0.4,"{""fitness tracker"": false, ""smartphone"": true}","{""fitness tracker=black"": true, ""smartphone=white"": false}","{""ZETA"": false}"
MB023,flux,en,5,5,1.0,"{""fitness tracker"": true, ""smartphone"": true}","{""fitness tracker=black"": true, ""smartphone=white"": true}","{""ZETA"": true}"
MB024,sd15,en,5,2,0.4,"{""portable projector"": true, ""remote control"": false}","{""portable projector=white"": true, ""remote control=black"": false}","{""AXON"": false}"
MB024,flux,en,5,5,1.0,"{""portable projector"": true, ""remote control"": true}","{""portable projector=white"": true, ""remote control=black"": true}","{""AXON"": true}"
MB025,sd15,en,5,2,0.4,"{""smart glasses"": false, ""glasses case"": true}","{""smart glasses=rose gold"": false, ""glasses case=black"": true}","{""BREEZE"": false}"
MB025,flux,en,5,3,0.6,"{""smart glasses"": false, ""glasses case"": true}","{""smart glasses=rose gold"": true, ""glasses case=black"": true}","{""BREEZE"": false}"
MB026,sd15,en,5,3,0.6,"{""portable SSD"": true, ""USB cable"": true}","{""portable SSD=silver"": true, ""USB cable=blue"": false}","{""CREST"": false}"
MB026,flux,en,5,5,1.0,"{""portable SSD"": true, ""USB cable"": true}","{""portable SSD=silver"": true, ""USB cable=blue"": true}","{""CREST"": true}"
MB027,sd15,en,5,2,0.4,"{""wireless charging pad"": true, ""smartphone"": false}","{""wireless charging pad=white"": true, ""smartphone=black"": false}","{""DAWN"": false}"
MB027,flux,en,5,4,0.8,"{""wireless charging pad"": true, ""smartphone"": true}","{""wireless charging pad=white"": true, ""smartphone=black"": true}","{""DAWN"": false}"
MB028,sd15,en,5,2,0.4,"{""smart lock"": true, ""door handle"": false}","{""smart lock=black"": false, ""door handle=silver"": true}","{""NYRIC"": false}"
MB028,flux,en,5,5,1.0,"{""smart lock"": true, ""door handle"": true}","{""smart lock=black"": true, ""door handle=silver"": true}","{""NYRIC"": true}"
MB029,sd15,en,5,2,0.4,"{""WiFi router"": false, ""ethernet cable"": false}","{""WiFi router=white"": true, ""ethernet cable=yellow"": true}","{""FUSE"": false}"
MB029,flux,en,5,4,0.8,"{""WiFi router"": false, ""ethernet cable"": true}","{""WiFi router=white"": true, ""ethernet cable=yellow"": true}","{""FUSE"": true}"
MB030,sd15,en,5,2,0.4,"{""gaming mouse"": false, ""mousepad"": false}","{""gaming mouse=black"": true, ""mousepad=red"": true}","{""GRID"": false}"
MB030,flux,en,5,4,0.8,"{""gaming mouse"": true, ""mousepad"": true}","{""gaming mouse=black"": true, ""mousepad=red"": true}","{""GRID"": false}"
MB031,sd15,en,5,2,0.4,"{""juice bottle"": true, ""ceramic cup"": false}","{""juice bottle=orange"": false, ""ceramic cup=white"": true}","{""ZEST"": false}"
MB031,flux,en,5,4,0.8,"{""juice bottle"": true, ""ceramic cup"": true}","{""juice bottle=orange"": true, ""ceramic cup=white"": true}","{""ZEST"": false}"
MB032,sd15,en,5,1,0.2,"{""coffee bag"": false, ""espresso cup"": true}","{""coffee bag=brown"": false, ""espresso cup=black"": false}","{""PURE"": false}"
MB032,flux,en,5,5,1.0,"{""coffee bag"": true, ""espresso cup"": true}","{""coffee bag=brown"": true, ""espresso cup=black"": true}","{""PURE"": true}"
MB033,sd15,en,5,2,0.4,"{""cereal box"": true, ""milk carton"": true}","{""cereal box=yellow"": false, ""milk carton=white"": false}","{""BLOOM"": false}"
MB033,flux,en,5,3,0.6,"{""cereal box"": true, ""milk carton"": false}","{""cereal box=yellow"": true, ""milk carton=white"": false}","{""BLOOM"": true}"
MB034,sd15,en,5,2,0.4,"{""hot sauce bottle"": true, ""cutting board"": false}","{""hot sauce bottle=red"": true, ""cutting board=brown"": false}","{""GROVE"": false}"
MB034,flux,en,5,4,0.8,"{""hot sauce bottle"": true, ""cutting board"": true}","{""hot sauce bottle=red"": false, ""cutting board=brown"": true}","{""GROVE"": true}"
MB035,sd15,en,5,3,0.6,"{""wine bottle"": true, ""grapes"": true}","{""wine bottle=green"": true, ""grapes=purple"": false}","{""FRESH"": false}"
MB035,flux,en,5,5,1.0,"{""wine bottle"": true, ""grapes"": true}","{""wine bottle=green"": true, ""grapes=purple"": true}","{""FRESH"": true}"
MB036,sd15,en,5,4,0.8,"{""tea box"": true, ""teacup"": true}","{""tea box=teal"": true, ""teacup=white"": true}","{""CRISP"": false}"
MB036,flux,en,5,3,0.6,"{""tea box"": false, ""teacup"": true}","{""tea box=teal"": true, ""teacup=white"": true}","{""CRISP"": false}"
MB037,sd15,en,5,2,0.4,"{""energy drink can"": false, ""dumbbell"": true}","{""energy drink can=black"": false, ""dumbbell=silver"": true}","{""BOLD"": false}"
MB037,flux,en,5,4,0.8,"{""energy drink can"": true, ""dumbbell"": true}","{""energy drink can=black"": true, ""dumbbell=silver"": true}","{""BOLD"": false}"
MB038,sd15,en,5,4,0.8,"{""water bottle"": true, ""lemon"": true}","{""water bottle=blue"": true, ""lemon=yellow"": true}","{""MIST"": false}"
MB038,flux,en,5,4,0.8,"{""water bottle"": true, ""lemon"": true}","{""water bottle=blue"": true, ""lemon=yellow"": true}","{""MIST"": false}"
MB039,sd15,en,5,4,0.8,"{""yogurt container"": true, ""strawberries"": true}","{""yogurt container=white"": true, ""strawberries=red"": true}","{""GLOW"": false}"
MB039,flux,en,5,3,0.6,"{""yogurt container"": true, ""strawberries"": true}","{""yogurt container=white"": false, ""strawberries=red"": true}","{""GLOW"": false}"
MB040,sd15,en,5,1,0.2,"{""cookie tin"": true, ""glass of milk"": false}","{""cookie tin=red"": false, ""glass of milk=white"": false}","{""PETAL"": false}"
MB040,flux,en,5,5,1.0,"{""cookie tin"": true, ""glass of milk"": true}","{""cookie tin=red"": true, ""glass of milk=white"": true}","{""PETAL"": true}"
MB041,sd15,en,5,1,0.2,"{""soda can"": false, ""ice bucket"": false}","{""soda can=blue"": false, ""ice bucket=silver"": true}","{""QUENCH"": false}"
MB041,flux,en,5,5,1.0,"{""soda can"": true, ""ice bucket"": true}","{""soda can=blue"": true, ""ice bucket=silver"": true}","{""QUENCH"": true}"
MB042,sd15,en,5,3,0.6,"{""protein powder jar"": true, ""shaker bottle"": false}","{""protein powder jar=black"": true, ""shaker bottle=white"": true}","{""RIPPLE"": false}"
MB042,flux,en,5,5,1.0,"{""protein powder jar"": true, ""shaker bottle"": true}","{""protein powder jar=black"": true, ""shaker bottle=white"": true}","{""RIPPLE"": true}"
MB043,sd15,en,5,4,0.8,"{""olive oil bottle"": true, ""garlic bulb"": true}","{""olive oil bottle=green"": true, ""garlic bulb=white"": true}","{""SWAY"": false}"
MB043,flux,en,5,4,0.8,"{""olive oil bottle"": true, ""garlic bulb"": true}","{""olive oil bottle=green"": true, ""garlic bulb=white"": true}","{""SWAY"": false}"
MB044,sd15,en,5,2,0.4,"{""granola bar"": false, ""banana"": true}","{""granola bar=brown"": true, ""banana=yellow"": false}","{""TEMPO"": false}"
MB044,flux,en,5,4,0.8,"{""granola bar"": true, ""banana"": true}","{""granola bar=brown"": false, ""banana=yellow"": true}","{""TEMPO"": true}"
MB045,sd15,en,5,2,0.4,"{""cold brew coffee bottle"": true, ""metal straw"": false}","{""cold brew coffee bottle=brown"": true, ""metal straw=silver"": false}","{""UMBER"": false}"
MB045,flux,en,5,4,0.8,"{""cold brew coffee bottle"": true, ""metal straw"": true}","{""cold brew coffee bottle=brown"": false, ""metal straw=silver"": true}","{""UMBER"": true}"
MB046,sd15,en,5,2,0.4,"{""sparkling water can"": false, ""lime"": true}","{""sparkling water can=blue"": false, ""lime=green"": true}","{""VERDE"": false}"
MB046,flux,en,5,5,1.0,"{""sparkling water can"": true, ""lime"": true}","{""sparkling water can=blue"": true, ""lime=green"": true}","{""VERDE"": true}"
MB047,sd15,en,5,4,0.8,"{""honey jar"": true, ""toast"": true}","{""honey jar=amber"": true, ""toast=brown"": true}","{""WARM"": false}"
MB047,flux,en,5,4,0.8,"{""honey jar"": true, ""toast"": true}","{""honey jar=amber"": true, ""toast=brown"": true}","{""WARM"": false}"
MB048,sd15,en,5,4,0.8,"{""smoothie bottle"": true, ""berries"": true}","{""smoothie bottle=purple"": true, ""berries=red"": true}","{""XTRA"": false}"
MB048,flux,en,5,5,1.0,"{""smoothie bottle"": true, ""berries"": true}","{""smoothie bottle=purple"": true, ""berries=red"": true}","{""XTRA"": true}"
MB049,sd15,en,5,4,0.8,"{""tea bottle"": true, ""bamboo stalk"": true}","{""tea bottle=white"": true, ""bamboo stalk=green"": true}","{""YUMA"": false}"
MB049,flux,en,5,5,1.0,"{""tea bottle"": true, ""bamboo stalk"": true}","{""tea bottle=white"": true, ""bamboo stalk=green"": true}","{""YUMA"": true}"
MB050,sd15,en,5,3,0.6,"{""chocolate bar"": true, ""wrapper"": true}","{""chocolate bar=brown"": false, ""wrapper=gold"": true}","{""ZEAL"": false}"
MB050,flux,en,5,5,1.0,"{""chocolate bar"": true, ""wrapper"": true}","{""chocolate bar=brown"": true, ""wrapper=gold"": true}","{""ZEAL"": true}"
MB051,sd15,en,5,1,0.2,"{""juice pouch"": false, ""wooden straw"": false}","{""juice pouch=orange"": true, ""wooden straw=brown"": false}","{""AMBER"": false}"
MB051,flux,en,5,4,0.8,"{""juice pouch"": true, ""wooden straw"": true}","{""juice pouch=orange"": true, ""wooden straw=brown"": true}","{""AMBER"": false}"
MB052,sd15,en,5,2,0.4,"{""almond butter jar"": false, ""bread"": true}","{""almond butter jar=brown"": true, ""bread=white"": false}","{""BRISK"": false}"
MB052,flux,en,5,3,0.6,"{""almond butter jar"": true, ""bread"": true}","{""almond butter jar=brown"": false, ""bread=white"": true}","{""BRISK"": false}"
MB053,sd15,en,5,2,0.4,"{""kombucha bottle"": false, ""ginger root"": false}","{""kombucha bottle=brown"": true, ""ginger root=yellow"": true}","{""COVE"": false}"
MB053,flux,en,5,4,0.8,"{""kombucha bottle"": true, ""ginger root"": false}","{""kombucha bottle=brown"": true, ""ginger root=yellow"": true}","{""COVE"": true}"
MB054,sd15,en,5,4,0.8,"{""water bottle"": true, ""mint sprigs"": true}","{""water bottle=blue"": true, ""mint sprigs=green"": true}","{""DRIP"": false}"
MB054,flux,en,5,4,0.8,"{""water bottle"": true, ""mint sprigs"": true}","{""water bottle=blue"": true, ""mint sprigs=green"": true}","{""DRIP"": false}"
MB055,sd15,en,5,2,0.4,"{""matcha tin"": false, ""bamboo whisk"": true}","{""matcha tin=green"": true, ""bamboo whisk=brown"": false}","{""ELIXIR"": false}"
MB055,flux,en,5,3,0.6,"{""matcha tin"": true, ""bamboo whisk"": true}","{""matcha tin=green"": true, ""bamboo whisk=brown"": false}","{""ELIXIR"": false}"
MB056,sd15,en,5,4,0.8,"{""oat milk carton"": true, ""ceramic bowl"": true}","{""oat milk carton=white"": true, ""ceramic bowl=brown"": true}","{""FERN"": false}"
MB056,flux,en,5,4,0.8,"{""oat milk carton"": true, ""ceramic bowl"": true}","{""oat milk carton=white"": true, ""ceramic bowl=brown"": true}","{""FERN"": false}"
MB057,sd15,en,5,2,0.4,"{""coconut water can"": true, ""coconut"": false}","{""coconut water can=white"": false, ""coconut=brown"": true}","{""GUSTO"": false}"
MB057,flux,en,5,5,1.0,"{""coconut water can"": true, ""coconut"": true}","{""coconut water can=white"": true, ""coconut=brown"": true}","{""GUSTO"": true}"
MB058,sd15,en,5,2,0.4,"{""shot bottle"": true, ""turmeric root"": false}","{""shot bottle=yellow"": false, ""turmeric root=orange"": true}","{""HERBA"": false}"
MB058,flux,en,5,3,0.6,"{""shot bottle"": true, ""turmeric root"": false}","{""shot bottle=yellow"": true, ""turmeric root=orange"": false}","{""HERBA"": true}"
MB059,sd15,en,5,3,0.6,"{""sparkling juice bottle"": true, ""grapes"": true}","{""sparkling juice bottle=purple"": false, ""grapes=green"": true}","{""INFUSE"": false}"
MB059,flux,en,5,4,0.8,"{""sparkling juice bottle"": true, ""grapes"": true}","{""sparkling juice bottle=purple"": true, ""grapes=green"": true}","{""INFUSE"": false}"
MB060,sd15,en,5,5,1.0,"{""juice bottle"": true, ""carrots"": true}","{""juice bottle=green"": true, ""carrots=orange"": true}","{""JUVO"": true}"
MB060,flux,en,5,4,0.8,"{""juice bottle"": true, ""carrots"": true}","{""juice bottle=green"": true, ""carrots=orange"": true}","{""JUVO"": false}"
MB061,sd15,en,5,2,0.4,"{""sneaker"": true, ""shoebox"": false}","{""sneaker=white"": true, ""shoebox=red"": false}","{""MODE"": false}"
MB061,flux,en,5,4,0.8,"{""sneaker"": true, ""shoebox"": true}","{""sneaker=white"": true, ""shoebox=red"": true}","{""MODE"": false}"
MB062,sd15,en,5,2,0.4,"{""leather jacket"": true, ""wooden hanger"": false}","{""leather jacket=black"": true, ""wooden hanger=brown"": false}","{""LUXE"": false}"
MB062,flux,en,5,4,0.8,"{""leather jacket"": true, ""wooden hanger"": true}","{""leather jacket=black"": true, ""wooden hanger=brown"": true}","{""LUXE"": false}"
MB063,sd15,en,5,0,0.0,"{""handbag"": false, ""sunglasses"": false}","{""handbag=tan"": false, ""sunglasses=black"": false}","{""FORM"": false}"
MB063,flux,en,5,5,1.0,"{""handbag"": true, ""sunglasses"": true}","{""handbag=tan"": true, ""sunglasses=black"": true}","{""FORM"": true}"
MB064,sd15,en,5,2,0.4,"{""wristwatch"": true, ""watch box"": false}","{""wristwatch=gold"": true, ""watch box=black"": false}","{""GRACE"": false}"
MB064,flux,en,5,4,0.8,"{""wristwatch"": true, ""watch box"": true}","{""wristwatch=gold"": true, ""watch box=black"": true}","{""GRACE"": false}"
MB065,sd15,en,5,4,0.8,"{""sunglasses"": true, ""glasses case"": true}","{""sunglasses=brown"": true, ""glasses case=black"": true}","{""HAVEN"": false}"
MB065,flux,en,5,3,0.6,"{""sunglasses"": true, ""glasses case"": true}","{""sunglasses=brown"": false, ""glasses case=black"": true}","{""HAVEN"": false}"
MB066,sd15,en,5,3,0.6,"{""running shoes"": true, ""athletic socks"": false}","{""running shoes=blue"": true, ""athletic socks=white"": true}","{""INKE"": false}"
MB066,flux,en,5,4,0.8,"{""running shoes"": true, ""athletic socks"": true}","{""running shoes=blue"": true, ""athletic socks=white"": true}","{""INKE"": false}"
MB067,sd15,en,5,4,0.8,"{""denim jacket"": true, ""tote bag"": true}","{""denim jacket=blue"": true, ""tote bag=white"": true}","{""JOIE"": false}"
MB067,flux,en,5,5,1.0,"{""denim jacket"": true, ""tote bag"": true}","{""denim jacket=blue"": true, ""tote bag=white"": true}","{""JOIE"": true}"
MB068,sd15,en,5,2,0.4,"{""leather tote bag"": true, ""silk scarf"": false}","{""leather tote bag=brown"": false, ""silk scarf=red"": true}","{""KEEN"": false}"
MB068,flux,en,5,5,1.0,"{""leather tote bag"": true, ""silk scarf"": true}","{""leather tote bag=brown"": true, ""silk scarf=red"": true}","{""KEEN"": true}"
MB069,sd15,en,5,2,0.4,"{""canvas sneaker"": true, ""skateboard"": false}","{""canvas sneaker=white"": true, ""skateboard=red"": false}","{""LACE"": false}"
MB069,flux,en,5,4,0.8,"{""canvas sneaker"": false, ""skateboard"": true}","{""canvas sneaker=white"": true, ""skateboard=red"": true}","{""LACE"": true}"
MB070,sd15,en,5,3,0.6,"{""sports bra"": true, ""yoga mat"": false}","{""sports bra=pink"": true, ""yoga mat=purple"": true}","{""MAUVE"": false}"
MB070,flux,en,5,5,1.0,"{""sports bra"": true, ""yoga mat"": true}","{""sports bra=pink"": true, ""yoga mat=purple"": true}","{""MAUVE"": true}"
MB071,sd15,en,5,1,0.2,"{""baseball cap"": true, ""t-shirt"": false}","{""baseball cap=black"": false, ""t-shirt=white"": false}","{""NOIR"": false}"
MB071,flux,en,5,5,1.0,"{""baseball cap"": true, ""t-shirt"": true}","{""baseball cap=black"": true, ""t-shirt=white"": true}","{""NOIR"": true}"
MB072,sd15,en,5,2,0.4,"{""Chelsea boots"": true, ""leather belt"": false}","{""Chelsea boots=black"": true, ""leather belt=brown"": false}","{""ONYX"": false}"
MB072,flux,en,5,4,0.8,"{""Chelsea boots"": true, ""leather belt"": true}","{""Chelsea boots=black"": true, ""leather belt=brown"": true}","{""ONYX"": false}"
MB073,sd15,en,5,2,0.4,"{""raincoat"": true, ""umbrella"": false}","{""raincoat=yellow"": true, ""umbrella=black"": false}","{""POISE"": false}"
MB073,flux,en,5,4,0.8,"{""raincoat"": true, ""umbrella"": true}","{""raincoat=yellow"": true, ""umbrella=black"": true}","{""POISE"": false}"
MB074,sd15,en,5,2,0.4,"{""wool sweater"": true, ""knit scarf"": false}","{""wool sweater=gray"": true, ""knit scarf=white"": false}","{""RIVE"": false}"
MB074,flux,en,5,5,1.0,"{""wool sweater"": true, ""knit scarf"": true}","{""wool sweater=gray"": true, ""knit scarf=white"": true}","{""RIVE"": true}"
MB075,sd15,en,5,2,0.4,"{""swimsuit"": false, ""sunscreen bottle"": true}","{""swimsuit=orange"": false, ""sunscreen bottle=white"": true}","{""SILK"": false}"
MB075,flux,en,5,4,0.8,"{""swimsuit"": true, ""sunscreen bottle"": true}","{""swimsuit=orange"": true, ""sunscreen bottle=white"": true}","{""SILK"": false}"
MB076,sd15,en,5,2,0.4,"{""backpack"": true, ""water bottle"": false}","{""backpack=navy"": true, ""water bottle=silver"": false}","{""TONE"": false}"
MB076,flux,en,5,4,0.8,"{""backpack"": true, ""water bottle"": true}","{""backpack=navy"": true, ""water bottle=silver"": true}","{""TONE"": false}"
MB077,sd15,en,5,4,0.8,"{""hoodie"": true, ""jogger pants"": true}","{""hoodie=gray"": true, ""jogger pants=black"": true}","{""ULAN"": false}"
MB077,flux,en,5,4,0.8,"{""hoodie"": true, ""jogger pants"": true}","{""hoodie=gray"": true, ""jogger pants=black"": true}","{""ULAN"": false}"
MB078,sd15,en,5,2,0.4,"{""dress shoes"": true, ""briefcase"": false}","{""dress shoes=brown"": true, ""briefcase=tan"": false}","{""VIBE"": false}"
MB078,flux,en,5,4,0.8,"{""dress shoes"": true, ""briefcase"": true}","{""dress shoes=brown"": true, ""briefcase=tan"": true}","{""VIBE"": false}"
MB079,sd15,en,5,2,0.4,"{""winter jacket"": true, ""leather gloves"": false}","{""winter jacket=red"": true, ""leather gloves=black"": false}","{""WOVEN"": false}"
MB079,flux,en,5,4,0.8,"{""winter jacket"": true, ""leather gloves"": true}","{""winter jacket=red"": true, ""leather gloves=black"": true}","{""WOVEN"": false}"
MB080,sd15,en,5,2,0.4,"{""athletic shorts"": false, ""sneakers"": true}","{""athletic shorts=black"": false, ""sneakers=white"": true}","{""XARA"": false}"
MB080,flux,en,5,4,0.8,"{""athletic shorts"": true, ""sneakers"": true}","{""athletic shorts=black"": true, ""sneakers=white"": true}","{""XARA"": false}"
MB081,sd15,en,5,2,0.4,"{""canvas tote bag"": true, ""paperback book"": false}","{""canvas tote bag=beige"": true, ""paperback book=white"": false}","{""YARN"": false}"
MB081,flux,en,5,3,0.6,"{""canvas tote bag"": true, ""paperback book"": true}","{""canvas tote bag=beige"": true, ""paperback book=white"": false}","{""YARN"": false}"
MB082,sd15,en,5,2,0.4,"{""trench coat"": true, ""umbrella"": false}","{""trench coat=beige"": true, ""umbrella=black"": false}","{""ZOLA"": false}"
MB082,flux,en,5,5,1.0,"{""trench coat"": true, ""umbrella"": true}","{""trench coat=beige"": true, ""umbrella=black"": true}","{""ZOLA"": true}"
MB083,sd15,en,5,0,0.0,"{""cycling shorts"": false, ""cycling helmet"": false}","{""cycling shorts=black"": false, ""cycling helmet=white"": false}","{""AEON"": false}"
MB083,flux,en,5,4,0.8,"{""cycling shorts"": true, ""cycling helmet"": true}","{""cycling shorts=black"": true, ""cycling helmet=white"": true}","{""AEON"": false}"
MB084,sd15,en,5,3,0.6,"{""leather wallet"": true, ""coins"": true}","{""leather wallet=black"": true, ""coins=silver"": false}","{""BRIM"": false}"
MB084,flux,en,5,3,0.6,"{""leather wallet"": true, ""coins"": true}","{""leather wallet=black"": true, ""coins=silver"": false}","{""BRIM"": false}"
MB085,sd15,en,5,2,0.4,"{""beanie hat"": true, ""jacket"": false}","{""beanie hat=gray"": true, ""jacket=navy"": false}","{""CORD"": false}"
MB085,flux,en,5,4,0.8,"{""beanie hat"": true, ""jacket"": true}","{""beanie hat=gray"": true, ""jacket=navy"": true}","{""CORD"": false}"
MB086,sd15,en,5,2,0.4,"{""platform heels"": false, ""clutch bag"": true}","{""platform heels=black"": false, ""clutch bag=red"": true}","{""DUSK"": false}"
MB086,flux,en,5,5,1.0,"{""platform heels"": true, ""clutch bag"": true}","{""platform heels=black"": true, ""clutch bag=red"": true}","{""DUSK"": true}"
MB087,sd15,en,5,4,0.8,"{""cargo pants"": true, ""leather boots"": true}","{""cargo pants=green"": true, ""leather boots=brown"": true}","{""ZYLO"": false}"
