brief_id,model,language,node1_pass,node1_score,node1_short_circuit,node2_pass,node2_score,node2_skipped,node3_pass,node3_score,node3_skipped,node4_pass,node4_score,node4_skipped,node4_skipped_reason,node4_clcg_interpretable,node5_pass,node5_score,compliance_score,failure_diagnosis
MB013,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,0.9091,False,,True,True,0.6261,0.9444,[MB013] COMPLIANT — all constraints satisfied
MB014,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB014] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB014,flux,en,True,1.0,False,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6233,0.8623,[MB014] NON-COMPLIANT — Node3: colour attributes not satisfied
MB015,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB015] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB015,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.4,False,,True,True,0.6213,0.8421,[MB015] NON-COMPLIANT — Node4: required text not legibly rendered
MB016,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB016] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB016,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB016] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB017,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB017] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB017,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB017] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB018,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB018] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB018,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6131,0.9613,[MB018] COMPLIANT — all constraints satisfied
MB019,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB019] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB019,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,False,0.2222,False,,True,True,0.6104,0.6055,[MB019] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered
MB020,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6068,0.7607,[MB020] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB020,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,0.6667,False,,True,True,0.6185,0.8952,[MB020] COMPLIANT — all constraints satisfied
MB021,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB021] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB021,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,0.6667,False,,True,True,0.6167,0.895,[MB021] COMPLIANT — all constraints satisfied
MB022,sd15,en,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5979,0.6598,[MB022] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB022,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,True,0.8,False,,True,True,0.6152,0.7215,[MB022] NON-COMPLIANT — Node2: spatial constraints not satisfied
MB023,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB023] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB023,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6232,0.9623,[MB023] COMPLIANT — all constraints satisfied
MB024,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB024] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB024,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.3333,False,,True,True,0.6241,0.8291,[MB024] NON-COMPLIANT — Node4: required text not legibly rendered
MB025,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB025] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB025,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB025] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB026,sd15,en,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6062,0.6606,[MB026] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB026,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6244,0.9624,[MB026] COMPLIANT — all constraints satisfied
MB027,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB027] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB027,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,False,0.2857,False,,True,True,0.6265,0.6198,[MB027] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered
MB028,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB028] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB028,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6256,0.9626,[MB028] COMPLIANT — all constraints satisfied
MB029,sd15,en,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB029] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB029,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB029] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB030,sd15,en,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB030] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB030,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6173,0.5617,[MB030] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered
MB031,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB031] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB031,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.25,False,,True,True,0.6189,0.8119,[MB031] NON-COMPLIANT — Node4: required text not legibly rendered
MB032,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB032] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB032,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6188,0.9619,[MB032] COMPLIANT — all constraints satisfied
MB033,sd15,en,True,1.0,False,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5958,0.3596,[MB033] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB033,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB033] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB034,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB034] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB034,flux,en,True,1.0,False,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6191,0.8619,[MB034] NON-COMPLIANT — Node3: colour attributes not satisfied
MB035,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6105,0.7611,[MB035] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB035,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6217,0.7622,[MB035] NON-COMPLIANT — Node2: spatial constraints not satisfied
MB036,sd15,en,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5997,0.56,[MB036] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB036,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB036] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB037,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB037] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB037,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6167,0.5617,[MB037] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered
MB038,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6032,0.7603,[MB038] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB038,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,True,0.8889,False,,True,True,0.6206,0.7398,[MB038] NON-COMPLIANT — Node2: spatial constraints not satisfied
MB039,sd15,en,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6012,0.5601,[MB039] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB039,flux,en,True,1.0,False,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6164,0.4616,[MB039] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered
MB040,sd15,en,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB040] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB040,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6171,0.9617,[MB040] COMPLIANT — all constraints satisfied
MB041,sd15,en,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB041] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB041,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6156,0.9616,[MB041] COMPLIANT — all constraints satisfied
MB042,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB042] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB042,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6225,0.9622,[MB042] COMPLIANT — all constraints satisfied
MB043,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6085,0.7608,[MB043] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB043,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6161,0.7616,[MB043] NON-COMPLIANT — Node4: required text not legibly rendered
MB044,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB044] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB044,flux,en,True,1.0,False,False,0.0,False,False,0.5,False,True,0.8,False,,True,True,0.613,0.6213,[MB044] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied
MB045,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB045] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB045,flux,en,True,1.0,False,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6122,0.8612,[MB045] NON-COMPLIANT — Node3: colour attributes not satisfied
MB046,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB046] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB046,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6091,0.5609,[MB046] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered
MB047,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6126,0.7613,[MB047] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB047,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6174,0.5617,[MB047] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered
MB048,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5965,0.7596,[MB048] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB048,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB048] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB049,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5992,0.7599,[MB049] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB049,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6174,0.9617,[MB049] COMPLIANT — all constraints satisfied
MB050,sd15,en,True,1.0,False,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6055,0.4606,[MB050] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB050,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,True,0.5714,False,,True,True,0.6148,0.6758,[MB050] NON-COMPLIANT — Node2: spatial constraints not satisfied
MB051,sd15,en,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB051] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB051,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6075,0.7607,[MB051] NON-COMPLIANT — Node4: required text not legibly rendered
MB052,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB052] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB052,flux,en,True,1.0,False,True,1.0,False,False,0.5,False,True,0.8,False,,True,True,0.6159,0.8216,[MB052] NON-COMPLIANT — Node3: colour attributes not satisfied
MB053,sd15,en,False,0.0,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.0,[MB053] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB053,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB053] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB054,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6098,0.761,[MB054] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB054,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6138,0.7614,[MB054] NON-COMPLIANT — Node4: required text not legibly rendered
MB055,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB055] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB055,flux,en,True,1.0,False,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.614,0.4614,[MB055] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered
MB056,sd15,en,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5986,0.5599,[MB056] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB056,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6044,0.7604,[MB056] NON-COMPLIANT — Node4: required text not legibly rendered
MB057,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB057] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB057,flux,en,True,1.0,False,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6105,0.7611,[MB057] NON-COMPLIANT — Node2: spatial constraints not satisfied
MB058,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB058] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB058,flux,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,True,,0.0,0.15,[MB058] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB059,sd15,en,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6118,0.6612,[MB059] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB059,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.1818,False,,True,True,0.6206,0.7984,[MB059] NON-COMPLIANT — Node4: required text not legibly rendered
MB060,sd15,en,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6132,0.7613,[MB060] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0 in compliance score; excluded from CLCG heatmap in Phase 2B
MB060,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.4,False,,True,True,0.6193,0.8419,[MB060] NON-COMPLIANT — Node4: required text not legibly rendered
MB061,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB061] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
MB061,flux,en,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6252,0.7625,[MB061] NON-COMPLIANT — Node4: required text not legibly rendered
MB062,sd15,en,False,0.5,True,,0.0,True,,0.0,True,,0.0,True,short_circuit,False,,0.0,0.15,[MB062] NON-COMPLIANT — Node1: required objects absent (short-circuit triggered); Node2/Node3: skipped — object presence failed upstream
