brief_id,model,language,node1_pass,node1_score,node1_short_circuit,node2_pass,node2_score,node2_skipped,node3_pass,node3_score,node3_skipped,node4_pass,node4_score,node4_skipped,node4_skipped_reason,node4_clcg_interpretable,node5_pass,node5_score,compliance_score,failure_diagnosis,compliant,output_path
MB056,sd15,de,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5973,0.0597,[MB056] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB056_seed42.png
MB058,sd15,de,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5977,0.1598,[MB058] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB058_seed42.png
MB113,sd15,de,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5921,0.0592,[MB113] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB113_seed42.png
MB006,sd15,de,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6034,0.3103,[MB006] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB006_seed42.png
MB051,sd15,de,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5873,0.3087,[MB051] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB051_seed42.png
MB080,sd15,de,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6052,0.3105,[MB080] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB080_seed42.png
MB126,sd15,de,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5904,0.309,[MB126] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB126_seed42.png
MB041,sd15,de,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5939,0.0594,[MB041] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB041_seed42.png
MB069,sd15,de,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6061,0.3106,[MB069] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\de\MB069_seed42.png
MB113,flux,de,False,0.5,True,False,0.0,False,True,1.0,False,True,0.5,False,,True,True,0.6087,0.5109,[MB113] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied,True,data\generated_images\phase2b\flux\de\MB113_seed42.png
MB026,flux,de,True,1.0,False,True,1.0,False,False,0.5,False,True,0.9091,False,,True,True,0.6165,0.8435,[MB026] NON-COMPLIANT — Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\de\MB026_seed42.png
MB120,flux,de,False,0.5,True,True,1.0,False,False,0.5,False,True,0.8333,False,,True,True,0.6249,0.6792,[MB120] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\de\MB120_seed42.png
MB122,flux,de,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6206,0.9621,[MB122] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB122_seed42.png
MB001,flux,de,True,1.0,False,False,0.0,False,True,1.0,False,False,0.0,False,,True,True,0.6181,0.5618,[MB001] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\de\MB001_seed42.png
MB032,flux,de,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6091,0.9609,[MB032] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB032_seed42.png
MB067,flux,de,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6207,0.9621,[MB067] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB067_seed42.png
MB070,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,True,1.0,False,,True,True,0.6079,0.5108,[MB070] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\de\MB070_seed42.png
MB012,flux,de,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6221,0.9622,[MB012] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB012_seed42.png
MB075,flux,de,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.611,0.9611,[MB075] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\de\MB075_seed42.png
MB083,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.5984,0.3098,[MB083] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB083_seed42.png
MB033,flux,de,False,0.5,True,False,0.0,False,False,0.0,False,True,0.6667,False,,True,True,0.6031,0.3437,[MB033] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\de\MB033_seed42.png
MB085,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,False,0.3333,False,,True,True,0.6113,0.3778,[MB085] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB085_seed42.png
MB045,flux,de,False,0.0,True,False,0.0,False,False,0.0,False,False,0.0,False,,True,True,0.6039,0.0604,[MB045] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB045_seed42.png
MB052,flux,de,False,0.0,True,False,0.0,False,False,0.0,False,False,0.0,False,,True,True,0.594,0.0594,[MB052] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB052_seed42.png
MB127,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,False,0.2222,False,,True,True,0.6211,0.3566,[MB127] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB127_seed42.png
MB106,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6303,0.313,[MB106] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB106_seed42.png
MB068,flux,de,False,0.0,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6035,0.1604,[MB068] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB068_seed42.png
MB111,flux,de,False,0.5,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.6054,0.4105,[MB111] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\de\MB111_seed42.png
MB044,flux,de,False,0.5,True,False,0.0,False,False,0.5,False,False,0.2,False,,True,True,0.604,0.3504,[MB044] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\de\MB044_seed42.png
MB048,sd15,fr,False,0.5,True,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6109,0.6111,[MB048] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB048_seed42.png
MB092,sd15,fr,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6038,0.7604,[MB092] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB092_seed42.png
MB005,sd15,fr,True,1.0,False,True,1.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.6048,0.5605,[MB005] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB005_seed42.png
MB137,sd15,fr,True,1.0,False,True,1.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.5973,0.7597,[MB137] NON-COMPLIANT — Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB137_seed42.png
MB074,sd15,fr,True,1.0,False,True,1.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.6033,0.5603,[MB074] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB074_seed42.png
MB060,sd15,fr,True,1.0,False,False,0.0,False,True,1.0,False,,0.0,True,sd15_architectural,False,True,0.6045,0.5605,[MB060] NON-COMPLIANT — Node2: spatial constraints not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB060_seed42.png
MB079,sd15,fr,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5894,0.6589,[MB079] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB079_seed42.png
MB011,sd15,fr,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6144,0.5114,[MB011] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB011_seed42.png
MB131,sd15,fr,True,1.0,False,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6006,0.6601,[MB131] NON-COMPLIANT — Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB131_seed42.png
MB028,sd15,fr,False,0.5,True,True,1.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.604,0.5104,[MB028] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,True,data\generated_images\phase2b\sd15\fr\MB028_seed42.png
MB024,sd15,fr,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6073,0.3107,[MB024] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB024_seed42.png
MB052,sd15,fr,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5932,0.0593,[MB052] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB052_seed42.png
MB044,sd15,fr,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.593,0.1593,[MB044] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB044_seed42.png
MB094,sd15,fr,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5955,0.3095,[MB094] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB094_seed42.png
MB065,sd15,fr,False,0.5,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5936,0.2094,[MB065] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB065_seed42.png
MB109,sd15,fr,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.6054,0.3105,[MB109] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB109_seed42.png
MB068,sd15,fr,False,0.0,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5942,0.1594,[MB068] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB068_seed42.png
MB149,sd15,fr,False,0.5,True,False,0.0,False,False,0.5,False,,0.0,True,sd15_architectural,False,True,0.5807,0.3081,[MB149] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB149_seed42.png
MB111,sd15,fr,False,0.0,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.591,0.0591,[MB111] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB111_seed42.png
MB006,sd15,fr,False,0.5,True,False,0.0,False,False,0.0,False,,0.0,True,sd15_architectural,False,True,0.5987,0.2099,[MB006] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: SD v1.5 architectural limitation — text rendering unreliable (Phase 1C accuracy=0.1667); scored as 0.0,False,data\generated_images\phase2b\sd15\fr\MB006_seed42.png
MB116,flux,fr,False,0.5,True,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6053,0.7105,[MB116] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\fr\MB116_seed42.png
MB014,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6146,0.9615,[MB014] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB014_seed42.png
MB007,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6251,0.9625,[MB007] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB007_seed42.png
MB122,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6197,0.962,[MB122] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB122_seed42.png
MB089,flux,fr,True,1.0,False,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6233,0.7623,[MB089] NON-COMPLIANT — Node2: spatial constraints not satisfied,True,data\generated_images\phase2b\flux\fr\MB089_seed42.png
MB094,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,False,0.4,False,,True,True,0.6203,0.842,[MB094] NON-COMPLIANT — Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\fr\MB094_seed42.png
MB039,flux,fr,False,0.5,True,False,0.0,False,True,1.0,False,True,1.0,False,,True,True,0.6186,0.6119,[MB039] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied,True,data\generated_images\phase2b\flux\fr\MB039_seed42.png
MB062,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,False,,True,True,0.6186,0.9619,[MB062] COMPLIANT — all constraints satisfied,True,data\generated_images\phase2b\flux\fr\MB062_seed42.png
MB135,flux,fr,False,0.5,True,True,1.0,False,False,0.5,False,True,1.0,False,,True,True,0.6084,0.7108,[MB135] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node3: colour attributes not satisfied,True,data\generated_images\phase2b\flux\fr\MB135_seed42.png
MB015,flux,fr,True,1.0,False,True,1.0,False,True,1.0,False,False,0.0,False,,True,True,0.6258,0.7626,[MB015] NON-COMPLIANT — Node4: required text not legibly rendered,True,data\generated_images\phase2b\flux\fr\MB015_seed42.png
MB088,flux,fr,False,0.5,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.6008,0.4101,[MB088] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\fr\MB088_seed42.png
MB052,flux,fr,False,0.5,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6008,0.3101,[MB052] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB052_seed42.png
MB043,flux,fr,False,0.5,True,False,0.0,False,False,0.5,False,True,0.6,False,,True,True,0.6098,0.431,[MB043] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\fr\MB043_seed42.png
MB096,flux,fr,False,0.0,True,False,0.0,False,False,0.0,False,False,0.0,False,,True,True,0.6097,0.061,[MB096] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB096_seed42.png
MB018,flux,fr,False,0.5,True,False,0.0,False,False,0.0,False,True,1.0,False,,True,True,0.6177,0.4118,[MB018] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied,False,data\generated_images\phase2b\flux\fr\MB018_seed42.png
MB136,flux,fr,False,0.0,True,False,0.0,False,False,0.5,False,False,0.0,False,,True,True,0.6042,0.1604,[MB136] NON-COMPLIANT — Node1: required objects absent; (informational only — flat pipeline: Nodes 2-5 still executed); Node2: spatial constraints not satisfied; Node3: colour attributes not satisfied; Node4: required text not legibly rendered,False,data\generated_images\phase2b\flux\fr\MB136_seed42.png
