prompt_id,caption_en,caption_ar,tokens_en,tokens_ar,en_truncated,ar_truncated,ar_tokens_dropped,token_ratio_ar_over_en
GB028,Eight wavy lines are under three polygonal signs.,توجد ثمانية خطوط متموجة تحت ثلاث علامات متعددة الأضلاع.,11,49,False,False,0,4.454545454545454
GB029,"An alchemist's workshop, bubbling cauldrons, and 'Elixir of Life' are labeled on a shelf.","ورشة عمل كيميائي ومراجل فقاقيع و""إكسير الحياة"" على أحد الرفوف.",23,55,False,False,0,2.391304347826087
GB030,A crystal-clear lake reflecting a mountainous landscape.,بحيرة صافية تعكس مناظر طبيعية جبلية.,11,32,False,False,0,2.909090909090909
GB031,An octagonal window framing a spherical ornament.,نافذة مثمنة تؤطر زخرفة كروية الشكل.,10,32,False,False,0,3.2
GB032,"A pair of socks, one is striped, but the other is not.",زوج من الجوارب، أحدهما مخطط والآخر غير مخطط.,15,40,False,False,0,2.6666666666666665
GB033,"There is one apple and two bananas on the table, and the bananas are not fresher than the apples.",توجد تفاحة واحدة وموزتان على المائدة، والموز ليس طازجاً أكثر من التفاح.,21,63,False,False,0,3.0
GB034,a dog's paw hidden under a fluffy blanket.,مخلب كلب مخبأ تحت بطانية منفوشة.,10,27,False,False,0,2.7
GB035,An old windmill overlooking a field of blooming flowers.,طاحونة قديمة تطل على حقل من الزهور المتفتحة.,10,36,False,False,0,3.6
GB036,"A laptop sticker that humorously states, 'This Machine Fights Zombies.'","ملصق كمبيوتر محمول مكتوب عليه بطريقة فكاهية ""هذه الآلة تحارب الزومبي"".",14,58,False,False,0,4.142857142857143
GB037,A lone lighthouse standing guard on a rocky coastline.,منارة وحيدة تقف حارسة على ساحل صخري.,10,30,False,False,0,3.0
GB038,"A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right.",قطة مرحة ذات طوق جرس على اليسار، تضرب فراشة ترفرف على اليمين.,22,56,False,False,0,2.5454545454545454
GB039,A serene stream winding through a lush meadow at sunrise.,مجرى مائي هادئ يمر عبر مرج خصب عند شروق الشمس.,11,41,False,False,0,3.727272727272727
GB040,"Tea steams in a cup, next to a closed diary with a pen resting on its cover.",يتبخّر الشاي في فنجان، وبجواره مفكرة مغلقة مع قلم يرتكز على غلافها.,20,59,False,False,0,2.95
GB041,"A mystical forest clearing, illuminated by 'Moonlit Path' glowing runes hovering above the ground, guiding wanderers at night.","مساحة غابة غامضة مضاءة بـ ""مسار القمر"" الذي يضيء بأحرف رونية متوهجة تحوم فوق الأرض لترشد المتجولين ليلاً.",25,95,False,True,20,3.8
GB042,"A bustling shopping mall, alive with shoppers and bright store displays.",مركز تسوق صاخب، يعج بالمتسوقين وعروض المتاجر الزاهية.,14,48,False,False,0,3.4285714285714284
GB043,A cat in jeans and a t-shirt lounging on a sunny window sill.,قطة ترتدي بنطلون جينز وقميصاً وترتدي قميصاً مستلقية على عتبة نافذة مشمسة.,16,67,False,False,0,4.1875
GB044,An antique door knocker with 'Fortune Favors the Bold' inscribed around it.,"مطرقة باب عتيقة منقوش عليها عبارة ""الحظ يحابي الشجعان"".",16,44,False,False,0,2.75
GB045,an SUV navigating through a rugged mountain trail.,سيارة دفع رباعي تتنقل عبر ممر جبلي وعر.,9,32,False,False,0,3.5555555555555554
GB046,the Eiffel Tower adorned with colorful flowers in spring.,برج إيفل المزين بالزهور الملونة في الربيع.,10,35,False,False,0,3.5
GB047,Three white seagulls flying over a blue lake.,ثلاثة طيور نورس بيضاء تحلق فوق بحيرة زرقاء.,9,40,False,False,0,4.444444444444445
GB048,"There are several sleek laptops on a table, all of which are closed",هناك العديد من أجهزة الكمبيوتر المحمولة الأنيقة على طاولة، وكلها مغلقة,14,60,False,False,0,4.285714285714286
GB049,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,شجرة أزهار الكرز ترقص برشاقة في ثوب كيمونو خلال مهرجان الربيع تحت ضوء القمر.,17,66,False,False,0,3.8823529411764706
GB050,Five relaxed students but one overwhelmed teacher.,خمسة طلاب مرتاحون ومعلم واحد مرتبك.,8,31,False,False,0,3.875
