prompt_id,category,dag_node,source,human_score,caption_en,caption_translated,back_translated,cc_score,status,language
DB016,Counting,node1_object_presence,DrawBench,,One cat and two dogs sitting on the grass.,Un gato y dos perros sentados en la hierba.,A cat and two dogs sitting on the grass.,0.985,PASS,es
DB017,Counting,node1_object_presence,DrawBench,,Two cars on the street.,Dos coches en la calle.,Two cars in the street.,0.9984,PASS,es
DB018,Counting,node1_object_presence,DrawBench,,Four dogs on the street.,Cuatro perros en la calle.,Four dogs in the street.,0.9985,PASS,es
DB019,Counting,node1_object_presence,DrawBench,,Three cats and one dog sitting on the grass.,Tres gatos y un perro sentados en la hierba.,Three cats and a dog sitting on the grass.,0.9981,PASS,es
DB020,Counting,node1_object_presence,DrawBench,,Four cars on the street.,Cuatro coches en la calle.,Four cars on the street.,1.0,PASS,es
DB021,Counting,node1_object_presence,DrawBench,,Two cats and one dog sitting on the grass.,Dos gatos y un perro sentados en la hierba.,Two cats and a dog sitting on the grass.,0.9965,PASS,es
DB022,Counting,node1_object_presence,DrawBench,,Two cats and three dogs sitting on the grass.,Dos gatos y tres perros sentados en la hierba.,Two cats and three dogs sitting on the grass.,1.0,PASS,es
DB023,Counting,node1_object_presence,DrawBench,,Three cats and two dogs sitting on the grass.,Tres gatos y dos perros sentados en la hierba.,Three cats and two dogs sitting on the grass.,1.0,PASS,es
DB024,Counting,node1_object_presence,DrawBench,,Three cars on the street.,Tres coches en la calle.,Three cars in the street.,0.9984,PASS,es
DB025,Counting,node1_object_presence,DrawBench,,Five dogs on the street.,Cinco perros en la calle.,Five dogs in the street.,0.9983,PASS,es
DB026,Counting,node1_object_presence,DrawBench,,Three cats and three dogs sitting on the grass.,Tres gatos y tres perros sentados en la hierba.,Three cats and three dogs sitting on the grass.,1.0,PASS,es
DB027,Positional,node2_spatial,DrawBench,,A train on top of a surfboard.,Un tren encima de una tabla de surf.,A train on a surfboard.,0.984,PASS,es
DB028,Positional,node2_spatial,DrawBench,,A stop sign on the right of a refrigerator.,Una señal de stop a la derecha de un frigorífico.,A stop sign to the right of a refrigerator.,0.9963,PASS,es
DB029,Positional,node2_spatial,DrawBench,,A pizza on the right of a suitcase.,Una pizza a la derecha de una maleta.,A pizza to the right of a suitcase.,0.9846,PASS,es
DB030,Positional,node2_spatial,DrawBench,,A wine glass on top of a dog.,Una copa de vino encima de un perro.,A glass of wine on top of a dog.,0.9843,PASS,es
DB031,Positional,node2_spatial,DrawBench,,A tennis racket underneath a traffic light.,Una raqueta de tenis debajo de un semáforo.,A tennis racket under a traffic light.,0.9947,PASS,es
DB032,Positional,node2_spatial,DrawBench,,A giraffe underneath a microwave.,Una jirafa debajo de un microondas.,A giraffe under a microwave.,0.9959,PASS,es
DB033,Positional,node2_spatial,DrawBench,,A couch on the left of a chair.,Un sofá a la izquierda de una silla.,A sofa to the left of a chair.,0.989,PASS,es
DB034,Positional,node2_spatial,DrawBench,,An umbrella on top of a spoon.,Un paraguas encima de una cuchara.,An umbrella on top of a spoon.,1.0,PASS,es
DB035,Positional,node2_spatial,DrawBench,,A sheep to the right of a wine glass.,Una oveja a la derecha de una copa de vino.,A sheep to the right of a glass of wine.,0.9922,PASS,es
DB036,Positional,node2_spatial,DrawBench,,A cat on the right of a tennis racket.,Un gato a la derecha de una raqueta de tenis.,A cat to the right of a tennis racket.,0.9754,PASS,es
DB037,Positional,node2_spatial,DrawBench,,A cat on the left of a dog.,Un gato a la izquierda de un perro.,A cat to the left of a dog.,0.9916,PASS,es
DB038,Positional,node2_spatial,DrawBench,,A bicycle on top of a boat.,Una bicicleta encima de un barco.,A bicycle on top of a boat.,1.0,PASS,es
DB039,Text,node4_typography,DrawBench,,A storefront with 'Hello World' written on it.,"Un escaparate con ""Hola Mundo"" escrito en él.","A shop window with ""Hello World"" written on it.",0.9114,PASS,es
DB040,Text,node4_typography,DrawBench,,New York Skyline with 'NeurIPS' written with fireworks on the sky.,"Skyline de Nueva York con ""NeurIPS"" escrito y fuegos artificiales en el cielo.","New York skyline with ""NeurIPS"" written on it and fireworks in the sky.",0.9789,PASS,es
DB041,Text,node4_typography,DrawBench,,New York Skyline with 'Diffusion' written with fireworks on the sky.,Skyline de Nueva York con 'Diffusion' escrito con fuegos artificiales en el cielo.,New York skyline with 'Diffusion' written with fireworks in the sky.,0.9877,PASS,es
DB042,Text,node4_typography,DrawBench,,A storefront with 'Diffusion' written on it.,"Un escaparate con ""Diffusion"" escrito en él.","A shop window with ""Diffusion"" written on it.",0.9198,PASS,es
DB043,Text,node4_typography,DrawBench,,A sign that says 'Diffusion'.,"Un cartel que dice ""Difusión"".","A sign saying ""Diffusion"".",0.9871,PASS,es
DB044,Text,node4_typography,DrawBench,,A storefront with 'Google Brain Toronto' written on it.,"Un escaparate con la inscripción ""Google Brain Toronto"".","A window display with the inscription ""Google Brain Toronto"".",0.8462,REVIEW,es
DB045,Text,node4_typography,DrawBench,,A sign that says 'Deep Learning'.,"Un cartel que dice ""Aprendizaje profundo"".","A sign that says ""Deep Learning"".",0.9995,PASS,es
DB046,Text,node4_typography,DrawBench,,A storefront with 'NeurIPS' written on it.,"Un escaparate con ""NeurIPS"" escrito en él.","A shop window with ""NeurIPS"" written on it.",0.9227,PASS,es
DB047,Text,node4_typography,DrawBench,,New York Skyline with 'Deep Learning' written with fireworks on the sky.,"Skyline de Nueva York con ""Deep Learning"" escrito y fuegos artificiales en el cielo.","New York skyline with ""Deep Learning"" written on it and fireworks in the sky.",0.9778,PASS,es
DB048,Text,node4_typography,DrawBench,,New York Skyline with 'Text to Image' written with fireworks on the sky.,Skyline de Nueva York con 'Texto a Imagen' escrito con fuegos artificiales en el cielo.,New York skyline with 'Text to Picture' written with fireworks in the sky.,0.977,PASS,es
DB049,Text,node4_typography,DrawBench,,A sign that says 'Google Research Pizza Cafe'.,"Un cartel que dice ""Google Research Pizza Cafe"".","A sign saying ""Google Research Pizza Cafe"".",0.9945,PASS,es
DB050,Text,node4_typography,DrawBench,,A storefront with 'Text to Image' written on it.,"Un escaparate con la leyenda ""Texto a imagen"".","A shop window with the caption ""Text to image"".",0.9373,PASS,es
GB001,Spatial Relation,node2_spatial,GenAI-Bench,4.8333,A peaceful pathway lined with blooming flowers leading to a hidden garden.,Un apacible camino bordeado de flores que conduce a un jardín oculto.,A peaceful flower-lined path leads to a hidden garden.,0.9506,PASS,es
GB002,Spatial Relation,node2_spatial,GenAI-Bench,3.8333,"A girl has three flower decorations in her hair, all of them daisies.","Una niña lleva tres adornos florales en el pelo, todos ellos margaritas.","A girl wears three floral ornaments in her hair, all of them daisies.",0.9675,PASS,es
GB003,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,A mermaid with pearl hairpins beneath the waves.,Una sirena con horquillas de perlas bajo las olas.,A mermaid with pearl hairpins beneath the waves.,1.0,PASS,es
GB004,Spatial Relation,node2_spatial,GenAI-Bench,4.0556,A bear wearing a sweater and reading a book by the fireplace.,Un oso con jersey y leyendo un libro junto a la chimenea.,A bear wearing a jumper and reading a book by the fireplace.,0.9788,PASS,es
GB005,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,"In the pond, two ducks swim near each other: the larger one has a bright green head, while the smaller one is all brown.","En el estanque, dos patos nadan uno cerca del otro: el más grande tiene la cabeza de color verde brillante, mientras que el más pequeño es todo marrón.","In the pond, two ducks swim close to each other: the larger one has a bright green head, while the smaller one is all brown.",0.994,PASS,es
GB006,Spatial Relation,node2_spatial,GenAI-Bench,2.5,"There are four roses in a clear glass vase, all of which are red, and all of which are not open.","Hay cuatro rosas en un jarrón de cristal transparente, todas rojas y sin abrir.","There are four roses in a clear glass vase, all red and unopened.",0.986,PASS,es
GB007,Spatial Relation,node2_spatial,GenAI-Bench,3.7222,"In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow.","En una cesta hay muchas coliflores, todas verdes excepto la del centro, que es amarilla.","In a basket there are many cauliflowers, all green except the one in the middle, which is yellow.",0.9913,PASS,es
GB008,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,The brown dog chases the black dog around the tree.,El perro marrón persigue al perro negro alrededor del árbol.,The brown dog chases the black dog around the tree.,1.0,PASS,es
GB009,Spatial Relation,node2_spatial,GenAI-Bench,4.2778,"a futuristic cityscape at dusk, with flying cars zooming between neon-lit skyscrapers.","un paisaje urbano futurista al atardecer, con coches voladores que vuelan entre rascacielos iluminados con neón.","a futuristic cityscape at sunset, with flying cars flying between neon-lit skyscrapers.",0.9779,PASS,es
GB010,Spatial Relation,node2_spatial,GenAI-Bench,3.9444,A ceramic bowl filled with water sits next to a steel door that leads to the garden.,Junto a una puerta de acero que da al jardín hay un cuenco de cerámica lleno de agua.,Next to a steel door leading to the garden is a ceramic bowl filled with water.,0.9704,PASS,es
GB011,Spatial Relation,node2_spatial,GenAI-Bench,3.0,"There are four train toys on the floor, none of which are adjacent to each other.","Hay cuatro trenes de juguete en el suelo, ninguno de ellos adyacente al otro.","There are four toy trains on the ground, none of them adjacent to each other.",0.9498,PASS,es
GB012,Spatial Relation,node2_spatial,GenAI-Bench,3.2778,"A dog, a cat and a bird on a chair.","Un perro, un gato y un pájaro en una silla.","A dog, a cat and a bird on a chair.",1.0,PASS,es
GB013,Spatial Relation,node2_spatial,GenAI-Bench,4.2222,a bouquet of tulips sprouting from an open book.,un ramo de tulipanes brotando de un libro abierto.,a bouquet of tulips sprouting from an open book.,1.0,PASS,es
GB014,Spatial Relation,node2_spatial,GenAI-Bench,3.0,"A row of houses with chimneys, but no smoke coming out.","Una hilera de casas con chimeneas, pero de las que no sale humo.","A row of houses with chimneys, but no smoke coming out of them.",0.9982,PASS,es
GB015,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"A cheerful dog with a frisbee in its mouth on the right, chasing a rolling ball on the left.","Un alegre perro con un frisbee en la boca a la derecha, persiguiendo una pelota rodante a la izquierda.","A happy dog with a Frisbee in his mouth on the right, chasing a rolling ball on the left.",0.9828,PASS,es
GB016,Spatial Relation,node2_spatial,GenAI-Bench,3.2222,A person in a brown raincoat laughing with another person clad in a sleek black trench coat under a shared umbrella.,Una persona con un impermeable marrón ríe con otra vestida con una elegante gabardina negra bajo un paraguas compartido.,One person in a brown mackintosh laughs with another in a smart black trench coat under a shared umbrella.,0.8368,REVIEW,es
GB017,Spatial Relation,node2_spatial,GenAI-Bench,3.5556,A painter on a ladder adds stars to a mural of the night sky on a city wall.,Un pintor en una escalera añade estrellas a un mural del cielo nocturno en una pared de la ciudad.,A painter on a ladder adds stars to a mural of the night sky on a city wall.,1.0,PASS,es
GB018,Spatial Relation,node2_spatial,GenAI-Bench,2.8889,A sphinx talking with travelers in front of the Pyramids at sunset.,Una esfinge conversa con los viajeros frente a las Pirámides al atardecer.,A sphinx converses with travellers in front of the Pyramids at sunset.,0.9886,PASS,es
GB019,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"Three small, non-blue boxes on a large blue box.",Tres cajas pequeñas no azules sobre una caja azul grande.,Three small non-blue boxes on top of a large blue box.,0.9938,PASS,es
GB020,Spatial Relation,node2_spatial,GenAI-Bench,2.8333,"A polished, copper kettle steams on the stove, catching the attention of a curious cat perched on a nearby chair.","Una tetera de cobre pulido humea en el fogón, llamando la atención de un curioso gato posado en una silla cercana.","A polished copper kettle smokes on the cooker, attracting the attention of a curious cat perched on a nearby chair.",0.9814,PASS,es
GB021,Spatial Relation,node2_spatial,GenAI-Bench,3.0556,Several umbrellas of varying colors leaned against stands in the hallway.,Varios paraguas de distintos colores se apoyaban en los soportes del pasillo.,Several umbrellas of different colours were leaning on stands in the corridor.,0.9539,PASS,es
GB022,Spatial Relation,node2_spatial,GenAI-Bench,2.8333,A hat is perched on the table and a coat is draped on the chair.,Hay un sombrero sobre la mesa y un abrigo sobre la silla.,There is a hat on the table and a coat on the chair.,0.9747,PASS,es
GB023,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"Two children sitting on the bed, the one on the left making faces, the one on the right not making faces.","Dos niños sentados en la cama, el de la izquierda haciendo muecas, el de la derecha sin hacer muecas.","Two children sitting on the bed, the one on the left making faces, the one on the right not making faces.",1.0,PASS,es
GB024,Spatial Relation,node2_spatial,GenAI-Bench,3.8333,"A leather-bound notebook lying on a linen tablecloth, accompanied by a brass pen.","Un cuaderno encuadernado en piel sobre un mantel de lino, acompañado de una pluma de latón.","A leather-bound notebook on a linen tablecloth, accompanied by a brass pen.",0.9827,PASS,es
GB025,Spatial Relation,node2_spatial,GenAI-Bench,2.4444,"A weeping willow as a poet, writing verses that sway with its branches by a serene lake.","Un sauce llorón como poeta, escribiendo versos que se mecen con sus ramas junto a un lago sereno.","A weeping willow as a poet, writing verses swaying with its branches by a serene lake.",0.9951,PASS,es
GB026,Attribute,node3_attribute,GenAI-Bench,3.8889,"Three people are sitting elegantly around a round table, each holding a cup of coffee.","Tres personas están sentadas elegantemente alrededor de una mesa redonda, cada una con una taza de café en la mano.","Three people are seated elegantly around a round table, each with a cup of coffee in hand.",0.9916,PASS,es
GB027,Attribute,node3_attribute,GenAI-Bench,2.3333,A nurse not administering a vaccine to a young child.,Una enfermera no administra una vacuna a un niño pequeño.,A nurse does not administer a vaccine to a young child.,0.9523,PASS,es
GB028,Attribute,node3_attribute,GenAI-Bench,1.1667,Eight wavy lines are under three polygonal signs.,Ocho líneas onduladas se encuentran bajo tres signos poligonales.,Eight wavy lines are found under three polygonal signs.,0.9949,PASS,es
GB029,Attribute,node3_attribute,GenAI-Bench,2.4444,"An alchemist's workshop, bubbling cauldrons, and 'Elixir of Life' are labeled on a shelf.","El taller de un alquimista, calderos burbujeantes y el ""Elixir de la Vida"" están etiquetados en una estantería.","An alchemist's workshop, bubbling cauldrons and the ""Elixir of Life"" are labelled on a shelf.",0.9968,PASS,es
GB030,Attribute,node3_attribute,GenAI-Bench,4.7778,A crystal-clear lake reflecting a mountainous landscape.,Un lago cristalino que refleja un paisaje montañoso.,A crystal clear lake reflecting a mountainous landscape.,0.9991,PASS,es
GB031,Attribute,node3_attribute,GenAI-Bench,3.3889,An octagonal window framing a spherical ornament.,Una ventana octogonal que enmarca un adorno esférico.,An octagonal window framing a spherical ornament.,1.0,PASS,es
GB032,Attribute,node3_attribute,GenAI-Bench,2.0,"A pair of socks, one is striped, but the other is not.","Un par de calcetines, uno es de rayas, pero el otro no.","A pair of socks, one is striped, but the other is not.",1.0,PASS,es
GB033,Attribute,node3_attribute,GenAI-Bench,3.0556,"There is one apple and two bananas on the table, and the bananas are not fresher than the apples.","En la mesa hay una manzana y dos plátanos, y los plátanos no son más frescos que las manzanas.","There is an apple and two bananas on the table, and the bananas are no fresher than the apples.",0.9991,PASS,es
GB034,Attribute,node3_attribute,GenAI-Bench,3.1667,a dog's paw hidden under a fluffy blanket.,una pata de perro escondida bajo una manta mullida.,a dog's paw hidden under a fluffy blanket.,1.0,PASS,es
GB035,Attribute,node3_attribute,GenAI-Bench,5.0,An old windmill overlooking a field of blooming flowers.,Un viejo molino de viento con vistas a un campo de flores.,An old windmill overlooking a field of flowers.,0.9906,PASS,es
GB036,Attribute,node3_attribute,GenAI-Bench,2.7222,"A laptop sticker that humorously states, 'This Machine Fights Zombies.'","Una pegatina para el portátil que dice con humor: ""Esta máquina lucha contra los zombis"".","A laptop sticker that humorously reads: ""This machine fights zombies"".",0.9819,PASS,es
GB037,Attribute,node3_attribute,GenAI-Bench,4.5556,A lone lighthouse standing guard on a rocky coastline.,Un faro solitario monta guardia en una costa rocosa.,A lone lighthouse stands guard on a rocky coast.,0.9919,PASS,es
GB038,Attribute,node3_attribute,GenAI-Bench,2.6667,"A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right.","Un gatito juguetón con un collar de campana a la izquierda, bateando a una mariposa revoloteando a la derecha.","A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right.",1.0,PASS,es
GB039,Attribute,node3_attribute,GenAI-Bench,4.7222,A serene stream winding through a lush meadow at sunrise.,Un sereno arroyo serpentea por una frondosa pradera al amanecer.,A serene stream meanders through a lush meadow at dawn.,0.9737,PASS,es
GB040,Attribute,node3_attribute,GenAI-Bench,2.7222,"Tea steams in a cup, next to a closed diary with a pen resting on its cover.","Té al vapor en una taza, junto a un diario cerrado con un bolígrafo apoyado en su tapa.","Steamed tea in a cup, next to a closed diary with a pen resting on its cover.",0.9898,PASS,es
GB041,Attribute,node3_attribute,GenAI-Bench,1.7222,"A mystical forest clearing, illuminated by 'Moonlit Path' glowing runes hovering above the ground, guiding wanderers at night.","Un místico claro del bosque, iluminado por las runas luminosas ""Moonlit Path"" que flotan sobre el suelo, guiando a los caminantes por la noche.","A mystical forest glade, illuminated by the luminous ""Moonlit Path"" runes that float above the ground, guiding walkers through the night.",0.9833,PASS,es
GB042,Attribute,node3_attribute,GenAI-Bench,4.8889,"A bustling shopping mall, alive with shoppers and bright store displays.","Un bullicioso centro comercial, lleno de compradores y brillantes escaparates.","A bustling shopping centre, full of shoppers and glittering window displays.",0.9692,PASS,es
GB043,Attribute,node3_attribute,GenAI-Bench,3.1667,A cat in jeans and a t-shirt lounging on a sunny window sill.,Un gato en vaqueros y camiseta descansando en el alféizar de una ventana soleada.,A cat in jeans and a T-shirt resting on a sunny windowsill.,0.9843,PASS,es
GB044,Attribute,node3_attribute,GenAI-Bench,2.4444,An antique door knocker with 'Fortune Favors the Bold' inscribed around it.,"Una aldaba antigua con la inscripción ""La fortuna favorece a los audaces"".","An antique knocker with the inscription ""Fortune favours the bold"".",0.9417,PASS,es
GB045,Attribute,node3_attribute,GenAI-Bench,4.5556,an SUV navigating through a rugged mountain trail.,un todoterreno circulando por un escarpado sendero de montaña.,an off-road vehicle driving along a steep mountain trail.,0.9542,PASS,es
GB046,Attribute,node3_attribute,GenAI-Bench,3.6111,the Eiffel Tower adorned with colorful flowers in spring.,la Torre Eiffel adornada con flores de colores en primavera.,the Eiffel Tower adorned with colourful flowers in spring.,0.9987,PASS,es
GB047,Attribute,node3_attribute,GenAI-Bench,4.4444,Three white seagulls flying over a blue lake.,Tres gaviotas blancas sobrevolando un lago azul.,Three white seagulls flying over a blue lake.,1.0,PASS,es
GB048,Attribute,node3_attribute,GenAI-Bench,2.1667,"There are several sleek laptops on a table, all of which are closed","Hay varios portátiles elegantes sobre una mesa, todos ellos cerrados","There are several elegant laptops on a table, all of them closed.",0.983,PASS,es
GB049,Attribute,node3_attribute,GenAI-Bench,2.1667,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,Un cerezo en flor baila elegantemente en kimono durante una fiesta de primavera a la luz de la luna.,A cherry blossom tree dances elegantly in a kimono during a moonlit spring festival.,0.9824,PASS,es
GB050,Attribute,node3_attribute,GenAI-Bench,2.3333,Five relaxed students but one overwhelmed teacher.,Cinco alumnos relajados pero un profesor abrumado.,Five relaxed students but one overwhelmed teacher.,1.0,PASS,es
