prompt_id,category,dag_node,source,human_score,caption_en,caption_translated,back_translated,cc_score,status,language,cometkiwi_score
DB025,Counting,node1_object_presence,DrawBench,,Five dogs on the street.,Fünf Hunde auf der Straße.,Five dogs on the street.,1.0,PASS,de,0.849638819694519
DB026,Counting,node1_object_presence,DrawBench,,Three cats and three dogs sitting on the grass.,Drei Katzen und drei Hunde sitzen auf der Wiese.,Three cats and three dogs are sitting in the meadow.,0.9575,PASS,de,0.860101580619812
DB027,Positional,node2_spatial,DrawBench,,A train on top of a surfboard.,Ein Zug auf einem Surfbrett.,A train on a surfboard.,0.984,PASS,de,0.7595955729484558
DB028,Positional,node2_spatial,DrawBench,,A stop sign on the right of a refrigerator.,Ein Stoppschild auf der rechten Seite eines Kühlschranks.,A stop sign on the right-hand side of a refrigerator.,0.9897,PASS,de,0.8383462429046631
DB029,Positional,node2_spatial,DrawBench,,A pizza on the right of a suitcase.,Eine Pizza auf der rechten Seite eines Koffers.,A pizza on the right side of a suitcase.,0.9963,PASS,de,0.760024905204773
DB030,Positional,node2_spatial,DrawBench,,A wine glass on top of a dog.,Ein Weinglas auf einem Hund.,A wine glass on a dog.,0.9713,PASS,de,0.6776126623153687
DB031,Positional,node2_spatial,DrawBench,,A tennis racket underneath a traffic light.,Ein Tennisschläger unter einer Ampel.,A tennis racket under a traffic light.,0.9947,PASS,de,0.839542031288147
DB032,Positional,node2_spatial,DrawBench,,A giraffe underneath a microwave.,Eine Giraffe unter einer Mikrowelle.,A giraffe under a microwave.,0.9959,PASS,de,0.8444414734840393
DB033,Positional,node2_spatial,DrawBench,,A couch on the left of a chair.,Eine Couch links neben einem Stuhl.,A couch to the left of a chair.,0.9972,PASS,de,0.8169320821762085
DB034,Positional,node2_spatial,DrawBench,,An umbrella on top of a spoon.,Ein Regenschirm auf einem Löffel.,An umbrella on a spoon.,0.9851,PASS,de,0.7245725393295288
DB035,Positional,node2_spatial,DrawBench,,A sheep to the right of a wine glass.,Ein Schaf auf der rechten Seite eines Weinglases.,A sheep on the right side of a wine glass.,0.9795,PASS,de,0.8280720710754395
DB036,Positional,node2_spatial,DrawBench,,A cat on the right of a tennis racket.,Eine Katze auf der rechten Seite eines Tennisschlägers.,A cat on the right side of a tennis racket.,0.9886,PASS,de,0.8109713792800903
DB037,Positional,node2_spatial,DrawBench,,A cat on the left of a dog.,Eine Katze auf der linken Seite eines Hundes.,A cat on the left side of a dog.,0.9969,PASS,de,0.7678120136260986
DB038,Positional,node2_spatial,DrawBench,,A bicycle on top of a boat.,Ein Fahrrad auf einem Boot.,A bicycle on a boat.,0.9768,PASS,de,0.8185573816299438
DB039,Text,node4_typography,DrawBench,,A storefront with 'Hello World' written on it.,"Ein Schaufenster mit der Aufschrift ""Hello World"".","A shop window with the inscription ""Hello World"".",0.8983,PASS,de,0.8449951410293579
DB040,Text,node4_typography,DrawBench,,New York Skyline with 'NeurIPS' written with fireworks on the sky.,"New Yorker Skyline mit der Aufschrift ""NeurIPS"" und einem Feuerwerk am Himmel.","New York skyline with the inscription ""NeurIPS"" and fireworks in the sky.",0.9631,PASS,de,0.8234219551086426
DB041,Text,node4_typography,DrawBench,,New York Skyline with 'Diffusion' written with fireworks on the sky.,"New Yorker Skyline mit der Aufschrift ""Diffusion"" und einem Feuerwerk am Himmel.","New York skyline with the inscription ""Diffusion"" and fireworks in the sky.",0.9571,PASS,de,0.8184662461280823
DB042,Text,node4_typography,DrawBench,,A storefront with 'Diffusion' written on it.,"Ein Schaufenster mit der Aufschrift ""Diffusion"".","A shop window labelled ""Diffusion"".",0.938,PASS,de,0.8324926495552063
DB043,Text,node4_typography,DrawBench,,A sign that says 'Diffusion'.,"Ein Schild mit der Aufschrift ""Diffusion"".","A sign with the inscription ""Diffusion"".",0.9332,PASS,de,0.8157166242599487
DB044,Text,node4_typography,DrawBench,,A storefront with 'Google Brain Toronto' written on it.,"Ein Schaufenster mit der Aufschrift ""Google Brain Toronto"".","A shop window labelled ""Google Brain Toronto"".",0.9377,PASS,de,0.8436815738677979
DB045,Text,node4_typography,DrawBench,,A sign that says 'Deep Learning'.,"Ein Schild mit der Aufschrift ""Deep Learning"".","A sign with the inscription ""Deep Learning"".",0.9636,PASS,de,0.8380429148674011
DB046,Text,node4_typography,DrawBench,,A storefront with 'NeurIPS' written on it.,"Ein Schaufenster mit der Aufschrift ""NeurIPS"".","A shop window labelled ""NeurIPS"".",0.935,PASS,de,0.8369985818862915
DB047,Text,node4_typography,DrawBench,,New York Skyline with 'Deep Learning' written with fireworks on the sky.,"New Yorker Skyline mit der Aufschrift ""Deep Learning"" und einem Feuerwerk am Himmel.","New York skyline with the inscription ""Deep Learning"" and fireworks in the sky.",0.9548,PASS,de,0.8254588842391968
DB048,Text,node4_typography,DrawBench,,New York Skyline with 'Text to Image' written with fireworks on the sky.,"New Yorker Skyline mit dem Schriftzug ""Text to Image"" und einem Feuerwerk am Himmel.","New York skyline with the lettering ""Text to Image"" and fireworks in the sky.",0.9641,PASS,de,0.8177376985549927
DB049,Text,node4_typography,DrawBench,,A sign that says 'Google Research Pizza Cafe'.,"Ein Schild mit der Aufschrift ""Google Research Pizza Cafe"".","A sign with the inscription ""Google Research Pizza Cafe"".",0.9692,PASS,de,0.8615883588790894
DB050,Text,node4_typography,DrawBench,,A storefront with 'Text to Image' written on it.,"Ein Schaufenster mit der Aufschrift ""Text to Image"".","A shop window with the inscription ""Text to Image"".",0.9081,PASS,de,0.8258751630783081
GB001,Spatial Relation,node2_spatial,GenAI-Bench,4.8333,A peaceful pathway lined with blooming flowers leading to a hidden garden.,"Ein friedlicher, von blühenden Blumen gesäumter Weg führt zu einem versteckten Garten.",A peaceful path lined with blooming flowers leads to a hidden garden.,0.9714,PASS,de,0.8574369549751282
GB002,Spatial Relation,node2_spatial,GenAI-Bench,3.8333,"A girl has three flower decorations in her hair, all of them daisies.","Ein Mädchen hat drei Blumenschmuckstücke im Haar, allesamt Gänseblümchen.","One girl has three flower decorations in her hair, all daisies.",0.9938,PASS,de,0.7678800821304321
GB003,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,A mermaid with pearl hairpins beneath the waves.,Eine Meerjungfrau mit Perlenhaarnadeln in den Wellen.,A mermaid with pearl hairpins in the waves.,0.9879,PASS,de,0.8082705736160278
GB004,Spatial Relation,node2_spatial,GenAI-Bench,4.0556,A bear wearing a sweater and reading a book by the fireplace.,"Ein Bär, der einen Pullover trägt und am Kamin ein Buch liest.",A bear wearing a jumper and reading a book by the fire.,0.9585,PASS,de,0.8602421283721924
GB005,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,"In the pond, two ducks swim near each other: the larger one has a bright green head, while the smaller one is all brown.","Im Teich schwimmen zwei Enten nebeneinander: Die größere hat einen leuchtend grünen Kopf, während die kleinere ganz braun ist.","Two ducks swim side by side in the pond: the larger one has a bright green head, while the smaller one is completely brown.",0.9833,PASS,de,0.8739525675773621
GB006,Spatial Relation,node2_spatial,GenAI-Bench,2.5,"There are four roses in a clear glass vase, all of which are red, and all of which are not open.","In einer klaren Glasvase befinden sich vier rote Rosen, die alle nicht geöffnet sind.","There are four red roses in a clear glass vase, all of which are unopened.",0.9753,PASS,de,0.8564410209655762
GB007,Spatial Relation,node2_spatial,GenAI-Bench,3.7222,"In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow.","In einem Korb liegen viele Blumenkohlköpfe, alle grün, bis auf den in der Mitte, der gelb ist.","There are many heads of cauliflower in a basket, all green except for the one in the centre, which is yellow.",0.9799,PASS,de,0.7549763917922974
GB008,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,The brown dog chases the black dog around the tree.,Der braune Hund jagt den schwarzen Hund um den Baum herum.,The brown dog chases the black dog around the tree.,1.0,PASS,de,0.8445532321929932
GB009,Spatial Relation,node2_spatial,GenAI-Bench,4.2778,"a futuristic cityscape at dusk, with flying cars zooming between neon-lit skyscrapers.","eine futuristische Stadtlandschaft in der Abenddämmerung, in der fliegende Autos zwischen neonbeleuchteten Wolkenkratzern umherfahren.","A futuristic cityscape at dusk, in which flying cars drive around between neon-lit skyscrapers.",0.9875,PASS,de,0.8359006643295288
GB010,Spatial Relation,node2_spatial,GenAI-Bench,3.9444,A ceramic bowl filled with water sits next to a steel door that leads to the garden.,"Eine mit Wasser gefüllte Keramikschale steht neben einer Stahltür, die in den Garten führt.",A ceramic bowl filled with water stands next to a steel door that leads into the garden.,0.9963,PASS,de,0.8647084832191467
GB011,Spatial Relation,node2_spatial,GenAI-Bench,3.0,"There are four train toys on the floor, none of which are adjacent to each other.","Auf dem Boden befinden sich vier Zugspielzeuge, von denen keines nebeneinander liegt.","There are four pull toys on the floor, none of which are next to each other.",0.9109,PASS,de,0.8535299897193909
GB012,Spatial Relation,node2_spatial,GenAI-Bench,3.2778,"A dog, a cat and a bird on a chair.","Ein Hund, eine Katze und ein Vogel auf einem Stuhl.","A dog, a cat and a bird on a chair.",1.0,PASS,de,0.8532928228378296
GB013,Spatial Relation,node2_spatial,GenAI-Bench,4.2222,a bouquet of tulips sprouting from an open book.,"ein Tulpenstrauß, der aus einem aufgeschlagenen Buch sprießt.",a bunch of tulips sprouting from an open book.,0.9726,PASS,de,0.7922143936157227
GB014,Spatial Relation,node2_spatial,GenAI-Bench,3.0,"A row of houses with chimneys, but no smoke coming out.","Eine Reihe von Häusern mit Schornsteinen, aus denen aber kein Rauch aufsteigt.","A row of houses with chimneys, but no smoke rising from them.",0.9952,PASS,de,0.850453794002533
GB015,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"A cheerful dog with a frisbee in its mouth on the right, chasing a rolling ball on the left.","Ein fröhlicher Hund mit einem Frisbee im Maul auf der rechten Seite, der einen rollenden Ball auf der linken Seite jagt.","A cheerful dog with a frisbee in its mouth on the right side, chasing a rolling ball on the left side.",0.9947,PASS,de,0.8144038915634155
GB016,Spatial Relation,node2_spatial,GenAI-Bench,3.2222,A person in a brown raincoat laughing with another person clad in a sleek black trench coat under a shared umbrella.,Eine Person in einem braunen Regenmantel lacht mit einer anderen Person in einem eleganten schwarzen Trenchcoat unter einem gemeinsamen Regenschirm.,A person in a brown mackintosh laughs with another person in an elegant black trenchcoat under a shared umbrella.,0.9468,PASS,de,0.8443642258644104
GB017,Spatial Relation,node2_spatial,GenAI-Bench,3.5556,A painter on a ladder adds stars to a mural of the night sky on a city wall.,Ein Maler auf einer Leiter fügt Sterne zu einer Wandmalerei des Nachthimmels an einer Stadtmauer hinzu.,A painter on a ladder adds stars to a mural of the night sky on a city wall.,1.0,PASS,de,0.8427300453186035
GB018,Spatial Relation,node2_spatial,GenAI-Bench,2.8889,A sphinx talking with travelers in front of the Pyramids at sunset.,Eine Sphinx im Gespräch mit Reisenden vor den Pyramiden bei Sonnenuntergang.,A sphinx in conversation with travellers in front of the pyramids at sunset.,0.9925,PASS,de,0.8570175170898438
GB019,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"Three small, non-blue boxes on a large blue box.","Drei kleine, nichtblaue Kästchen auf einem großen blauen Kästchen.","Three small, non-blue boxes on a large blue box.",1.0,PASS,de,0.8213152885437012
GB020,Spatial Relation,node2_spatial,GenAI-Bench,2.8333,"A polished, copper kettle steams on the stove, catching the attention of a curious cat perched on a nearby chair.","Ein polierter Kupferkessel dampft auf dem Herd und erregt die Aufmerksamkeit einer neugierigen Katze, die auf einem Stuhl in der Nähe hockt.",A polished copper kettle steams on the hob and attracts the attention of a curious cat perched on a nearby chair.,0.9681,PASS,de,0.8532415628433228
GB021,Spatial Relation,node2_spatial,GenAI-Bench,3.0556,Several umbrellas of varying colors leaned against stands in the hallway.,Mehrere Regenschirme in verschiedenen Farben lehnten an Ständern im Flur.,Several umbrellas in different colours were leaning against stands in the hallway.,0.9756,PASS,de,0.8390299081802368
GB022,Spatial Relation,node2_spatial,GenAI-Bench,2.8333,A hat is perched on the table and a coat is draped on the chair.,Ein Hut liegt auf dem Tisch und ein Mantel ist auf dem Stuhl drapiert.,A hat lies on the table and a coat is draped on the chair.,0.992,PASS,de,0.8353747129440308
GB023,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"Two children sitting on the bed, the one on the left making faces, the one on the right not making faces.","Zwei Kinder sitzen auf dem Bett, das linke macht Grimassen, das rechte macht keine Grimassen.","Two children are sitting on the bed, the one on the left is making faces, the one on the right is not making faces.",0.9959,PASS,de,0.8344682455062866
GB024,Spatial Relation,node2_spatial,GenAI-Bench,3.8333,"A leather-bound notebook lying on a linen tablecloth, accompanied by a brass pen.","Ein in Leder gebundenes Notizbuch liegt auf einem Leinentischtuch, begleitet von einem Messingstift.","A leather-bound notebook lies on a linen tablecloth, accompanied by a brass pen.",0.9783,PASS,de,0.8394654989242554
GB025,Spatial Relation,node2_spatial,GenAI-Bench,2.4444,"A weeping willow as a poet, writing verses that sway with its branches by a serene lake.","Eine Trauerweide als Dichterin, die mit ihren Ästen an einem ruhigen See Verse schreibt.","A weeping willow as a poet, writing verses with its branches on a calm lake.",0.9808,PASS,de,0.7102406024932861
GB026,Attribute,node3_attribute,GenAI-Bench,3.8889,"Three people are sitting elegantly around a round table, each holding a cup of coffee.","Drei Personen sitzen elegant um einen runden Tisch herum, jede mit einer Tasse Kaffee in der Hand.","Three people sit elegantly around a round table, each with a cup of coffee in their hand.",0.995,PASS,de,0.8598932027816772
GB027,Attribute,node3_attribute,GenAI-Bench,2.3333,A nurse not administering a vaccine to a young child.,"Eine Krankenschwester, die einem Kleinkind keinen Impfstoff verabreicht.",A nurse not administering a vaccine to an infant.,0.9867,PASS,de,0.8652552366256714
GB028,Attribute,node3_attribute,GenAI-Bench,1.1667,Eight wavy lines are under three polygonal signs.,Acht Wellenlinien befinden sich unter drei polygonalen Zeichen.,Eight wavy lines are located under three polygonal characters.,0.9803,PASS,de,0.7704211473464966
GB029,Attribute,node3_attribute,GenAI-Bench,2.4444,"An alchemist's workshop, bubbling cauldrons, and 'Elixir of Life' are labeled on a shelf.","Eine Alchemistenwerkstatt, blubbernde Kessel und ""Lebenselixier"" sind auf einem Regal beschriftet.","An alchemist's workshop, bubbling cauldrons and ""elixir of life"" are labelled on a shelf.",0.9965,PASS,de,0.8168765306472778
GB030,Attribute,node3_attribute,GenAI-Bench,4.7778,A crystal-clear lake reflecting a mountainous landscape.,"Ein kristallklarer See, in dem sich eine bergige Landschaft spiegelt.",A crystal-clear lake reflecting a mountainous landscape.,1.0,PASS,de,0.8588125705718994
GB031,Attribute,node3_attribute,GenAI-Bench,3.3889,An octagonal window framing a spherical ornament.,"Ein achteckiges Fenster, das ein kugelförmiges Ornament einrahmt.",An octagonal window framed by a spherical ornament.,0.9867,PASS,de,0.8341912031173706
GB032,Attribute,node3_attribute,GenAI-Bench,2.0,"A pair of socks, one is striped, but the other is not.","Ein Paar Socken, eine ist gestreift, die andere nicht.","A pair of socks, one is striped, the other is not.",0.9989,PASS,de,0.8217072486877441
GB033,Attribute,node3_attribute,GenAI-Bench,3.0556,"There is one apple and two bananas on the table, and the bananas are not fresher than the apples.","Auf dem Tisch liegen ein Apfel und zwei Bananen, wobei die Bananen nicht frischer sind als die Äpfel.","There is an apple and two bananas on the table, although the bananas are no fresher than the apples.",0.9949,PASS,de,0.8613148927688599
GB034,Attribute,node3_attribute,GenAI-Bench,3.1667,a dog's paw hidden under a fluffy blanket.,eine unter einer flauschigen Decke versteckte Hundepfote.,a dog's paw hidden under a fluffy blanket.,1.0,PASS,de,0.7524535059928894
GB035,Attribute,node3_attribute,GenAI-Bench,5.0,An old windmill overlooking a field of blooming flowers.,Eine alte Windmühle mit Blick auf ein Feld voller blühender Blumen.,An old windmill with a view of a field full of blooming flowers.,0.991,PASS,de,0.858805239200592
GB036,Attribute,node3_attribute,GenAI-Bench,2.7222,"A laptop sticker that humorously states, 'This Machine Fights Zombies.'","Ein Laptop-Aufkleber mit der humorvollen Aufschrift ""Diese Maschine bekämpft Zombies"".","A laptop sticker with the humorous inscription ""This machine fights zombies"".",0.9563,PASS,de,0.8684786558151245
GB037,Attribute,node3_attribute,GenAI-Bench,4.5556,A lone lighthouse standing guard on a rocky coastline.,"Ein einsamer Leuchtturm, der vor einer felsigen Küste Wache hält.",A lonely lighthouse standing guard off a rocky coast.,0.9847,PASS,de,0.8596926927566528
GB038,Attribute,node3_attribute,GenAI-Bench,2.6667,"A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right.","Ein verspieltes Kätzchen mit Glöckchenkragen auf der linken Seite, das nach einem flatternden Schmetterling auf der rechten Seite schlägt.","A playful kitten with a bell collar on the left, flapping at a fluttering butterfly on the right.",0.9914,PASS,de,0.7154945135116577
GB039,Attribute,node3_attribute,GenAI-Bench,4.7222,A serene stream winding through a lush meadow at sunrise.,"Ein ruhiger Bach, der sich bei Sonnenaufgang durch eine üppige Wiese schlängelt.",A quiet stream meandering through a lush meadow at sunrise.,0.9771,PASS,de,0.840574324131012
GB040,Attribute,node3_attribute,GenAI-Bench,2.7222,"Tea steams in a cup, next to a closed diary with a pen resting on its cover.","In einer Tasse dampft Tee, daneben liegt ein geschlossenes Tagebuch, auf dessen Deckel ein Stift ruht.","Tea steams in a cup, next to it lies a closed diary with a pen resting on the lid.",0.9735,PASS,de,0.8464088439941406
GB041,Attribute,node3_attribute,GenAI-Bench,1.7222,"A mystical forest clearing, illuminated by 'Moonlit Path' glowing runes hovering above the ground, guiding wanderers at night.","Eine mystische Waldlichtung, die von den über dem Boden schwebenden, leuchtenden Runen des ""Moonlit Path"" erhellt wird, die den Wanderern den Weg durch die Nacht weisen.","A mystical forest clearing illuminated by the glowing runes of the ""Moonlit Path"" hovering above the ground, showing hikers the way through the night.",0.9846,PASS,de,0.822996973991394
GB042,Attribute,node3_attribute,GenAI-Bench,4.8889,"A bustling shopping mall, alive with shoppers and bright store displays.",Ein belebtes Einkaufszentrum mit vielen Kunden und bunten Auslagen.,A busy shopping centre with lots of customers and colourful displays.,0.9604,PASS,de,0.831517219543457
GB043,Attribute,node3_attribute,GenAI-Bench,3.1667,A cat in jeans and a t-shirt lounging on a sunny window sill.,"Eine Katze in Jeans und T-Shirt, die auf einer sonnigen Fensterbank faulenzt.",A cat in jeans and a T-shirt lazing on a sunny windowsill.,0.9843,PASS,de,0.8376553058624268
GB044,Attribute,node3_attribute,GenAI-Bench,2.4444,An antique door knocker with 'Fortune Favors the Bold' inscribed around it.,"Ein antiker Türklopfer mit der Inschrift ""Fortune Favors the Bold"".","An antique door knocker with the inscription ""Fortune Favours the Bold"".",0.9878,PASS,de,0.5501810312271118
GB045,Attribute,node3_attribute,GenAI-Bench,4.5556,an SUV navigating through a rugged mountain trail.,"ein Geländewagen, der durch einen zerklüfteten Bergpfad fährt.",an off-road vehicle driving through a rugged mountain path.,0.9625,PASS,de,0.7793245315551758
GB046,Attribute,node3_attribute,GenAI-Bench,3.6111,the Eiffel Tower adorned with colorful flowers in spring.,"der Eiffelturm, der im Frühling mit bunten Blumen geschmückt ist.","the Eiffel Tower, which is decorated with colourful flowers in spring.",0.9815,PASS,de,0.8678643703460693
GB047,Attribute,node3_attribute,GenAI-Bench,4.4444,Three white seagulls flying over a blue lake.,Drei weiße Möwen fliegen über einen blauen See.,Three white seagulls fly over a blue lake.,0.9933,PASS,de,0.8489826321601868
GB048,Attribute,node3_attribute,GenAI-Bench,2.1667,"There are several sleek laptops on a table, all of which are closed","Auf einem Tisch stehen mehrere schlanke Laptops, die alle geschlossen sind.","There are several slim laptops on a table, all of which are closed.",0.9835,PASS,de,0.7791147232055664
GB049,Attribute,node3_attribute,GenAI-Bench,2.1667,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,Ein Kirschblütenbaum tanzt anmutig in einem Kimono während eines Frühlingsfestes im Mondlicht.,A cherry blossom tree dances gracefully in a kimono during a spring festival in the moonlight.,0.994,PASS,de,0.8192640542984009
GB050,Attribute,node3_attribute,GenAI-Bench,2.3333,Five relaxed students but one overwhelmed teacher.,"Fünf entspannte Schüler, aber ein überforderter Lehrer.","Five relaxed pupils, but an overwhelmed teacher.",0.9823,PASS,de,0.8680109977722168
