prompt_id,category,dag_node,source,human_score,caption_en,caption_translated,back_translated,cc_score,status,language,cometkiwi_score
DB041,Text,node4_typography,DrawBench,,New York Skyline with 'Diffusion' written with fireworks on the sky.,"أفق نيويورك مع كلمة ""انتشار"" مكتوب عليها ألعاب نارية في السماء.","New York skyline with the word ""deployment"" written in fireworks in the sky.",0.9361,PASS,ar,0.6874058246612549
DB042,Text,node4_typography,DrawBench,,A storefront with 'Diffusion' written on it.,"واجهة متجر مكتوب عليها ""Diffusion"".","A shop window labelled ""Diffusion"".",0.938,PASS,ar,0.8123167753219604
DB043,Text,node4_typography,DrawBench,,A sign that says 'Diffusion'.,"لافتة مكتوب عليها ""انتشار"".","A sign that reads ""Diffusion"".",0.9955,PASS,ar,0.7491883039474487
DB044,Text,node4_typography,DrawBench,,A storefront with 'Google Brain Toronto' written on it.,"واجهة متجر مكتوب عليها ""Google Brain Toronto"".","A storefront labelled ""Google Brain Toronto"".",0.9763,PASS,ar,0.8316922783851624
DB045,Text,node4_typography,DrawBench,,A sign that says 'Deep Learning'.,"لافتة مكتوب عليها ""التعلم العميق"".","A sign that reads ""Deep Learning"".",0.9971,PASS,ar,0.8188062906265259
DB046,Text,node4_typography,DrawBench,,A storefront with 'NeurIPS' written on it.,"واجهة متجر مكتوب عليها ""NeurIPS"".","A storefront labelled ""NeurIPS"".",0.9732,PASS,ar,0.8140276670455933
DB047,Text,node4_typography,DrawBench,,New York Skyline with 'Deep Learning' written with fireworks on the sky.,"أفق نيويورك مع عبارة ""التعلم العميق"" مكتوب عليها ""التعلم العميق"" مع الألعاب النارية في السماء.","New York skyline with the words ""Deep Learning"" written on it with fireworks in the sky.",0.9661,PASS,ar,0.6808109283447266
DB048,Text,node4_typography,DrawBench,,New York Skyline with 'Text to Image' written with fireworks on the sky.,"أفق نيويورك مع ""نص إلى صورة"" مكتوب عليه ""نص إلى صورة"" مع ألعاب نارية في السماء.","New York skyline with ""Text to Picture"" with fireworks in the sky.",0.9684,PASS,ar,0.6354224681854248
DB049,Text,node4_typography,DrawBench,,A sign that says 'Google Research Pizza Cafe'.,"لافتة مكتوب عليها ""مقهى بيتزا أبحاث جوجل"".","A sign that reads ""Google Research Pizza Cafe"".",0.9942,PASS,ar,0.8319857120513916
DB050,Text,node4_typography,DrawBench,,A storefront with 'Text to Image' written on it.,"واجهة متجر مكتوب عليها ""نص إلى صورة"".","A shop window that reads ""Text to Picture"".",0.9221,PASS,ar,0.8078426122665405
GB001,Spatial Relation,node2_spatial,GenAI-Bench,4.8333,A peaceful pathway lined with blooming flowers leading to a hidden garden.,ممر هادئ تصطف على جانبيه أزهار متفتحة تؤدي إلى حديقة مخفية.,A quiet corridor lined with blooming flowers leads to a hidden garden.,0.942,PASS,ar,0.8206487894058228
GB002,Spatial Relation,node2_spatial,GenAI-Bench,3.8333,"A girl has three flower decorations in her hair, all of them daisies.",فتاة لديها ثلاث زخارف من الزهور في شعرها، وكلها زهور الأقحوان.,"A girl has three flower decorations in her hair, all of which are chrysanthemums.",0.9639,PASS,ar,0.7346140146255493
GB003,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,A mermaid with pearl hairpins beneath the waves.,حورية بحر مع دبابيس شعر من اللؤلؤ تحت الأمواج.,A mermaid with pearl hairpins under the waves.,0.9972,PASS,ar,0.6349236369132996
GB004,Spatial Relation,node2_spatial,GenAI-Bench,4.0556,A bear wearing a sweater and reading a book by the fireplace.,دب يرتدي سترة ويقرأ كتاباً بجوار المدفأة.,A bear wearing a jacket and reading a book by the fireplace.,0.9493,PASS,ar,0.8465050458908081
GB005,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,"In the pond, two ducks swim near each other: the larger one has a bright green head, while the smaller one is all brown.",في البركة، تسبح بطتان بالقرب من بعضهما البعض: البطة الأكبر لها رأس أخضر لامع بينما الأصغر لونها بني بالكامل.,"In the pond, two ducks are swimming close to each other: The larger duck has a bright green head while the smaller one is all brown.",0.9878,PASS,ar,0.8560696840286255
GB006,Spatial Relation,node2_spatial,GenAI-Bench,2.5,"There are four roses in a clear glass vase, all of which are red, and all of which are not open.",توجد أربع ورود في مزهرية زجاجية شفافة، وكلها حمراء اللون وجميعها غير مفتوحة.,"There are four roses in a clear glass vase, all red in colour and all unopened.",0.9788,PASS,ar,0.8248450756072998
GB007,Spatial Relation,node2_spatial,GenAI-Bench,3.7222,"In a basket, there are many cauliflowers, all green except for the one in the middle, which is yellow.",في سلة، يوجد العديد من القرنبيط في سلة، وكلها خضراء ما عدا التي في المنتصف فهي صفراء.,"There are many cauliflowers in a basket, all of them are green except for the one in the centre, which is yellow.",0.9909,PASS,ar,0.7303805351257324
GB008,Spatial Relation,node2_spatial,GenAI-Bench,3.4444,The brown dog chases the black dog around the tree.,يطارد الكلب البني الكلب الأسود حول الشجرة.,The brown dog chases the black dog around the tree.,1.0,PASS,ar,0.8444933891296387
GB009,Spatial Relation,node2_spatial,GenAI-Bench,4.2778,"a futuristic cityscape at dusk, with flying cars zooming between neon-lit skyscrapers.",مشهد مستقبلي للمدينة عند الغسق، مع سيارات طائرة تنطلق بين ناطحات السحاب المضاءة بالنيون.,"A futuristic view of the city at dusk, with flying cars darting between neon-lit skyscrapers.",0.9866,PASS,ar,0.7544394731521606
GB010,Spatial Relation,node2_spatial,GenAI-Bench,3.9444,A ceramic bowl filled with water sits next to a steel door that leads to the garden.,يوجد وعاء خزفي مملوء بالماء بجوار باب فولاذي يؤدي إلى الحديقة.,There is a ceramic bowl filled with water next to a steel door that leads to the garden.,0.9782,PASS,ar,0.862136960029602
GB011,Spatial Relation,node2_spatial,GenAI-Bench,3.0,"There are four train toys on the floor, none of which are adjacent to each other.",توجد أربع ألعاب قطار على الأرض، لا توجد أي منها متجاورة مع بعضها البعض.,"There are four train rides on the floor, none of which are adjacent to each other.",0.9325,PASS,ar,0.8100992441177368
GB012,Spatial Relation,node2_spatial,GenAI-Bench,3.2778,"A dog, a cat and a bird on a chair.",كلب وقطة وطائر على كرسي.,"A dog, a cat and a bird on a chair.",1.0,PASS,ar,0.8324958086013794
GB013,Spatial Relation,node2_spatial,GenAI-Bench,4.2222,a bouquet of tulips sprouting from an open book.,باقة من زهور التوليب تنبت من كتاب مفتوح.,A bouquet of tulips sprouting from an open book.,0.9997,PASS,ar,0.7824118137359619
GB014,Spatial Relation,node2_spatial,GenAI-Bench,3.0,"A row of houses with chimneys, but no smoke coming out.",صف من المنازل ذات المداخن، ولكن لا دخان يتصاعد منها.,"A row of houses with chimneys, but no smoke coming out of them.",0.9982,PASS,ar,0.6942144632339478
GB015,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"A cheerful dog with a frisbee in its mouth on the right, chasing a rolling ball on the left.",كلب مبتهج يحمل طبق طائر في فمه على اليمين، ويطارد كرة متدحرجة على اليسار.,"A cheerful dog with a flying saucer in its mouth on the right, chasing a rolling ball on the left.",0.9589,PASS,ar,0.6536246538162231
GB016,Spatial Relation,node2_spatial,GenAI-Bench,3.2222,A person in a brown raincoat laughing with another person clad in a sleek black trench coat under a shared umbrella.,شخص يرتدي معطف مطر بني اللون يضحك مع شخص آخر يرتدي معطفاً أسود أنيقاً تحت مظلة مشتركة.,A person in a brown raincoat laughs with another person in a sleek black coat under a shared umbrella.,0.9809,PASS,ar,0.820358157157898
GB017,Spatial Relation,node2_spatial,GenAI-Bench,3.5556,A painter on a ladder adds stars to a mural of the night sky on a city wall.,رسام على سلم يضيف النجوم إلى لوحة جدارية للسماء ليلاً على جدار المدينة.,A painter on a ladder adds stars to a mural of the night sky on a city wall.,1.0,PASS,ar,0.8118994235992432
GB018,Spatial Relation,node2_spatial,GenAI-Bench,2.8889,A sphinx talking with travelers in front of the Pyramids at sunset.,أبو الهول يتحدث مع المسافرين أمام الأهرامات عند غروب الشمس.,The Sphinx talks to travellers in front of the pyramids at sunset.,0.9622,PASS,ar,0.6738744378089905
GB019,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"Three small, non-blue boxes on a large blue box.",ثلاثة صناديق صغيرة غير زرقاء على صندوق أزرق كبير.,Three small non-blue boxes on a large blue box.,0.999,PASS,ar,0.8029869794845581
GB020,Spatial Relation,node2_spatial,GenAI-Bench,2.8333,"A polished, copper kettle steams on the stove, catching the attention of a curious cat perched on a nearby chair.",غلاية نحاسية مصقولة تتصاعد منها البخار على الموقد، مما يلفت انتباه قطة فضولية تجلس على كرسي قريب.,"A polished copper kettle is steaming on the stove, drawing the attention of a curious cat sitting in a nearby chair.",0.981,PASS,ar,0.7539387941360474
GB021,Spatial Relation,node2_spatial,GenAI-Bench,3.0556,Several umbrellas of varying colors leaned against stands in the hallway.,اتكأت عدة مظلات بألوان مختلفة على حوامل في الردهة.,Several umbrellas in different colours leaned on stands in the lobby.,0.9278,PASS,ar,0.67696213722229
GB022,Spatial Relation,node2_spatial,GenAI-Bench,2.8333,A hat is perched on the table and a coat is draped on the chair.,قبعة موضوعة على الطاولة ومعطف ملفوف على الكرسي.,A hat placed on the table and a coat draped over the chair.,0.9791,PASS,ar,0.8164275288581848
GB023,Spatial Relation,node2_spatial,GenAI-Bench,2.3889,"Two children sitting on the bed, the one on the left making faces, the one on the right not making faces.",طفلان يجلسان على السرير، الطفل الذي على اليسار يصنع الوجوه، والطفل الذي على اليمين لا يصنع الوجوه.,"Two children sit on the bed, the child on the left makes faces, the child on the right does not make faces.",0.9851,PASS,ar,0.8127988576889038
GB024,Spatial Relation,node2_spatial,GenAI-Bench,3.8333,"A leather-bound notebook lying on a linen tablecloth, accompanied by a brass pen.",دفتر مجلد بالجلد ملقى على مفرش من الكتان مع قلم نحاسي.,A leather-bound notebook lying on a linen tablecloth with a brass pen.,0.994,PASS,ar,0.758389949798584
GB025,Spatial Relation,node2_spatial,GenAI-Bench,2.4444,"A weeping willow as a poet, writing verses that sway with its branches by a serene lake.",صفصاف باكي كشاعر، يكتب أبياتًا تتمايل بأغصانها على ضفاف بحيرة هادئة.,"A weeping willow is like a poet, writing verses that sway its branches on the shores of a tranquil lake.",0.9507,PASS,ar,0.5653730630874634
GB026,Attribute,node3_attribute,GenAI-Bench,3.8889,"Three people are sitting elegantly around a round table, each holding a cup of coffee.",ثلاثة أشخاص يجلسون بأناقة حول مائدة مستديرة وكل منهم يحمل فنجان قهوة.,"Three people sit elegantly around a round table, each holding a cup of coffee.",0.9975,PASS,ar,0.85036301612854
GB027,Attribute,node3_attribute,GenAI-Bench,2.3333,A nurse not administering a vaccine to a young child.,ممرضة لا تعطي لقاحاً لطفل صغير.,A nurse does not give a vaccine to a young child.,0.9443,PASS,ar,0.8539193868637085
GB028,Attribute,node3_attribute,GenAI-Bench,1.1667,Eight wavy lines are under three polygonal signs.,توجد ثمانية خطوط متموجة تحت ثلاث علامات متعددة الأضلاع.,There are eight wavy lines under three polygonal marks.,0.979,PASS,ar,0.7018855214118958
GB029,Attribute,node3_attribute,GenAI-Bench,2.4444,"An alchemist's workshop, bubbling cauldrons, and 'Elixir of Life' are labeled on a shelf.","ورشة عمل كيميائي ومراجل فقاقيع و""إكسير الحياة"" على أحد الرفوف.","An alchemist's workshop, bubbling cauldrons and an ""elixir of life"" on a shelf.",0.9742,PASS,ar,0.6569187641143799
GB030,Attribute,node3_attribute,GenAI-Bench,4.7778,A crystal-clear lake reflecting a mountainous landscape.,بحيرة صافية تعكس مناظر طبيعية جبلية.,A clear lake reflecting a mountainous landscape.,0.9816,PASS,ar,0.8346965312957764
GB031,Attribute,node3_attribute,GenAI-Bench,3.3889,An octagonal window framing a spherical ornament.,نافذة مثمنة تؤطر زخرفة كروية الشكل.,Octagonal window framing a spherical ornament.,0.9617,PASS,ar,0.6256071329116821
GB032,Attribute,node3_attribute,GenAI-Bench,2.0,"A pair of socks, one is striped, but the other is not.",زوج من الجوارب، أحدهما مخطط والآخر غير مخطط.,"One pair of socks, one striped and one non-striped.",0.9837,PASS,ar,0.5628814697265625
GB033,Attribute,node3_attribute,GenAI-Bench,3.0556,"There is one apple and two bananas on the table, and the bananas are not fresher than the apples.",توجد تفاحة واحدة وموزتان على المائدة، والموز ليس طازجاً أكثر من التفاح.,"There is one apple and two bananas on the table, and the bananas are no fresher than the apples.",0.9994,PASS,ar,0.8216163516044617
GB034,Attribute,node3_attribute,GenAI-Bench,3.1667,a dog's paw hidden under a fluffy blanket.,مخلب كلب مخبأ تحت بطانية منفوشة.,A dog's paw hidden under a fluffy blanket.,0.9997,PASS,ar,0.46654173731803894
GB035,Attribute,node3_attribute,GenAI-Bench,5.0,An old windmill overlooking a field of blooming flowers.,طاحونة قديمة تطل على حقل من الزهور المتفتحة.,An old mill overlooks a field of blooming flowers.,0.8897,PASS,ar,0.6495832204818726
GB036,Attribute,node3_attribute,GenAI-Bench,2.7222,"A laptop sticker that humorously states, 'This Machine Fights Zombies.'","ملصق كمبيوتر محمول مكتوب عليه بطريقة فكاهية ""هذه الآلة تحارب الزومبي"".","A laptop sticker with the humorous inscription ""This machine fights zombies"".",0.9563,PASS,ar,0.8384226560592651
GB037,Attribute,node3_attribute,GenAI-Bench,4.5556,A lone lighthouse standing guard on a rocky coastline.,منارة وحيدة تقف حارسة على ساحل صخري.,A lonely lighthouse stands guard on a rocky coastline.,0.9853,PASS,ar,0.7905696630477905
GB038,Attribute,node3_attribute,GenAI-Bench,2.6667,"A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right.",قطة مرحة ذات طوق جرس على اليسار، تضرب فراشة ترفرف على اليمين.,A playful cat with a bell collar on the left hits a fluttering butterfly on the right.,0.9651,PASS,ar,0.6391949653625488
GB039,Attribute,node3_attribute,GenAI-Bench,4.7222,A serene stream winding through a lush meadow at sunrise.,مجرى مائي هادئ يمر عبر مرج خصب عند شروق الشمس.,A tranquil stream runs through a lush meadow at sunrise.,0.9785,PASS,ar,0.7943678498268127
GB040,Attribute,node3_attribute,GenAI-Bench,2.7222,"Tea steams in a cup, next to a closed diary with a pen resting on its cover.",يتبخّر الشاي في فنجان، وبجواره مفكرة مغلقة مع قلم يرتكز على غلافها.,"Tea steams in a cup, and next to it is a closed notebook with a pen resting on its cover.",0.9805,PASS,ar,0.7934228181838989
GB041,Attribute,node3_attribute,GenAI-Bench,1.7222,"A mystical forest clearing, illuminated by 'Moonlit Path' glowing runes hovering above the ground, guiding wanderers at night.","مساحة غابة غامضة مضاءة بـ ""مسار القمر"" الذي يضيء بأحرف رونية متوهجة تحوم فوق الأرض لترشد المتجولين ليلاً.",A mysterious forest space illuminated by a 'moon path' lit by glowing runes that hover above the ground to guide nighttime wanderers.,0.9814,PASS,ar,0.7253333330154419
GB042,Attribute,node3_attribute,GenAI-Bench,4.8889,"A bustling shopping mall, alive with shoppers and bright store displays.",مركز تسوق صاخب، يعج بالمتسوقين وعروض المتاجر الزاهية.,"A bustling shopping centre, bustling with shoppers and colourful store displays.",0.9692,PASS,ar,0.8090556859970093
GB043,Attribute,node3_attribute,GenAI-Bench,3.1667,A cat in jeans and a t-shirt lounging on a sunny window sill.,قطة ترتدي بنطلون جينز وقميصاً وترتدي قميصاً مستلقية على عتبة نافذة مشمسة.,A cat wearing jeans and a t-shirt lying on a sunny window sill.,0.9793,PASS,ar,0.5608498454093933
GB044,Attribute,node3_attribute,GenAI-Bench,2.4444,An antique door knocker with 'Fortune Favors the Bold' inscribed around it.,"مطرقة باب عتيقة منقوش عليها عبارة ""الحظ يحابي الشجعان"".","An antique door knocker engraved with the words ""Luck favours the brave"".",0.9388,PASS,ar,0.6961249709129333
GB045,Attribute,node3_attribute,GenAI-Bench,4.5556,an SUV navigating through a rugged mountain trail.,سيارة دفع رباعي تتنقل عبر ممر جبلي وعر.,A four-wheel drive vehicle travelling through a rugged mountain pass.,0.9493,PASS,ar,0.7843981981277466
GB046,Attribute,node3_attribute,GenAI-Bench,3.6111,the Eiffel Tower adorned with colorful flowers in spring.,برج إيفل المزين بالزهور الملونة في الربيع.,The Eiffel Tower decorated with colourful flowers in spring.,0.9876,PASS,ar,0.8647940754890442
GB047,Attribute,node3_attribute,GenAI-Bench,4.4444,Three white seagulls flying over a blue lake.,ثلاثة طيور نورس بيضاء تحلق فوق بحيرة زرقاء.,Three white seagulls flying over a blue lake.,1.0,PASS,ar,0.7874363660812378
GB048,Attribute,node3_attribute,GenAI-Bench,2.1667,"There are several sleek laptops on a table, all of which are closed",هناك العديد من أجهزة الكمبيوتر المحمولة الأنيقة على طاولة، وكلها مغلقة,"There are several sleek laptops on a table, all closed",0.9979,PASS,ar,0.7903295755386353
GB049,Attribute,node3_attribute,GenAI-Bench,2.1667,A cherry blossom tree gracefully dancing in a kimono during a spring festival under moonlight.,شجرة أزهار الكرز ترقص برشاقة في ثوب كيمونو خلال مهرجان الربيع تحت ضوء القمر.,A cherry blossom tree dances gracefully in a kimono during the Spring Festival under the moonlight.,0.9918,PASS,ar,0.7860121726989746
GB050,Attribute,node3_attribute,GenAI-Bench,2.3333,Five relaxed students but one overwhelmed teacher.,خمسة طلاب مرتاحون ومعلم واحد مرتبك.,Five relieved students and one confused teacher.,0.9647,PASS,ar,0.7994447350502014
