prompt_id,category,image_id,caption_en,caption_translated,back_translated,cc_score,status,language,cometkiwi_score
P019,vehicles,269632,A bright yellow transit bus is making it's way down a street in the dark.,Ein leuchtend gelber Linienbus fährt in der Dunkelheit eine Straße entlang.,A bright yellow bus drives along a road in the dark.,0.9484,PASS,de,0.8515579104423523
P020,vehicles,574425,Two old fashioned buses parked on the side of the road.,Zwei altmodische Busse parken am Straßenrand.,Two old-fashioned buses are parked at the side of the road.,0.9805,PASS,de,0.8489121198654175
P021,vehicles,48924,A dirt bike parked near a tent in the woods.,"Ein Geländemotorrad, das in der Nähe eines Zeltes im Wald geparkt ist.",An off-road motorbike parked near a tent in the forest.,0.9074,PASS,de,0.8503382802009583
P022,vehicles,516143,a green and white bus is on the street,ein grün-weißer Bus steht auf der Straße,a green and white bus is parked on the road,0.9706,PASS,de,0.8491708040237427
P023,vehicles,259830,A moped is parked next to bicycles on a sidewalk.,Ein Moped ist neben Fahrrädern auf einem Gehweg geparkt.,A moped is parked next to bicycles on a pavement.,0.9921,PASS,de,0.8718914985656738
P024,vehicles,286507,A long red train traveling through snow covered country side.,"Ein langer roter Zug, der durch eine schneebedeckte Landschaft fährt.",A long red train travelling through a snow-covered landscape.,0.9749,PASS,de,0.8472626209259033
P025,vehicles,134722,Fast commuter train moving past an outdoor platform.,"Schneller Nahverkehrszug, der an einem Außenbahnsteig vorbeifährt.",Fast local train passing an outside platform.,0.9722,PASS,de,0.8419147729873657
P026,vehicles,137727,A motorized cart fills a train with luggage,Ein motorisierter Wagen füllt einen Zug mit Gepäck,A motorised carriage fills a train with luggage,0.964,PASS,de,0.827243447303772
P027,food,460929,A hot dog with mustard is next to a bottle of soda.,Ein Hot Dog mit Senf steht neben einer Flasche Limonade.,A hot dog with mustard stands next to a bottle of lemonade.,0.9376,PASS,de,0.8522709608078003
P028,food,47112,A dining table has a large pizza and wine glasses.,Ein Esstisch mit einer großen Pizza und Weingläsern.,A dining table with a large pizza and wine glasses.,0.9743,PASS,de,0.836886465549469
P029,food,99053,"A bowl of noodles, meat and broccoli with a fork.","Eine Schüssel mit Nudeln, Fleisch und Brokkoli mit einer Gabel.","A bowl of pasta, meat and broccoli with a fork.",0.96,PASS,de,0.8144157528877258
P030,food,91406,Several women gathered together posing with 6 pizzas in take out boxes.,Mehrere Frauen haben sich versammelt und posieren mit 6 Pizzen in Boxen zum Mitnehmen.,Several women have gathered and are posing with 6 pizzas in takeaway boxes.,0.9785,PASS,de,0.8267392516136169
P031,food,108253,A plate of cheese bread next to bread sticks and wine.,"Ein Teller mit Käsebrot, daneben Brotstangen und Wein.","A plate with cheese bread, breadsticks and wine next to it.",0.965,PASS,de,0.7928498387336731
P032,food,371472,A pile of pineapple sitting next to a pile of bananas.,Ein Stapel Ananas liegt neben einem Stapel Bananen.,A pile of pineapples lies next to a pile of bananas.,0.9877,PASS,de,0.8460196256637573
P033,food,66706,A plate topped with banana slice covered pan cakes.,"Ein Teller mit Bananenscheiben, die mit Pfannkuchen belegt sind.",A plate of banana slices topped with pancakes.,0.9455,PASS,de,0.6946059465408325
P034,food,348708,The banana is laying next to an almost empty bowl.,Die Banane liegt neben einer fast leeren Schüssel.,The banana is lying next to an almost empty bowl.,0.998,PASS,de,0.861096203327179
P035,food,323151,A pizza sitting on top of a white plate next to a glass of beer.,Eine Pizza liegt auf einem weißen Teller neben einem Glas Bier.,A pizza lies on a white plate next to a glass of beer.,0.9808,PASS,de,0.8460239768028259
P036,food,286908,Various dishes of food sit in bowls on a table.,Auf einem Tisch stehen verschiedene Gerichte in Schüsseln.,Various dishes are placed in bowls on a table.,0.9796,PASS,de,0.8415677547454834
P037,food,112378,A wooden table topped with a bunch of green bananas.,"Ein Holztisch, auf dem ein Bündel grüner Bananen liegt.",A wooden table with a bunch of green bananas on it.,0.993,PASS,de,0.8425325155258179
P038,food,75456,A pizza with Canadian bacon and pineapple in a fluted pan.,Eine Pizza mit kanadischem Speck und Ananas in einer geriffelten Pfanne.,A pizza with Canadian bacon and pineapple in a ribbed pan.,0.9925,PASS,de,0.8328828811645508
P039,animals,193162,a man on a three wheeler following behind a two dogs and a cow,"ein Mann auf einem Dreirad, der zwei Hunden und einer Kuh hinterherfährt",a man on a tricycle chasing two dogs and a cow,0.9569,PASS,de,0.8324192762374878
P040,animals,90062,A black and white cow stands in a paddock with firewood in the background.,Eine schwarz-weiße Kuh steht auf einer Koppel mit Brennholz im Hintergrund.,A black and white cow stands in a paddock with firewood in the background.,1.0,PASS,de,0.8361986875534058
P041,animals,155571,An elephant walking across a green grass covered field.,"Ein Elefant, der über ein grünes, grasbewachsenes Feld läuft.","An elephant running across a green, grassy field.",0.9714,PASS,de,0.8630660772323608
P042,animals,357060,A bird is trying to find food in the water.,"Ein Vogel versucht, im Wasser nach Nahrung zu suchen.",A bird tries to search for food in the water.,0.9912,PASS,de,0.8698002099990845
P043,animals,345261,Two giraffe standing on to of a dry grass covered field.,Zwei Giraffen stehen auf einem mit trockenem Gras bewachsenen Feld.,Two giraffes are standing in a field overgrown with dry grass.,0.9751,PASS,de,0.7945625185966492
P044,animals,347664,A herd of cattle walking across a sandy beach near the ocean.,"Eine Rinderherde, die über einen Sandstrand in Meeresnähe läuft.",A herd of cattle running across a sandy beach near the sea.,0.9862,PASS,de,0.8585008382797241
P045,animals,222235,A cat is playing with a plan in a park.,Eine Katze spielt mit einem Plan in einem Park.,A cat plays with a plan in a park.,0.9972,PASS,de,0.7932262420654297
P046,animals,180011,"Four young giraffes in a zoo, with one of them being fed leaves by a person","Vier junge Giraffen in einem Zoo, wobei eine von ihnen von einem Menschen mit Blättern gefüttert wird","Four young giraffes in a zoo, one of them being fed leaves by a human",0.9915,PASS,de,0.853519856929779
P047,animals,512648,A brown cow under a tree in a grassy area.,Eine braune Kuh unter einem Baum auf einer Wiese.,A brown cow under a tree in a meadow.,0.9749,PASS,de,0.8566151857376099
P048,animals,547383,Two adult sheep lay on the green grass.,Zwei erwachsene Schafe lagen auf dem grünen Gras.,Two adult sheep were lying on the green grass.,0.9752,PASS,de,0.8611834049224854
P049,animals,357081,A photograph of two cows grazing on a green pasture.,Ein Foto von zwei grasenden Kühen auf einer grünen Weide.,A photo of two grazing cows in a green pasture.,0.9925,PASS,de,0.8548440337181091
P050,animals,1675,A cat resting on an open laptop computer.,"Eine Katze, die sich auf einem offenen Laptop ausruht.",A cat resting on an open laptop.,0.9769,PASS,de,0.8485465049743652
